ID,Q1a_How_satisfied_with_quality_of_services,Q1b_Appearance_of_the_City,Q1c_Image_of_the_City,Q1d_How_well_the_City_is_planning_growth,Q1e_Quality_of_life_in_the_City,Q1f_Feeling_of_safety_in_the_city,Q2a_Quality_of_local_police_services,Q2b_Enforcement_of_local_traffic_laws,Q2c_Quality_of_local_fire_services,Q2d_Quality_of_local_ambulance_service,Q4a_Condition_of_streets,Q4b_Condition_of_sidewalks,Q4c_Maintenance_of_private_property,Q4d_Condition_of_alley,Q4e_Feeling_of_safety,Q4f_Quality_of_neighborhood_park,Q5_Top_choice,Q5_2nd_choice,Q6_Condition_of_your_neighborhood,Q8a_Quality_of_larger_parks,Q8b_Quality_of_recreation_centers,Q8c_Quality_of_swimming_pools,Q8d_Quality_of_outdoor_athletic_fields,Q8e_Quality_of_youth_programs,Q8f_Quality_of_adults_programs,Q8g_Quality_of_golf_courses,Q9_Top_choice,Q9_2nd_choice,Q10a_Library_services,Q10b_Arts_and_cultural_programs,Q11_Community_or_Human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q12_Top_choice,Q12_2nd_choice,Q13a_Information_about_programs,Q13b_Ease_of_two-way_communication,Q14_Which_used_to_get_information,Q14_2nd,Q14_3rd,Q14_4th,Q14_5th,Q14_6th,Q14_7th,Q14_8th,Q14_9th,Q14_10th,Q14_11th,Q14_12th,Q15_Top_choice,Q15_2nd_choice,Q15_3rd_choice,Q16a_Condition_of_City_streets,Q16b_Condition_&_clarity_of_street_signs,Q16c_Adequacy_of_city_street_lighting,Q16d_Quality_of_local_transit_service,Q16e_Management_of_traffic_flow,Q16f_Quality_of_walking_&_biking_paths,Q17_Top_choice,Q17_2nd_choice,Q18a_City_enforces_maintenance_codes,Q18b_Landscape_along_streets/sidewalks,Q18c_Appearance_of_residential_property,Q18d_Appearance_of_commercial_property,Q18e_Cleanliness_of_city_streets,Q19_Top_choice,Q19_2nd_choice,Q20a_Residential_trash_collection_servic,Q20b_Recycling_services,Q20c_Bulky_item_pick_up/removal_services,Q20d_Water_service,Q21_Top_choice,Q21_2nd_choice,Q22a_Amount_of_open_spaces_in_the_City,Q22b_Quality_of_open_spaces_in_the_City,Q22c_Quality_of_neighborhood_retail_cent,Q22d_Quality_of_new_commercial_develop,Q22e_Quality_of_new_residential_develop,Q22f_Quality_&_variety_of_new_projects,Q23a_Cleanliness_of_alley_next_to_home,Q23b_Responsiveness_to_code_complaints,Q24a_Contacted_city_during_past_year,Q24b_How_easy_was_the_City_to_contact,Q24c_The_way_you_were_treated,Q24d_The_accuracy_of_the_information,Q24e_How_quickly_staff_responded,Q24f_How_well_your_issue_was_handled,Q25_Top_choice,Q25_2nd_choice,Q25_3rd,Q25_4th,Q25_5th,Q25_6th,Q26a_As_a_place_to_live,Q26b_As_a_place_to_raise_children,Q26c_As_a_place_to_work,Q26d_As_a_place_to_retire,Q26e_As_a_place_to_own_&_operate_a_small,Q26f_Satisfied_with_efforts_to_promote,Q26g_Satisfied_with_promotion_of_inclus,Q26h_Satisfied_with_the_direction_the,Q26i_Satisfied_with_leadership_of_city,Q27_Services_&_facilities_have_used,Q27_2nd,Q27_3rd,Q27_4th,Q27_5th,Q27_6th,Q27_7th,Q27_8th,Q27_9th,Q27_10th,Q27_11th,Q27_12th,Zip_code,OBJECTID
576,4,4,4,9,4,4,9,3,9,9,4,4,3,2,4,9,E,A,4,4,9,9,4,9,9,9.0,A,D,9,9.0,99.0,,,,,,,,99,,9.0,2,2.0,4.0,8.0,,,,,,,,,,7,2.0,8.0,,4,4,2,2,2,C,E,9,4,3,3,4,E,B,4,2,9,4,B,A,4,4,4,9,9,3,3,9,2,,,,,,1,7.0,,,,,4,9,9,9,4,9,9,3,3,2,4.0,5.0,10.0,12.0,,,,,,,,85281.0,575
577,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,F,B,5,4,9,9,9,9,9,9.0,Z,,4,9.0,99.0,,,,,,,,99,,4.0,4,6.0,,,,,,,,,,,,6,2.0,8.0,5.0,5,3,4,4,3,Z,,4,4,4,3,4,D,E,4,4,4,4,Z,,9,9,4,3,9,4,5,9,1,5.0,5.0,5.0,5.0,5.0,4,7.0,,,,,5,5,5,5,4,5,5,5,5,1,2.0,3.0,12.0,,,,,,,,,85282.0,576
578,5,4,3,3,4,4,5,4,5,5,4,3,4,4,5,3,E,F,4,5,3,3,3,3,5,4.0,Z,,4,3.0,99.0,,,,,,,,2,3.0,9.0,9,1.0,2.0,7.0,12.0,,,,,,,,,99,,,4.0,5,4,5,4,4,D,F,4,2,4,3,3,B,D,5,5,5,5,Z,,3,4,3,2,3,2,4,5,2,,,,,,4,10.0,,,,,5,3,4,3,3,5,5,5,3,2,5.0,9.0,10.0,12.0,,,,,,,,85282.0,577
579,5,5,5,3,5,5,4,4,4,4,5,4,4,4,5,5,F,E,4,5,5,5,5,5,5,5.0,C,E,5,5.0,99.0,,,,,,,,99,,4.0,9,1.0,12.0,,,,,,,,,,,1,7.0,12.0,4.0,4,4,5,4,4,F,C,4,4,4,5,5,C,A,5,5,5,5,B,D,5,4,5,5,4,4,5,5,2,,,,,,7,11.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,5.0,7.0,8.0,9.0,10.0,12.0,,,,85282.0,578
580,4,3,4,3,3,3,5,4,5,5,3,4,3,3,4,4,A,D,4,5,4,4,3,4,3,4.0,Z,,5,5.0,2.0,5.0,,,,,,,5,1.0,3.0,3,1.0,2.0,4.0,8.0,12.0,,,,,,,,2,9.0,8.0,3.0,4,3,2,2,4,D,E,3,5,3,4,3,E,A,5,3,3,4,C,B,9,9,9,9,9,9,3,3,1,4.0,5.0,5.0,5.0,5.0,3,10.0,,,,,4,3,4,5,3,5,4,3,4,1,2.0,3.0,5.0,9.0,12.0,,,,,,,85282.0,579
581,4,4,4,9,4,4,5,4,5,4,3,3,2,9,4,4,C,B,3,5,9,5,5,4,4,9.0,Z,,5,5.0,4.0,,,,,,,,99,,4.0,4,1.0,7.0,12.0,,,,,,,,,,1,,,3.0,5,4,5,4,4,A,,2,4,1,4,4,C,A,4,4,5,5,Z,,4,3,3,5,5,4,9,9,1,5.0,5.0,5.0,5.0,5.0,2,6.0,,,,,4,4,4,3,4,4,9,4,4,1,2.0,3.0,5.0,7.0,8.0,12.0,,,,,,85284.0,580
582,5,3,4,4,4,3,5,4,9,9,4,4,3,9,3,5,E,C,4,5,5,5,5,5,5,5.0,E,F,9,4.0,99.0,,,,,,,,99,,4.0,4,7.0,,,,,,,,,,,,7,6.0,2.0,4.0,5,5,9,3,4,E,F,3,4,3,3,4,D,C,5,5,5,5,Z,,5,5,4,4,3,4,9,9,2,,,,,,1,2.0,,,,,4,3,3,2,9,4,4,4,4,2,3.0,,,,,,,,,,,85284.0,581
583,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,D,F,4,9,9,9,9,9,9,9.0,Z,,4,5.0,1.0,3.0,,,,,,,1,3.0,4.0,9,3.0,4.0,6.0,8.0,9.0,,,,,,,,3,8.0,,5.0,5,5,5,3,2,C,F,5,5,5,5,5,Z,,5,5,5,5,A,D,5,5,5,5,5,5,5,5,2,,,,,,6,10.0,,,,,5,5,3,3,3,5,5,5,5,12,,,,,,,,,,,,85282.0,582
584,5,5,5,5,5,5,5,4,5,5,5,4,5,2,5,5,D,B,4,5,5,3,3,3,3,3.0,A,B,5,5.0,99.0,,,,,,,,99,,5.0,3,2.0,4.0,8.0,,,,,,,,,,2,4.0,8.0,4.0,4,4,5,4,4,D,,3,4,4,4,4,B,E,3,5,5,5,Z,,3,3,4,4,3,3,1,3,2,,,,,,1,10.0,,,,,5,3,5,3,3,5,5,5,5,1,2.0,3.0,5.0,9.0,12.0,,,,,,,85282.0,583
585,3,4,4,3,5,2,2,4,4,3,4,3,3,2,2,4,F,A,3,4,4,4,4,4,3,5.0,F,B,4,3.0,99.0,,,,,,,,99,,2.0,3,1.0,8.0,11.0,,,,,,,,,,11,8.0,7.0,3.0,2,2,2,1,3,D,E,4,4,4,3,4,B,D,4,4,4,9,D,C,2,3,3,2,4,3,2,1,1,5.0,4.0,4.0,4.0,4.0,4,6.0,,,,,4,4,4,2,3,3,3,2,2,1,3.0,,,,,,,,,,,85283.0,584
586,5,4,4,4,4,4,5,5,5,5,5,5,5,9,5,5,A,B,5,5,4,9,4,9,9,4.0,E,B,5,4.0,99.0,,,,,,,,7,4.0,4.0,5,1.0,2.0,5.0,6.0,,,,,,,,,1,2.0,5.0,4.0,5,5,5,4,4,Z,,2,4,4,4,4,A,B,5,5,5,5,B,C,4,4,4,4,9,4,9,9,1,5.0,5.0,5.0,5.0,5.0,8,11.0,,,,,5,4,5,4,5,5,5,5,5,2,3.0,12.0,,,,,,,,,,85283.0,585
587,4,4,9,3,3,3,3,3,3,4,3,3,3,3,3,4,E,D,3,4,9,9,3,3,3,9.0,Z,,9,9.0,99.0,,,,,,,,2,,3.0,3,2.0,4.0,8.0,,,,,,,,,,4,8.0,2.0,3.0,3,3,9,3,9,E,C,9,3,4,4,3,B,E,4,4,3,3,C,,3,3,3,3,9,3,2,9,2,,,,,,1,11.0,,,,,3,3,3,3,9,9,9,2,2,2,3.0,12.0,,,,,,,,,,85282.0,586
588,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,3,E,F,4,4,4,3,3,4,4,9.0,F,A,5,4.0,99.0,,,,,,,,4,3.0,4.0,9,1.0,2.0,7.0,8.0,12.0,,,,,,,,1,12.0,7.0,4.0,4,4,4,4,4,F,D,4,4,4,4,3,D,A,4,5,4,4,C,A,4,3,3,3,3,4,4,4,1,4.0,5.0,4.0,4.0,4.0,6,11.0,,,,,5,4,4,4,9,4,3,4,3,1,2.0,3.0,8.0,9.0,12.0,,,,,,,85282.0,587
589,5,5,5,5,5,5,5,5,9,9,5,5,5,9,5,5,F,E,5,4,5,5,5,5,3,9.0,F,E,2,4.0,99.0,,,,,,,,5,3.0,4.0,9,1.0,2.0,4.0,6.0,7.0,10.0,11.0,12.0,,,,,2,12.0,10.0,5.0,5,5,4,5,4,D,A,4,4,4,4,5,B,C,5,5,5,5,C,D,4,4,4,4,4,4,9,9,9,4.0,4.0,4.0,4.0,4.0,4,8.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,12.0,,,85284.0,588
590,4,4,4,9,4,4,4,2,5,5,5,5,5,3,4,5,D,E,5,5,9,9,9,9,9,9.0,Z,,9,9.0,99.0,,,,,,,,3,5.0,5.0,5,1.0,2.0,8.0,,,,,,,,,,1,2.0,8.0,5.0,5,5,5,5,9,Z,,4,5,4,4,5,C,D,5,5,5,5,Z,,4,4,4,9,9,9,4,9,1,5.0,5.0,5.0,5.0,5.0,1,8.0,,,,,5,5,5,5,9,4,9,4,5,11,12.0,,,,,,,,,,,85283.0,589
591,4,4,4,9,4,4,4,4,4,4,4,3,3,4,4,4,C,B,4,4,4,9,4,4,9,9.0,A,B,4,4.0,1.0,,,,,,,,2,3.0,4.0,4,7.0,11.0,12.0,,,,,,,,,,7,6.0,11.0,4.0,4,3,4,3,4,E,C,4,4,4,4,4,C,D,4,4,4,4,B,C,3,3,4,4,4,4,9,9,2,,,,,,2,11.0,,,,,4,4,3,3,3,9,9,4,4,1,2.0,3.0,,,,,,,,,,85283.0,590
592,4,4,5,4,4,4,9,4,5,5,4,4,3,9,4,4,F,C,4,4,4,5,4,9,9,9.0,E,F,5,5.0,99.0,,,,,,,,5,3.0,4.0,4,1.0,7.0,12.0,,,,,,,,,,10,7.0,6.0,4.0,4,4,5,3,4,E,F,4,5,4,5,4,A,C,5,5,5,5,B,C,4,2,4,4,5,5,9,9,1,3.0,5.0,2.0,5.0,5.0,10,11.0,,,,,5,5,9,9,9,4,4,4,4,1,2.0,3.0,7.0,12.0,,,,,,,,85283.0,591
593,5,4,4,4,4,3,5,4,5,5,5,5,3,2,3,3,F,E,3,5,5,5,5,5,5,5.0,Z,,9,9.0,99.0,,,,,,,,99,,4.0,5,1.0,7.0,10.0,,,,,,,,,,99,,,4.0,4,3,3,4,3,F,C,4,4,2,4,4,C,B,5,5,5,5,Z,,4,4,4,4,4,4,2,3,1,5.0,5.0,5.0,5.0,5.0,1,6.0,,,,,4,4,4,4,4,4,4,4,5,1,2.0,5.0,,,,,,,,,,85281.0,592
594,5,5,5,5,5,5,5,3,5,5,5,5,1,9,5,5,Z,,2,5,4,9,5,9,9,9.0,Z,,4,4.0,99.0,,,,,,,,99,,5.0,5,1.0,5.0,,,,,,,,,,,99,,,5.0,5,5,9,9,5,Z,,5,5,1,4,5,C,,5,5,1,5,Z,,4,4,9,9,9,9,9,9,1,5.0,5.0,5.0,5.0,5.0,1,6.0,,,,,5,5,5,5,9,9,9,4,9,1,2.0,,,,,,,,,,,85281.0,593
595,4,4,4,4,4,4,9,9,9,9,3,3,3,4,4,4,D,F,4,4,9,9,3,2,9,9.0,D,E,4,4.0,99.0,,,,,,,,99,,3.0,9,1.0,4.0,7.0,,,,,,,,,,1,4.0,,4.0,4,3,4,4,3,C,E,3,4,4,4,4,B,E,4,4,4,4,C,B,4,4,3,4,4,4,3,9,2,,,,,,6,7.0,,,,,5,4,4,4,9,4,4,4,4,1,2.0,3.0,4.0,5.0,9.0,10.0,12.0,,,,,85281.0,594
596,5,5,5,5,4,2,5,5,5,5,4,4,2,4,2,4,C,D,2,5,5,5,4,5,5,2.0,B,D,5,5.0,4.0,,,,,,,,3,4.0,5.0,5,2.0,5.0,7.0,8.0,12.0,,,,,,,,3,5.0,10.0,4.0,4,2,5,5,2,A,D,2,4,4,5,5,B,C,4,4,4,4,C,A,4,5,5,5,4,5,2,5,2,,,,,,4,8.0,9.0,,,,5,2,4,5,4,5,4,5,5,1,3.0,5.0,6.0,9.0,10.0,12.0,,,,,,85281.0,595
597,4,3,4,3,4,4,4,4,9,5,2,2,1,9,3,4,C,A,2,4,9,9,9,9,9,4.0,E,A,3,3.0,99.0,,,,,,,,7,2.0,2.0,3,8.0,,,,,,,,,,,,4,6.0,11.0,3.0,5,3,5,5,5,A,C,1,2,2,5,3,A,C,5,5,3,4,C,,3,3,4,5,3,5,9,9,1,4.0,4.0,3.0,3.0,3.0,6,8.0,,,,,4,2,4,3,4,3,3,3,9,2,5.0,,,,,,,,,,,85281.0,596
598,5,4,5,4,4,4,4,4,5,5,4,4,3,3,4,3,E,C,3,4,9,4,9,9,5,9.0,A,F,5,5.0,4.0,,,,,,,,4,7.0,5.0,5,1.0,2.0,7.0,12.0,,,,,,,,,1,2.0,7.0,4.0,4,4,5,4,4,A,D,4,5,4,5,4,A,B,5,5,3,4,B,D,4,4,5,4,4,4,3,4,1,5.0,5.0,4.0,5.0,4.0,4,10.0,,,,,5,5,4,4,9,4,4,4,4,1,2.0,3.0,9.0,10.0,11.0,12.0,,,,,,85283.0,597
599,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,A,F,4,4,3,3,4,4,4,3.0,E,A,4,4.0,99.0,,,,,,,,7,2.0,3.0,3,2.0,4.0,8.0,,,,,,,,,,8,2.0,4.0,3.0,4,4,4,4,3,D,E,4,4,4,4,4,B,E,4,4,4,4,B,C,9,9,9,9,9,9,4,4,2,,,,,,4,7.0,,,,,4,4,4,3,3,3,3,3,4,1,3.0,5.0,11.0,12.0,,,,,,,,85282.0,598
600,5,4,5,2,4,4,4,4,4,5,4,4,2,4,4,4,C,F,2,4,4,4,4,4,4,4.0,E,F,5,2.0,2.0,,,,,,,,99,,4.0,9,1.0,12.0,,,,,,,,,,,12,,,4.0,4,2,5,4,2,F,,2,4,2,4,4,C,A,4,4,4,4,D,C,1,1,4,4,4,2,4,2,9,4.0,4.0,4.0,4.0,4.0,6,7.0,,,,,4,4,4,4,3,4,4,4,4,1,2.0,7.0,8.0,10.0,12.0,,,,,,,85282.0,599
601,5,5,5,3,4,4,4,9,5,4,4,4,4,9,4,4,A,E,3,4,9,9,9,9,9,9.0,E,F,5,9.0,99.0,,,,,,,,5,3.0,4.0,3,4.0,7.0,,,,,,,,,,,7,4.0,10.0,4.0,5,4,4,3,3,E,D,9,4,4,4,4,B,D,9,4,9,3,B,C,4,4,4,4,2,2,9,9,2,,,,,,4,11.0,,,,,4,4,4,3,9,9,9,3,3,1,5.0,12.0,,,,,,,,,,85281.0,600
602,2,2,1,3,4,1,1,1,4,4,2,2,1,1,1,4,E,A,5,4,9,9,3,9,1,9.0,F,D,3,3.0,99.0,,,,,,,,99,,1.0,1,1.0,2.0,8.0,,,,,,,,,,2,1.0,8.0,2.0,1,3,9,1,9,E,B,1,3,3,2,1,E,D,4,4,4,4,Z,,3,3,3,3,3,3,3,3,1,2.0,1.0,2.0,1.0,1.0,3,8.0,,,,,3,3,3,3,2,3,3,1,1,1,,,,,,,,,,,,85283.0,601
603,4,4,4,3,4,4,4,4,4,9,4,4,4,4,4,5,A,B,4,4,4,4,4,4,4,4.0,E,F,4,4.0,99.0,,,,,,,,5,2.0,3.0,3,1.0,2.0,5.0,,,,,,,,,,1,2.0,6.0,4.0,4,4,5,1,4,E,C,4,5,4,3,4,E,B,4,4,5,4,C,,2,2,4,4,4,2,4,4,1,4.0,4.0,4.0,4.0,4.0,2,11.0,,,,,4,4,4,3,3,2,3,3,3,1,2.0,3.0,11.0,,,,,,,,,85282.0,602
604,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,B,F,3,9,9,9,9,9,9,9.0,Z,,9,9.0,99.0,,,,,,,,99,,9.0,9,99.0,,,,,,,,,,,,99,,,9.0,9,9,9,9,9,Z,,9,9,9,9,9,Z,,9,9,9,9,Z,,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,9.0,9.0,7,,,,,,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,85281.0,603
605,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,F,B,3,4,4,9,4,4,4,9.0,Z,,4,4.0,99.0,,,,,,,,4,1.0,5.0,4,2.0,6.0,7.0,11.0,12.0,,,,,,,,6,7.0,2.0,3.0,4,3,5,3,1,F,E,3,2,3,2,3,B,D,4,4,4,4,C,D,2,4,3,1,3,1,4,4,2,,,,,,1,7.0,,,,,5,5,5,5,5,5,5,2,3,1,2.0,3.0,4.0,9.0,12.0,,,,,,,85282.0,604
606,4,4,4,3,4,4,5,4,5,5,3,2,4,2,4,3,B,D,3,5,3,9,3,9,9,9.0,A,B,4,4.0,99.0,,,,,,,,99,,3.0,3,99.0,,,,,,,,,,,,99,,,4.0,2,2,4,4,4,B,C,3,4,3,4,3,C,E,4,4,4,4,B,C,3,3,4,3,3,3,3,9,2,,,,,,8,10.0,,,,,5,3,4,4,4,4,4,4,4,1,2.0,12.0,,,,,,,,,,85283.0,605
607,5,4,4,1,4,4,4,2,3,3,4,5,2,2,2,4,E,C,3,4,5,5,4,5,4,4.0,F,G,4,5.0,4.0,,,,,,,,7,5.0,2.0,2,10.0,,,,,,,,,,,,7,10.0,1.0,4.0,5,4,5,2,5,E,C,1,4,4,5,4,A,E,4,4,5,3,D,,2,5,4,2,3,2,2,3,2,,,,,,8,,,,,,4,4,5,3,2,5,5,2,4,1,2.0,3.0,,,,,,,,,,85283.0,606
608,3,2,2,3,3,3,3,4,4,3,4,3,1,1,2,2,C,D,2,2,9,2,4,4,9,9.0,Z,,3,9.0,99.0,,,,,,,,1,7.0,3.0,2,1.0,2.0,6.0,7.0,11.0,12.0,,,,,,,6,1.0,7.0,4.0,2,1,9,2,4,C,B,1,2,1,2,3,A,C,5,4,5,3,D,B,1,1,2,4,3,3,1,1,1,1.0,1.0,3.0,1.0,1.0,1,2.0,,,,,3,3,5,1,2,4,9,3,2,1,2.0,3.0,4.0,7.0,,,,,,,,85283.0,607
609,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,F,B,9,4,4,4,4,4,4,4.0,E,F,3,4.0,99.0,,,,,,,,4,7.0,3.0,2,1.0,,,,,,,,,,,,1,7.0,2.0,4.0,4,4,4,3,4,E,F,5,3,5,4,3,E,A,4,3,4,4,B,C,4,4,4,4,4,4,3,4,1,4.0,4.0,3.0,1.0,1.0,4,7.0,,,,,4,4,4,9,4,4,4,4,4,1,2.0,3.0,,,,,,,,,,85283.0,608
610,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4,E,A,4,4,4,9,4,9,9,4.0,E,A,1,9.0,99.0,,,,,,,,7,2.0,4.0,4,1.0,2.0,8.0,,,,,,,,,,1,2.0,8.0,4.0,4,4,5,4,4,D,A,3,3,2,3,4,C,E,5,5,5,5,A,C,4,4,4,4,4,4,4,9,1,5.0,5.0,5.0,5.0,5.0,2,8.0,,,,,4,3,9,9,4,9,9,4,9,1,2.0,5.0,12.0,,,,,,,,,85282.0,609
611,5,5,4,3,3,5,4,4,5,3,3,3,4,3,4,4,A,B,4,4,4,3,3,3,3,9.0,E,A,5,3.0,2.0,4.0,,,,,,,2,3.0,5.0,9,1.0,2.0,6.0,,,,,,,,,,1,2.0,6.0,3.0,3,2,9,3,9,C,E,9,3,4,4,4,E,B,5,5,5,5,C,A,3,3,3,3,3,2,4,9,2,,,,,,2,6.0,,,,,5,4,4,4,9,4,4,4,5,1,10.0,,,,,,,,,,,85282.0,610
612,4,2,3,2,4,2,3,3,3,3,2,3,2,2,2,2,E,C,3,4,4,4,4,4,3,3.0,B,E,4,4.0,99.0,,,,,,,,99,,4.0,4,1.0,12.0,,,,,,,,,,,2,6.0,,4.0,3,2,4,2,2,E,C,4,2,2,3,2,E,C,4,4,4,4,Z,,3,4,4,3,3,3,2,3,2,,,,,,2,10.0,,,,,4,4,3,3,4,4,3,3,3,1,2.0,3.0,5.0,7.0,8.0,10.0,11.0,12.0,,,,85282.0,611
613,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,A,B,4,5,5,5,5,5,5,5.0,Z,,4,4.0,2.0,,,,,,,,2,5.0,4.0,4,8.0,,,,,,,,,,,,99,,,4.0,4,4,4,4,4,F,A,4,4,4,4,4,B,E,5,5,5,5,A,B,4,4,4,4,4,4,5,4,2,,,,,,1,11.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,12.0,,,,,,,,,85282.0,612
614,3,4,3,3,4,4,2,4,4,4,4,4,3,3,4,4,F,A,4,9,9,9,9,9,9,9.0,Z,,4,3.0,99.0,,,,,,,,99,,3.0,3,1.0,2.0,,,,,,,,,,,99,,,4.0,4,3,3,3,2,D,F,4,2,3,3,4,Z,,5,5,5,5,B,A,4,3,4,2,3,3,2,9,2,,,,,,4,10.0,,,,,5,3,1,4,9,4,4,3,9,1,2.0,3.0,12.0,,,,,,,,,85282.0,613
615,4,4,5,3,4,5,3,4,4,4,3,3,3,3,5,5,B,C,4,3,3,3,4,4,4,4.0,D,,5,5.0,99.0,,,,,,,,99,,5.0,3,1.0,2.0,8.0,,,,,,,,,,2,8.0,1.0,4.0,4,4,3,4,9,F,,4,4,4,4,4,D,,5,5,5,1,D,,4,4,4,4,4,4,9,9,9,4.0,5.0,4.0,4.0,4.0,7,,,,,,5,5,5,5,5,2,2,3,4,99,,,,,,,,,,,,85284.0,614
616,4,4,4,4,4,3,4,4,4,4,4,4,4,9,4,4,E,A,4,4,9,9,9,4,4,4.0,A,E,9,4.0,99.0,,,,,,,,2,5.0,4.0,9,1.0,2.0,7.0,8.0,12.0,,,,,,,,1,7.0,2.0,4.0,4,4,4,3,4,D,E,9,4,4,4,4,B,E,4,4,5,4,A,B,2,2,2,2,2,2,9,9,2,,,,,,4,11.0,,,,,4,4,4,3,3,3,3,3,3,6,12.0,,,,,,,,,,,85284.0,615
617,4,4,4,3,4,4,4,4,4,4,4,4,4,9,4,5,E,C,4,4,4,4,4,3,3,3.0,A,C,4,4.0,99.0,,,,,,,,5,7.0,4.0,4,3.0,6.0,7.0,10.0,,,,,,,,,7,3.0,10.0,4.0,4,3,4,3,3,E,F,4,4,3,3,4,D,,5,5,4,4,B,,4,4,2,2,3,3,9,9,2,,,,,,8,11.0,,,,,4,3,4,3,3,2,2,3,3,1,2.0,3.0,5.0,9.0,12.0,,,,,,,85281.0,616
618,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,2,F,,3,4,9,9,9,9,9,9.0,Z,,3,3.0,99.0,,,,,,,,99,,3.0,3,1.0,2.0,3.0,4.0,8.0,,,,,,,,1,6.0,,4.0,4,4,4,3,2,F,,4,4,4,4,4,Z,,4,4,3,4,Z,,3,3,3,3,3,3,3,3,2,,,,,,7,,,,,,4,9,4,9,9,4,4,4,3,2,3.0,5.0,10.0,12.0,,,,,,,,85282.0,617
619,4,4,4,2,4,4,5,4,9,9,4,4,3,1,4,4,D,C,3,4,9,4,4,9,9,4.0,E,F,9,9.0,99.0,,,,,,,,99,,4.0,9,1.0,2.0,8.0,11.0,12.0,,,,,,,,1,2.0,12.0,4.0,4,4,9,3,5,Z,,4,4,4,4,3,A,C,3,3,3,5,A,C,4,4,4,9,4,3,2,2,1,4.0,4.0,9.0,2.0,2.0,1,11.0,,,,,5,4,9,9,4,9,9,2,3,2,3.0,,,,,,,,,,,85281.0,618
620,4,4,5,4,5,4,4,4,4,4,4,4,3,3,4,4,E,A,4,5,5,5,5,3,3,3.0,E,F,5,5.0,99.0,,,,,,,,2,5.0,4.0,4,1.0,2.0,4.0,7.0,,,,,,,,,7,1.0,2.0,4.0,5,4,3,4,3,C,D,4,4,4,4,4,A,E,4,4,4,4,B,D,4,4,4,3,3,4,4,4,1,4.0,4.0,4.0,4.0,4.0,6,11.0,,,,,5,5,4,9,3,3,3,4,4,1,2.0,6.0,11.0,12.0,,,,,,,,85282.0,619
621,4,2,2,2,4,2,3,9,4,3,3,3,1,4,3,1,F,C,1,4,4,9,3,9,4,3.0,C,,4,4.0,2.0,4.0,,,,,,,99,,4.0,4,1.0,2.0,7.0,8.0,11.0,12.0,,,,,,,12,1.0,2.0,2.0,4,2,4,2,3,E,,1,2,2,4,4,A,C,4,4,4,4,Z,,2,2,4,2,2,2,4,4,1,4.0,4.0,2.0,4.0,4.0,2,4.0,11.0,,,,4,9,9,4,3,3,3,1,2,1,2.0,3.0,5.0,8.0,9.0,10.0,11.0,12.0,,,,85281.0,620
622,4,4,4,4,4,4,4,5,5,5,5,4,4,4,2,4,E,F,3,5,4,4,4,4,5,4.0,C,A,4,3.0,99.0,,,,,,,,7,2.0,4.0,4,1.0,7.0,12.0,,,,,,,,,,1,7.0,12.0,5.0,5,5,4,4,5,E,F,4,4,4,4,4,B,C,4,4,4,4,B,C,4,4,4,4,4,4,9,9,1,4.0,5.0,4.0,4.0,4.0,8,9.0,,,,,5,5,3,3,3,4,5,4,4,1,2.0,3.0,6.0,10.0,,,,,,,,85283.0,621
623,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,A,F,4,5,4,9,5,9,9,9.0,E,A,4,3.0,99.0,,,,,,,,3,4.0,4.0,9,2.0,12.0,,,,,,,,,,,6,7.0,8.0,4.0,4,4,5,4,2,F,C,5,4,5,4,5,E,D,5,5,5,5,Z,,3,4,4,3,4,4,9,9,2,,,,,,4,9.0,,,,,4,9,5,3,9,5,5,5,4,1,2.0,3.0,4.0,11.0,,,,,,,,85282.0,622
624,5,5,5,5,5,2,1,1,9,5,5,5,5,5,2,5,E,,9,5,5,5,5,5,5,5.0,Z,,5,9.0,3.0,6.0,,,,,,,2,3.0,2.0,2,1.0,7.0,,,,,,,,,,,99,,,5.0,5,5,5,3,5,Z,,5,5,4,4,5,Z,,5,5,5,5,Z,,3,4,9,5,9,9,5,5,1,5.0,5.0,5.0,5.0,5.0,1,9.0,10.0,,,,5,5,5,5,5,5,5,5,1,2,3.0,5.0,7.0,9.0,12.0,,,,,,,85282.0,623
