OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIP,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWID,SURFACED_1,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUT,NGHBRHDGRN,NATIONHWYS,STREETTYPE,MJTRK_STR_,PVMTCONDIN,PVMTCOND_1,TRANCLASS,TRANDESCRI,FREIGHTCLASS,SHAPE_Length
1297,12882,68,09750,0750,097500750,SR509 SB BETWEEN 1ST AV S BR SB AND 2ND AV SW OFF RP,SR509 SB,SR509 SB,1ST AV S BR SB,2ND AV SW OFF RP,1, , ,7500,35,S,Y,S,F,381.0,0,,1ST AV S BR SB AND SR509 SB,S,34118,2ND AV SW OFF RP AND SR509 SB,N,34114,1269509.65176077,198854.23231968, , , ,Industrial, ,0,0,1, ,5,381.179650180557
1298,12883,68,09750,0760,097500760,SR509 SB BETWEEN 2ND AV SW OFF RP AND 2ND AV SW ON RP,SR509 SB,SR509 SB,2ND AV SW OFF RP,2ND AV SW ON RP,1, , ,7600,45,S,Y,S,F,381.0,0,,2ND AV SW OFF RP AND SR509 SB,S,34114,2ND AV SW ON RP AND SR509 SB,N,34110,1269512.34398478,198473.11564729, , , ,Industrial, ,0,0,1, ,5,381.24299514783
1299,14387,68,11300,0340,113000340,EAST MARGINAL WAY S BETWEEN S HINDS ST AND S SPOKANE NR ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S HINDS ST,S SPOKANE NR ST,2, , ,3400,35,S,N, , ,732.0,0,,EAST MARGINAL WAY S AND S HINDS ST,S,32160,EAST MARGINAL WAY S AND S SPOKANE NR ST,N,32177,1268603.29975985,212544.0888457, , , ,Industrial, ,0,0,3, ,1,731.962247948883
1300,12884,68,09750,0770,097500770,SR509 SB BETWEEN 2ND AV SW ON RP AND 1ST AV S OFF RP,SR509 SB,SR509 SB,2ND AV SW ON RP,1ST AV S OFF RP,1, , ,7700,45,S,Y,S,F,1407.0,0,,2ND AV SW ON RP AND SR509 SB,S,34110,1ST AV S OFF RP AND SR509 SB,N,35152,1269534.19057681,197579.63564637, , , ,Industrial, ,0,0,1, ,5,1406.55779889078
1301,14404,68,11300,0596,113000596,EAST MARGINAL WAY S BETWEEN 1ST AVE S AND 1ST AV S BR SB,EAST MARGINAL WAY S,EAST MARGINAL WAY S,1ST AVE S,1ST AV S BR SB,1, , ,5900,35,S,N, , ,103.0,0,,1ST AVE S AND EAST MARGINAL WAY S,S,33046,1ST AV S BR SB AND EAST MARGINAL WAY S,N,33195,1269774.34142505,203558.9633325, , , ,Industrial, ,0,0,2, ,1,103.085932378758
1302,14403,68,11300,0590,113000590,EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S FIDALGO ST,1ST AVE S,1, , ,5900,45,S,N, , ,712.0,0,,EAST MARGINAL WAY S AND S FIDALGO ST,S,33043,1ST AVE S AND EAST MARGINAL WAY S,N,33046,1269645.10788891,203945.3574449, , , ,Industrial, ,0,0,2, ,1,711.780616494045
1303,14400,68,11300,0550,113000550,EAST MARGINAL WAY S BETWEEN S LUCILE ST AND S ORCAS ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S LUCILE ST,S ORCAS ST,1, , ,5500,45,S,N, , ,590.0,0,,EAST MARGINAL WAY S AND S LUCILE ST,S,33036,EAST MARGINAL WAY S AND S ORCAS ST,N,33039,1269217.31051248,205226.0339262, , , ,Industrial, ,0,0,2, ,1,590.105652052699
1304,8723,68,05045,0130,050450130,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY,UNIVERSITY ST,UNION ST,1, , ,1100,30,NW,Y,SE,T,427.0,0,,ALASKAN WAY AND UNIVERSITY ST,NW,29634,ALASKAN WAY AND UNION ST,SE,29607,1268552.3651038,224841.24700229, , , , , ,0,0,3, ,1,427.104808681367
1305,14395,68,11300,0480,113000480,EAST MARGINAL WAY S BETWEEN S ALASKA ST AND XW ALASKA,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S ALASKA ST,XW ALASKA,1, , ,4800,45,S,N, , ,280.0,0,,EAST MARGINAL WAY S AND S ALASKA ST,S,33031,EAST MARGINAL WAY S AND XW ALASKA,N,33030,1268574.09847982,207886.41856892, , , ,Industrial, ,0,0,2, ,1,279.972656689939
1306,8737,68,05050,0030,050500030,ALASKAN WAY S BETWEEN S MAIN ST AND S JACKSON ST,ALASKAN WAY S,ALASKAN WAY S,S MAIN ST,S JACKSON ST,1, , ,300,35,S,N, , ,306.0,0,,ALASKAN WAY S AND S MAIN ST,S,30363,ALASKAN WAY S AND S JACKSON ST,N,30366,1269728.355505,222344.64488773, , , , , ,0,0,3, ,1,305.809057264817
1307,14386,68,11300,0330,113000330,EAST MARGINAL WAY S BETWEEN S HORTON ST AND S HINDS ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S HORTON ST,S HINDS ST,2, , ,3300,35,S,N, , ,255.0,0,,EAST MARGINAL WAY S AND S HORTON ST,S,32155,EAST MARGINAL WAY S AND S HINDS ST,N,32160,1268582.03166382,213034.8664462, , , ,Industrial, ,0,0,3, ,1,255.247065275893
1308,8742,68,05050,0150,050500150,ALASKAN WAY S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,ALASKAN WAY S,ALASKAN WAY S,S ATLANTIC ST,S MASSACHUSETTS ST,2, , ,1500,35,S,N, , ,776.0,0,,ALASKAN WAY S AND S ATLANTIC ST,S,30385,ALASKAN WAY S AND S MASSACHUSETTS ST,N,31203,1269188.15524845,218661.45934796, , , ,Industrial, ,0,0,3, ,1,926.225586155836
1309,8728,68,05045,0210,050450210,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,ALASKAN WAY,ALASKAN WAY,LENORA ST,BLANCHARD ST,1, , ,2100,30,NW,N, , ,427.0,0,,ALASKAN WAY AND LENORA ST,NW,29724,ALASKAN WAY AND BLANCHARD ST,SE,29723,1267081.04094228,226318.98716381, , , , , ,0,0,3, ,1,427.457292534068
1310,8732,68,05045,0260,050450260,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY,VINE ST,CLAY ST,1, , ,2600,30,NW,N, , ,608.0,0,,ALASKAN WAY AND VINE ST,NW,29695,ALASKAN WAY AND CLAY ST,SE,29694,1265591.06423676,227627.35772514, , , , , ,0,0,3, ,1,607.699762241664
1311,14401,68,11300,0570,113000570,EAST MARGINAL WAY S BETWEEN S ORCAS ST AND S MEAD ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S ORCAS ST,S MEAD ST,1, , ,5700,45,S,N, , ,274.0,0,,EAST MARGINAL WAY S AND S ORCAS ST,S,33039,EAST MARGINAL WAY S AND S MEAD ST,N,33044,1269353.55153662,204815.82778178, , , ,Industrial, ,0,0,2, ,1,274.381364009685
1312,8739,68,05050,0050,050500050,ALASKAN WAY S BETWEEN S KING ST AND ALASKAN E RDWY WAY S,ALASKAN WAY S,ALASKAN WAY S,S KING ST,ALASKAN E RDWY WAY S,1, , ,500,35,S,N, , ,373.0,0,,ALASKAN WAY S AND S KING ST,S,30367,ALASKAN WAY S AND ALASKAN E RDWY WAY S,N,30392,1269715.34136099,221671.41199105, , , ,Industrial, ,0,0,3, ,1,373.019585021146
1313,12886,68,09750,0880,097500880,SR509 SB BETWEEN CLOVERDALE ST ON RP AND CITY LIMITS,SR509 SB,SR509 SB,CLOVERDALE ST ON RP,CITY LIMITS,1, , ,8800,55,S,Y,S,F,3869.0,0,,CLOVERDALE ST ON RP AND SR509 SB,S,35170,SR509 SB AND CITY LIMITS,N,38462,1270405.06942569,192932.61976962, , , ,Regional, ,0,0,0, ,5,3868.65814176298
1314,1279,68,00082,0670,000820670,1ST AV S BR SB BETWEEN POINT B AND POINT A,1ST AV S BR SB,1ST AV S BR SB,POINT B,POINT A,1, , ,0,35,S,Y,S,F,402.0,0,,1ST AV S BR SB AND POINT B,S,34091,1ST AV S BR SB AND POINT A,N,34092,1269593.84350486,201300.83251418, , , , , ,0,0,2, ,5,401.966805217501
1315,12438,68,09345,1010,093451010,RAINIER AVE S BETWEEN CORNELL AVE S AND 75TH AVE S,RAINIER AVE S,RAINIER AVE S,CORNELL AVE S,75TH AVE S,1, , ,10100,35,E,N, , ,1470.0,0,,CORNELL AVE S AND RAINIER AVE S,E,38351,75TH AVE S AND RAINIER AVE S,W,38352,1291793.64039159,189600.99359021, , , ,Regional, ,0,0,2, ,2,1470.41715494125
1316,12436,68,09345,0990,093450990,RAINIER AVE S BETWEEN S COOPER ST AND 68TH AVE S,RAINIER AVE S,RAINIER AVE S,S COOPER ST,68TH AVE S,1, , ,9900,35,SE,N, , ,807.0,0,,RAINIER AVE S AND S COOPER ST,SE,38195,68TH AVE S AND RAINIER AVE S,NW,38204,1290481.61939825,190145.71199076, , , ,Regional, ,0,0,2, ,2,807.367783352411
1317,12379,68,09345,0410,093450410,RAINIER AVE S BETWEEN S DAKOTA ST AND S ADAMS ST,RAINIER AVE S,RAINIER AVE S,S DAKOTA ST,S ADAMS ST,1, , ,4100,30,S,N, , ,184.0,0,,RAINIER AVE S AND S DAKOTA ST,S,32695,RAINIER AVE S AND S ADAMS ST,N,32705,1281146.00031669,209819.64877892, , , ,Mixed, ,0,0,2, ,2,184.062140087593
1318,12382,68,09345,0440,093450440,RAINIER AVE S BETWEEN S GENESEE S ST AND S OREGON ST,RAINIER AVE S,RAINIER AVE S,S GENESEE S ST,S OREGON ST,1, , ,4400,30,S,N, , ,474.0,0,,RAINIER AVE S AND S GENESEE S ST,S,32715,RAINIER AVE S AND S OREGON ST,N,32721,1281294.26092485,208926.30861799, , , ,Mixed, ,0,0,2, ,2,473.660046602805
1319,12416,68,09345,0820,093450820,RAINIER AVE S BETWEEN S ROSE N ST AND S ROSE S ST,RAINIER AVE S,RAINIER AVE S,S ROSE N ST,S ROSE S ST,1, , ,8200,30,S,N, , ,146.0,0,,RAINIER AVE S AND S ROSE N ST,S,35410,RAINIER AVE S AND S ROSE S ST,N,35416,1285510.95987315,196396.92530917, , , ,Mixed, ,0,0,2, ,2,146.305539507379
1320,12419,68,09345,0860,093450860,RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,RAINIER AVE S,RAINIER AVE S,S CLOVERDALE ST,S HENDERSON ST,1, , ,8600,30,S,N, , ,1045.0,0,,RAINIER AVE S AND S CLOVERDALE ST,S,35427,RAINIER AVE S AND S HENDERSON ST,N,35443,1285481.00428914,194722.33337145, , , ,Mixed, ,0,0,2, ,2,1044.52803562773
1321,12429,68,09345,0945,093450945,RAINIER AVE S BETWEEN SEWARD PARK AVE S AND 57TH AVE S,RAINIER AVE S,RAINIER AVE S,SEWARD PARK AVE S,57TH AVE S,1, , ,9400,30,E,N, , ,300.0,0,,RAINIER AVE S AND SEWARD PARK AVE S,E,35451,57TH AVE S AND RAINIER AVE S,W,35452,1287377.56857908,193027.65618572, , , ,Mixed, ,0,0,2, ,2,300.150727805586
1322,12414,68,09345,0790,093450790,RAINIER AVE S BETWEEN S KENYON ST AND S ELMGROVE ST,RAINIER AVE S,RAINIER AVE S,S KENYON ST,S ELMGROVE ST,1, , ,7900,30,S,N, , ,450.0,0,,RAINIER AVE S AND S KENYON ST,S,34511,RAINIER AVE S AND S ELMGROVE ST,N,35409,1285521.53651316,196993.20601377, , , ,Regional, ,0,0,2, ,2,449.967872934066
1323,12380,68,09345,0420,093450420,RAINIER AVE S BETWEEN S ADAMS ST AND S GENESEE N ST,RAINIER AVE S,RAINIER AVE S,S ADAMS ST,S GENESEE N ST,1, , ,4200,30,S,N, , ,510.0,0,,RAINIER AVE S AND S ADAMS ST,S,32705,RAINIER AVE S AND S GENESEE N ST,N,32708,1281202.81759675,209477.30087456, , , ,Regional, ,0,0,2, ,2,509.999223737894
1324,12403,68,09345,0670,093450670,RAINIER AVE S BETWEEN S HOLLY ST AND S WILLOW ST,RAINIER AVE S,RAINIER AVE S,S HOLLY ST,S WILLOW ST,1, , ,6700,30,SE,N, , ,719.0,0,,RAINIER AVE S AND S HOLLY ST,SE,34420,RAINIER AVE S AND S WILLOW ST,NW,34430,1285051.46009669,200875.93312176, , , ,Regional, ,0,0,2, ,2,719.478106817257
1325,12405,68,09345,0700,093450700,RAINIER AVE S BETWEEN S FRONTENAC ST AND S MYRTLE ST,RAINIER AVE S,RAINIER AVE S,S FRONTENAC ST,S MYRTLE ST,1, , ,7000,30,S,N, , ,332.0,0,,RAINIER AVE S AND S FRONTENAC ST,S,34441,RAINIER AVE S AND S MYRTLE ST,N,34452,1285370.03200102,200056.86144091, , , ,Mixed, ,0,0,2, ,2,331.597774069806
1326,12421,68,09345,0904,093450904,RAINIER AVE S BETWEEN S DIRECTOR N ST AND S DIRECTOR S ST,RAINIER AVE S,RAINIER AVE S,S DIRECTOR N ST,S DIRECTOR S ST,1, , ,9100,30,S,N, , ,153.0,0,,RAINIER AVE S AND S DIRECTOR N ST,S,35486,RAINIER AVE S AND S DIRECTOR S ST,N,35444,1285460.79136111,193765.06585047, , , ,Main, ,0,0,2, ,2,153.118550806107
1327,12427,68,09345,0935,093450935,RAINIER AVE S BETWEEN 53RD AVE S AND 54TH AVE S,RAINIER AVE S,RAINIER AVE S,53RD AVE S,54TH AVE S,1, , ,9300,30,E,N, , ,265.0,0,,53RD AVE S AND RAINIER AVE S,E,35459,54TH AVE S AND RAINIER AVE S,W,35458,1286523.88870619,192914.6959296, , , ,Mixed, ,0,0,2, ,2,264.561587139884
1328,14390,68,11304,0380,113040380,EAST MARGINAL SB WAY S BETWEEN DUWAMISH AVE S AND ALASKAN WY VI NB,EAST MARGINAL WAY S,EAST MARGINAL SB WAY S,DUWAMISH AVE S,ALASKAN WY VI NB,2, , ,3800,35,S,Y,S,F,1018.0,0,,DUWAMISH AVE S AND EAST MARGINAL SB WAY S,S,32165,ALASKAN WY VI NB AND EAST MARGINAL WAY S,N,32193,1268581.82283182,210732.30925985, , , ,Industrial, ,0,0,0, ,1,1018.55187354791
1329,14384,68,11300,0240,113000240,EAST MARGINAL WAY S BETWEEN S STACY ST AND S HANFORD ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S STACY ST,S HANFORD ST,2, , ,2400,35,S,N, , ,2284.0,0,,EAST MARGINAL WAY S AND S STACY ST,S,31214,EAST MARGINAL WAY S AND S HANFORD ST,N,32154,1268574.33252782,214736.26977594, , , ,Industrial, ,0,0,3, ,1,2284.16546188402
1330,14398,68,11300,0520,113000520,EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S DAWSON ST,S BRANDON ST,1, , ,5200,45,S,N, , ,613.0,0,,EAST MARGINAL WAY S AND S DAWSON ST,S,33022,EAST MARGINAL WAY S AND S BRANDON ST,N,33027,1268936.47480018,206069.89491907, , , ,Industrial, ,0,0,2, ,1,612.624105191672
1331,10022,68,06345,0127,063450127,DENNY WAY BETWEEN YALE AVE AND STEWART ST,DENNY WAY,DENNY WAY,YALE AVE,STEWART ST,1, , ,1200,30,E,N, , ,166.0,0,,DENNY WAY AND YALE AVE,E,29169,DENNY WAY AND STEWART ST,W,29168,1271058.93989035,229206.15484676, , , , , ,0,0,3, ,1,165.93300045024
1332,9999,68,06345,0015,063450015,DENNY WAY BETWEEN WARREN AVE N AND 2ND WR AVE,DENNY WAY,DENNY WAY,WARREN AVE N,2ND WR AVE,1, , ,100,30,E,N, , ,195.0,0,,DENNY WAY AND WARREN AVE N,E,29662,2ND WR AVE AND DENNY WAY,W,29718,1265464.13060464,229348.8256309, , , ,Mixed, ,0,0,2, ,1,195.49790617025
1333,10002,68,06345,0030,063450030,DENNY WAY BETWEEN 3RD AVE AND BROAD ST,DENNY WAY,DENNY WAY,3RD AVE,BROAD ST,1, , ,300,30,E,N, , ,248.0,0,,3RD AVE AND DENNY WAY,E,29659,BROAD ST AND DENNY WAY,W,29657,1266177.51146936,229330.5997109, , , , , ,0,0,2, ,1,247.805765488056
1334,10011,68,06345,0075,063450075,DENNY WAY BETWEEN DEXTER AVE AND 8TH AVE,DENNY WAY,DENNY WAY,DEXTER AVE,8TH AVE,1, , ,700,30,E,N, , ,254.0,0,,DENNY WAY AND DEXTER AVE,E,29515,8TH AVE AND DENNY WAY,W,29514,1268389.23134363,229274.07023883, , , , , ,0,0,3, ,1,253.92234080847
1335,10009,68,06345,0067,063450067,DENNY WAY BETWEEN AURORA SB AVE N AND AURORA NB AVE N,DENNY WAY,DENNY WAY,AURORA SB AVE N,AURORA NB AVE N,1, , ,600,30,E,N, , ,97.0,0,,AURORA SB AVE N AND DENNY WAY,E,29570,AURORA NB AVE N AND DENNY WAY,W,29517,1267975.4886232,229284.54499084, , , , , ,0,0,3, ,1,97.0265189462315
1336,13945,68,10965,0030,109650030,E DENNY WAY BETWEEN MELROSE AVE AND BELLEVUE AVE,E DENNY WAY,E DENNY WAY,MELROSE AVE,BELLEVUE AVE,1, , ,300,30,E,N, , ,278.0,0,,MELROSE AVE AND E DENNY WAY,E,29165,BELLEVUE AVE AND E DENNY WAY,W,29164,1271988.26872331,229184.25103875, , , ,Regional, ,0,0,3, ,1,278.084855129984
1337,10001,68,06345,0020,063450020,DENNY WAY BETWEEN 2ND AVE AND 3RD AVE,DENNY WAY,DENNY WAY,2ND AVE,3RD AVE,1, , ,200,30,E,N, , ,365.0,0,,2ND AVE AND DENNY WAY,E,29660,3RD AVE AND DENNY WAY,W,29659,1265871.29015705,229338.43279889, , , ,Mixed, ,0,0,2, ,1,364.837265780067
1338,10004,68,06345,0040,063450040,DENNY WAY BETWEEN 4TH AVE AND 5TH AVE,DENNY WAY,DENNY WAY,4TH AVE,5TH AVE,1, , ,400,30,E,N, , ,322.0,0,,4TH AVE AND DENNY WAY,E,29656,5TH AVE AND DENNY WAY,W,29653,1266814.72708602,229314.23734288, , , , , ,0,0,3, ,1,321.623789130784
1339,13946,68,10965,0040,109650040,E DENNY WAY BETWEEN BELLEVUE AVE AND E OLIVE WAY,E DENNY WAY,E DENNY WAY,BELLEVUE AVE,E OLIVE WAY,1, , ,400,30,E,N, , ,270.0,0,,BELLEVUE AVE AND E DENNY WAY,E,29164,E DENNY WAY AND E OLIVE WAY,W,29162,1272262.0166916,229177.48611073, , , ,Main, ,0,0,3, ,1,269.578249232481
1340,10005,68,06345,0050,063450050,DENNY WAY BETWEEN 5TH AVE AND TAYLOR AVE N,DENNY WAY,DENNY WAY,5TH AVE,TAYLOR AVE N,1, , ,500,30,E,N, , ,322.0,0,,5TH AVE AND DENNY WAY,E,29653,DENNY WAY AND TAYLOR AVE N,W,29652,1267136.33860634,229305.98915087, , , , , ,0,0,3, ,1,321.810749315
1341,12402,68,09345,0660,093450660,RAINIER AVE S BETWEEN S WARSAW ST AND S HOLLY ST,RAINIER AVE S,RAINIER AVE S,S WARSAW ST,S HOLLY ST,1, , ,6600,30,SE,N, , ,361.0,0,,RAINIER AVE S AND S WARSAW ST,SE,34416,RAINIER AVE S AND S HOLLY ST,NW,34420,1284830.09401646,201368.54937826, , , ,Regional, ,0,0,2, ,2,360.656603820364
1342,12368,68,09345,0303,093450303,RAINIER AVE S BETWEEN M L KING JR WAY S AND S MOUNT BAKER WB BV,RAINIER AVE S,RAINIER AVE S,M L KING JR WAY S,S MOUNT BAKER WB BV,1, , ,3000,30,SE,N, , ,144.0,0,,M L KING JR WAY S AND RAINIER AVE S,SE,31495,RAINIER AVE S AND S MOUNT BAKER WB BV,NW,31513,1279288.53900279,213607.87911879, , , ,Mixed, ,0,0,2, ,2,143.769929793293
1343,12432,68,09345,0956,093450956,RAINIER AVE S BETWEEN S CARVER ST AND S KEPPLER ST,RAINIER AVE S,RAINIER AVE S,S CARVER ST,S KEPPLER ST,1, , ,9500,35,SE,N, , ,879.0,0,,RAINIER AVE S AND S CARVER ST,SE,35397,RAINIER AVE S AND S KEPPLER ST,NW,35402,1288863.5334446,192366.58975303, , , ,Regional, ,0,0,2, ,2,878.874325470877
1344,12375,68,09345,0352,093450352,RAINIER AVE S BETWEEN S COURT ST AND 33RD AVE S,RAINIER AVE S,RAINIER AVE S,S COURT ST,33RD AVE S,1, , ,3700,30,SE,N, , ,575.0,0,,RAINIER AVE S AND S COURT ST,SE,32437,33RD AVE S AND RAINIER AVE S,NW,32673,1280365.16313189,211473.2472446, , , ,Regional, ,0,0,2, ,2,574.725371794243
1345,20243,68,16155,0480,161550480,S HENDERSON ST BETWEEN 48TH AVE S AND 50TH AVE S,S HENDERSON ST,S HENDERSON ST,48TH AVE S,50TH AVE S,1, , ,4800,30,E,N, , ,354.0,0,,48TH AVE S AND S HENDERSON ST,E,35276,50TH AVE S AND S HENDERSON ST,W,35277,1284943.76556858,194210.88351493, , , ,Main, ,0,0,3, ,2,353.911882802688
1346,20239,68,16155,0430,161550430,S HENDERSON ST BETWEEN M L KING JR ER WAY S AND CHIEF SEALTH TRL,S HENDERSON ST,S HENDERSON ST,M L KING JR ER WAY S,CHIEF SEALTH TRL,1, , ,4300,30,E,N, , ,349.0,0,,M L KING JR ER WAY S AND S HENDERSON ST,E,487378,CHIEF SEALTH TRL AND S HENDERSON ST,W,286920,1283421.77683102,194241.22220296, , , ,Main, ,0,0,3, ,2,348.856103856432
1347,20242,68,16155,0460,161550460,S HENDERSON ST BETWEEN 46TH AVE S AND 48TH AVE S,S HENDERSON ST,S HENDERSON ST,46TH AVE S,48TH AVE S,1, , ,4600,30,E,N, , ,348.0,0,,46TH AVE S AND S HENDERSON ST,E,35275,48TH AVE S AND S HENDERSON ST,W,35276,1284592.84371223,194217.61407493, , , ,Regional, ,0,0,3, ,2,348.0613753801
1348,20244,68,16155,0500,161550500,S HENDERSON ST BETWEEN 50TH AVE S AND RAINIER AVE S,S HENDERSON ST,S HENDERSON ST,50TH AVE S,RAINIER AVE S,1, , ,5000,30,E,N, , ,350.0,0,,50TH AVE S AND S HENDERSON ST,E,35277,RAINIER AVE S AND S HENDERSON ST,W,35443,1285295.47552094,194203.79417092, , , ,Mixed, ,0,0,3, ,2,349.651536580278
1349,20241,68,16155,0450,161550450,S HENDERSON ST BETWEEN RENTON AVE S AND 46TH AVE S,S HENDERSON ST,S HENDERSON ST,RENTON AVE S,46TH AVE S,1, , ,4500,30,E,N, , ,534.0,0,,RENTON AVE S AND S HENDERSON ST,E,35274,46TH AVE S AND S HENDERSON ST,W,35275,1284151.93401577,194226.51545094, , , ,Regional, ,0,0,3, ,2,533.938320304241
1350,487419,68,16155,0434,161550434,S HENDERSON ST BETWEEN CHIEF SEALTH TRL AND YUKON AVE S,S HENDERSON ST,S HENDERSON ST,CHIEF SEALTH TRL,YUKON AVE S,1, , ,4300,30,E,N, , ,135.0,0,,CHIEF SEALTH TRL AND S HENDERSON ST,E,286920,YUKON AVE S AND S HENDERSON ST,W,35272,1283663.36454327,194236.43993095, , , ,Main, ,0,0,3, ,2,135.050035358006
1351,20240,68,16155,0440,161550440,S HENDERSON ST BETWEEN YUKON AVE S AND RENTON AVE S,S HENDERSON ST,S HENDERSON ST,YUKON AVE S,RENTON AVE S,1, , ,4400,30,E,N, , ,154.0,0,,YUKON AVE S AND S HENDERSON ST,E,35272,RENTON AVE S AND S HENDERSON ST,W,35274,1283807.94668742,194233.44607495, , , ,Main, ,0,0,3, ,2,154.177289652723
1352,20903,68,16630,0360,166300360,S MYRTLE PL BETWEEN HOLLY PARK DR S AND S OTHELLO ST,S MYRTLE PL,S MYRTLE PL,HOLLY PARK DR S,S OTHELLO ST,1, , ,3600,30,SE,N, , ,216.0,0,,HOLLY PARK DR S AND S MYRTLE PL,SE,34559,S MYRTLE PL AND S OTHELLO ST,NW,34560,1281492.90604505,199330.75680018, , , ,Regional, ,0,0,2, ,2,216.416037151455
1353,10232,68,06575,0700,065750700,ELLIS AVE S BETWEEN S MYRTLE ST AND EAST MARGINAL WAY S,ELLIS AVE S,ELLIS AVE S,S MYRTLE ST,EAST MARGINAL WAY S,1, , ,7000,30,S,N, , ,292.0,0,,ELLIS AVE S AND S MYRTLE ST,S,34194,ELLIS AVE S AND EAST MARGINAL WAY S,N,34195,1273100.85803646,200175.40211304, , , ,Industrial, ,0,0,3, ,3,291.544518738695
1354,10000,68,06345,0016,063450016,DENNY WAY BETWEEN 2ND WR AVE AND 2ND AVE,DENNY WAY,DENNY WAY,2ND WR AVE,2ND AVE,1, , ,100,30,E,N, , ,127.0,0,,2ND WR AVE AND DENNY WAY,E,29718,2ND AVE AND DENNY WAY,W,29660,1265625.3898688,229344.73027091, , , ,Mixed, ,0,0,2, ,1,127.124792226497
1355,9998,68,06345,0010,063450010,DENNY WAY BETWEEN 1ST AVE AND WARREN AVE N,DENNY WAY,DENNY WAY,1ST AVE,WARREN AVE N,1, , ,100,30,E,N, , ,322.0,0,,1ST AVE AND DENNY WAY,E,29717,DENNY WAY AND WARREN AVE N,W,29662,1265205.45489237,229355.40841492, , , ,Mixed, ,0,0,2, ,1,322.020916047912
1356,158085,68,06345,0116,063450116,DENNY WAY BETWEEN MINOR AVE AND VIRGINIA ST,DENNY WAY,DENNY WAY,MINOR AVE,VIRGINIA ST,1, , ,1100,30,E,N, , ,102.0,0,,DENNY WAY AND MINOR AVE,E,158088,DENNY WAY AND VIRGINIA ST,W,29171,1270535.89252983,229219.48777477, , , , , ,0,0,3, ,1,102.259738038501
1357,10020,68,06345,0120,063450120,DENNY WAY BETWEEN VIRGINIA ST AND PONTIUS AVE N,DENNY WAY,DENNY WAY,VIRGINIA ST,PONTIUS AVE N,1, , ,1200,30,E,N, , ,180.0,0,,DENNY WAY AND VIRGINIA ST,E,29171,DENNY WAY AND PONTIUS AVE N,W,29170,1270677.04068998,229216.03100677, , , , , ,0,0,3, ,1,180.121255865
1358,10023,68,06345,0130,063450130,DENNY WAY BETWEEN STEWART ST AND MELROSE AVE,DENNY WAY,DENNY WAY,STEWART ST,MELROSE AVE,1, , ,1300,30,E,N, , ,709.0,0,,DENNY WAY AND STEWART ST,E,29168,MELROSE AVE AND E DENNY WAY,W,29165,1271495.78878681,229177.35875073, , , ,Regional, ,0,0,3, ,1,709.457350403903
1359,10003,68,06345,0039,063450039,DENNY WAY BETWEEN BROAD ST AND 4TH AVE,DENNY WAY,DENNY WAY,BROAD ST,4TH AVE,1, , ,300,30,E,N, , ,353.0,0,,BROAD ST AND DENNY WAY,E,29657,4TH AVE AND DENNY WAY,W,29656,1266477.66942167,229322.83951888, , , , , ,0,0,2, ,1,352.710872772953
1360,23206,68,18520,0009,185200009,W DENNY WAY BETWEEN QUEEN ANNE AVE N AND WESTERN AVE W,W DENNY WAY,W DENNY WAY,QUEEN ANNE AVE N,WESTERN AVE W,1, , ,0,30,W,N, , ,149.0,0,,DENNY WAY AND QUEEN ANNE AVE N,W,28667,WESTERN AVE W AND W DENNY WAY,E,28666,1264648.6449078,229369.59823893, , , , , ,0,0,2, ,1,149.163593410222
1361,10014,68,06345,0092,063450092,DENNY WAY BETWEEN 9TH AVE AND WESTLAKE AVE,DENNY WAY,DENNY WAY,9TH AVE,WESTLAKE AVE,1, , ,900,30,E,N, , ,220.0,0,,9TH AVE AND DENNY WAY,E,29511,DENNY WAY AND WESTLAKE AVE,W,29510,1269118.26136038,229255.35619082, , , , , ,0,0,3, ,1,219.795088876846
