OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
8552,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0012428689995955,IV,IV,IV,IV,IV,1295.99025143602,5.02971239321482
8553,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,66.5663791686921,IV,IV,IV,IV,IV,2419.82746102518,269384.579054735
8554,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,97.9938481441374,IV,IV,IV,IV,IV,2787.07320336066,396567.033717793
8555,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,565.826744055488,IV,IV,IV,IV,IV,6062.04003392324,2289819.59314663
8556,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.83051552743,IV,IV,IV,IV,IV,6426.4621006469,2581208.51816488
8557,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,198.327594513331,IV,IV,IV,IV,IV,4810.96550369334,802603.299595417
8558,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,201.427129246924,IV,IV,IV,IV,IV,4031.60386364992,815146.671638509
8559,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,653.889190176239,IV,IV,IV,IV,IV,6511.89339543232,2646195.66880265
8560,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.669019148527,IV,IV,IV,IV,IV,6425.79342135983,2580554.96550672
8561,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.597455596759,IV,IV,IV,IV,IV,6425.46561266651,2580265.35808764
8562,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.920157026304,IV,IV,IV,IV,IV,6422.21536217192,2577524.42801792
8563,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0052112108542285,IV,IV,IV,IV,IV,3189.48443063892,21.089022113915
8564,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.4973458451,IV,IV,IV,IV,IV,6459.95592028278,2608188.223253
8565,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.649549059842,IV,IV,IV,IV,IV,6430.58892788335,2584523.02927569
8566,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,101.190726634918,IV,IV,IV,IV,IV,4155.98660831469,409504.341969841
8567,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,577.932742274293,IV,IV,IV,IV,IV,6415.35101282047,2338810.82978797
8568,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,520.788060874714,IV,IV,IV,IV,IV,6441.44671868507,2107554.50886008
8569,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,593.161330605752,IV,IV,IV,IV,IV,6402.34123762777,2400438.74028122
8570,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,632.716972700778,IV,IV,IV,IV,IV,6401.21720108747,2560514.74453563
8571,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.149593419619215,IV,IV,IV,IV,IV,1715.82096234715,605.383090934803
8572,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0045318964838762,IV,IV,IV,IV,IV,2416.60545521424,18.3399343914265
8573,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,166.34510689318,IV,IV,IV,IV,IV,3283.69540979811,673174.764165479
8574,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,315.989955849468,IV,IV,IV,IV,IV,4799.80950372356,1278765.98224331
8575,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.533977547111,IV,IV,IV,IV,IV,6440.07601705453,2592149.04080194
8576,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,706.320536728778,IV,IV,IV,IV,IV,6764.70254121412,2858377.80033387
8577,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.757012359658,IV,IV,IV,IV,IV,6436.66353849609,2589004.77424312
8578,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,382.87096759566,IV,IV,IV,IV,IV,5360.96556160535,1549423.834165
8579,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0081720999777983,IV,IV,IV,IV,IV,3226.69742693723,33.0713152796482
8580,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.1904122822235,IV,IV,IV,IV,IV,1613.18182799927,162644.82806322
8581,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,646.082267057783,IV,IV,IV,IV,IV,6468.11067261404,2614602.17184154
8582,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.375377193029,IV,IV,IV,IV,IV,6419.90613554978,2575319.78225083
8583,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,163.834407561273,IV,IV,IV,IV,IV,3223.46848331648,663014.324449436
8584,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.372619078609,IV,IV,IV,IV,IV,6430.56828453942,2583402.33340258
8585,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.727864511198,IV,IV,IV,IV,IV,6479.70349826914,2625308.52488698
8586,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.1368011240205,IV,IV,IV,IV,IV,1612.09817348802,162427.871403334
8587,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,437.940405659411,IV,IV,IV,IV,IV,6036.19315314459,1772281.94327125
8588,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,207.696609108679,IV,IV,IV,IV,IV,5971.26801336117,840518.356482161
8589,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,613.551261073483,IV,IV,IV,IV,IV,6469.93756443068,2482953.86134685
8590,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,441.648663470736,IV,IV,IV,IV,IV,5318.55292998058,1787288.73021092
8591,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,23.5062798703798,IV,IV,IV,IV,IV,1520.58162563149,95126.5396601782
8592,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,374.805035026508,IV,IV,IV,IV,IV,5748.8311478785,1516782.16314488
8593,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,331.654850998825,IV,IV,IV,IV,IV,5024.37735172242,1342159.56378471
8594,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.101831355452402,IV,IV,IV,IV,IV,104.272231622519,412.096874814249
8595,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,138.462787054305,IV,IV,IV,IV,IV,3744.95837251732,560339.019054118
8596,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.910295920147,IV,IV,IV,IV,IV,6445.3394198308,2589625.09080433
8597,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,314.933518119484,IV,IV,IV,IV,IV,4730.76402180635,1274490.73043086
8598,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.583704069062,IV,IV,IV,IV,IV,6430.28920047357,2584256.56405186
8599,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,7.20078624435579,IV,IV,IV,IV,IV,4089.28766182137,29140.5480593008
8600,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,155.30155025212,IV,IV,IV,IV,IV,5034.99602994216,628483.076046469
8601,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,453.879139885341,IV,IV,IV,IV,IV,6698.72217560928,1836783.71223838
8602,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,591.668438540802,IV,IV,IV,IV,IV,7180.89926270697,2394397.22044022
8603,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,387.805478737443,IV,IV,IV,IV,IV,7038.9439767958,1569393.09227053
8604,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,318.230185130219,IV,IV,IV,IV,IV,4826.76959261677,1287831.86849577
8605,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,439.69616971744,IV,IV,IV,IV,IV,5630.28198845867,1779387.2683257
8606,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,481.269845491397,IV,IV,IV,IV,IV,5640.20363248068,1947629.96513431
8607,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,113.115052527881,IV,IV,IV,IV,IV,3782.77210376546,457760.376792567
8608,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.8958196073565,IV,IV,IV,IV,IV,1814.24688455887,7672.1097537425
8609,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,364.622758981654,IV,IV,IV,IV,IV,5784.76530207869,1475575.95393812
8610,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,UND, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.0279692824463,IV,IV,IV,IV,IV,1609.91449990199,161987.444566298
8611,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,490.380346661438,IV,IV,IV,IV,IV,6527.65904102141,1984498.85530558
8612,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0040058877376986,IV,IV,IV,IV,IV,2738.11146542417,16.2112525187191
8613,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.357635356002,IV,IV,IV,IV,IV,6439.23260068369,2591435.40927331
8614,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,634.711513744427,IV,IV,IV,IV,IV,6410.79172285893,2568586.36576786
8615,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,521.141265498548,IV,IV,IV,IV,IV,6039.51079754258,2108983.87726046
8616,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,620.790329732066,IV,IV,IV,IV,IV,6341.72889774118,2512249.33284003
8617,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.000716715438296,IV,IV,IV,IV,IV,1933.17229708101,2.90044447450176
8618,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,599.014020929777,IV,IV,IV,IV,IV,6432.25269677644,2424123.73770732
8619,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,634.297165620048,IV,IV,IV,IV,IV,6408.66776328862,2566909.55839961
8620,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.751011006508863,IV,IV,IV,IV,IV,517.609075885856,3039.23371498348
8621,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,138.900802675214,IV,IV,IV,IV,IV,4636.69262622337,562111.605382706
8622,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,536.03792915461,IV,IV,IV,IV,IV,5893.44330316095,2169268.53624933
8623,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,125.436580722848,IV,IV,IV,IV,IV,4251.72173752595,507623.832302154
8624,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,13.5075623339025,IV,IV,IV,IV,IV,1123.19538690572,54663.1653819215
8625,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0149028545217152,IV,IV,IV,IV,IV,1465.8985502126,60.309712533296
8626,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0009618919662146,IV,IV,IV,IV,IV,61.3754549611305,3.89263868113073
8627,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,615.291197991688,IV,IV,IV,IV,IV,6296.71113332196,2489995.13623885
8628,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,691.03348922115,IV,IV,IV,IV,IV,6693.67979522207,2796513.31394809
8629,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0035930912203938,IV,IV,IV,IV,IV,2917.56952522577,14.54072428152
8630,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,320.20506711416,IV,IV,IV,IV,IV,7187.26028618642,1295823.93233596
8631,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,UND, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,393.262442747207,IV,IV,IV,IV,IV,5214.19560558687,1591476.64212025
8632,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.497970501766,IV,IV,IV,IV,IV,6426.43902802928,2579862.75619204
8633,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,614.882887930371,IV,IV,IV,IV,IV,8146.67983377395,2488342.76404488
8634,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,7.90650876511938,IV,IV,IV,IV,IV,921.992676138527,31996.5057748853
8635,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,592.559802227286,IV,IV,IV,IV,IV,6397.53955650283,2398004.44129957
8636,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,629.760728436788,IV,IV,IV,IV,IV,6386.04347725996,2548551.24844972
8637,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,287.282259822523,IV,IV,IV,IV,IV,4505.91823820666,1162590.05820436
8638,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,397.72183274485,IV,IV,IV,IV,IV,5617.12968010446,1609523.1531722
8639,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.002836358001099,IV,IV,IV,IV,IV,1622.56941342894,11.4783335929734
8640,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.30792622267882,IV,IV,IV,IV,IV,2068.0224836355,5292.98963427318
8641,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,338.033135609267,IV,IV,IV,IV,IV,5415.3385410972,1367971.56582437
8642,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,633.856759614047,IV,IV,IV,IV,IV,6409.62903900246,2565127.29852576
8643,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,80.6721560571604,IV,IV,IV,IV,IV,2430.14835722675,326468.632848775
8644,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0036660047708199,IV,IV,IV,IV,IV,1606.64807050991,14.8357949513418
8645,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.49822905479495,IV,IV,IV,IV,IV,385.447576005816,6063.11787262321
8646,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,627.343022329772,IV,IV,IV,IV,IV,6245.00439148354,2538767.13896307
8647,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,160.216498191025,IV,IV,IV,IV,IV,4028.31880674091,648373.164678787
8648,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,556.180801496926,IV,IV,IV,IV,IV,6415.95772994232,2250783.84855341
8649,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,598.745639499669,IV,IV,IV,IV,IV,6233.28997156261,2423037.63659323
8650,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.7579663949255,IV,IV,IV,IV,IV,1604.49616048728,160894.781646867
8651,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,41.4888899771876,IV,IV,IV,IV,IV,1639.19644850154,167899.580862429
8652,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,"FR VOL 69,193 PP 59951-59953",2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.067039447861444,IV,IV,IV,IV,IV,89.3231473500876,271.299020132235
8653,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,479.303307991995,IV,IV,IV,IV,IV,6433.60296779611,1939671.67022497
8654,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0041082532005521,IV,IV,IV,IV,IV,1609.55483388571,16.6255108494997
8655,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.423705405393,IV,IV,IV,IV,IV,6430.76748902396,2583609.07243222
8656,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,2.37472541097484,IV,IV,IV,IV,IV,3471.99671353795,9610.17278083999
8657,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,528.016528464134,IV,IV,IV,IV,IV,6480.05286536629,2136807.07934843
8658,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.286463958868,IV,IV,IV,IV,IV,6463.23962347154,2611381.67095973
8659,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0107129565712686,IV,IV,IV,IV,IV,4830.10090894583,43.3537971033631
8660,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,602.874575237195,IV,IV,IV,IV,IV,6255.58443533158,2439746.84670032
8661,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,503.508394120333,IV,IV,IV,IV,IV,6560.08456976511,2037626.17847818
8662,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,488.690111971986,IV,IV,IV,IV,IV,6497.67068142989,1977658.71819721
8663,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,635.875746220309,IV,IV,IV,IV,IV,6416.62620690181,2573297.84744005
8664,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,277.355792631774,IV,IV,IV,IV,IV,4636.35787926252,1122419.07070174
8665,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0193139522488844,IV,IV,IV,IV,IV,5292.21599438645,78.1607917003247
8666,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,106.608209667153,IV,IV,IV,IV,IV,3742.49128969763,431428.117972085
8667,,,,,0.0,0.0,,,,,,,,,,,,,,,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.5839875658419,IV,IV,IV,IV,IV,1600.96316850694,160190.714305029
