OBJECTID,ID,acres,perim_mi,edge_area,PSI,Perimeter,vastmisqmi,sq_mi,value,biophysreg,pct_coreA,pct_coreB,cons_pct,corebcstmn,ELU_Group,ELU_Gr_Sum,ELU_avg_ac,ac_ELUavg,ELUpctlnds,ELUpctINV,ac_ELUwght,vt_eos_den,core500cst,strm_wght,pct_coreB2,theo2020,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,combo,ThreatF5,ELU_rank,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,PRIORITY,COMPONENT,COMPDESC,GDB_ANRANR_ADMINACT174_Vermont_Conservation_Design_Layers_Highest_Priority_Interior_Forest_BlocksArea,ShapeSTArea,ShapeSTLength
228,3640,7446.57162682,45.0002203,3.86757053,3.72247356,72420.9793812,0.0,11.63526817,3640,Southern Vermont Piedmont,76.95279099,62.53931115,14.35906553,0.89300102,5,mid elev acidic steep hills/mtns,1859,4.00570446,0.0886,0.9114,3.65079904,16.20960045,0.231472,2.45739072,62.53931115,4.9044199,7.25680017,25.1473999,6.17471981,7,6,7,6,6.0,1.05,4,9,10,0.89300102,7,3.65079904,3,4,8,62.53931115,7,7446.57162682,4,0.50459516,6,0.26777289,4,1.36235177,9,3.0,4,2.45739072,0,0,6.3,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,30135326.7541,30135326.7482366,72420.9825068821
229,3644,12646.9755688,99.05025889,5.0124368,6.28720241,159406.258649,0.18247064,19.76089933,3644,Southern Vermont Piedmont,72.17505205,55.1387386,30.74824316,1.97802997,6,calc/mod calc mid-upper elev steep hills/mtns,1433,8.82556283,0.1724,0.8276,7.3040358,14.01539993,0.62192601,3.26228068,53.6023017,5.11106002,7.91879988,20.62949944,7.35305023,7,5,6,8,5.8,1.12068966,3,6,10,1.97802997,8,7.3040358,5,10,7,53.6023017,8,12646.9755688,3,0.60525079,5,0.15782271,4,1.19413609,9,3.0,5,3.26228068,0,0,6.5,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,51180699.0273,51180698.6241789,159406.268509758
230,3646,5846.06778168,56.45524226,6.18045435,5.27069056,90856.0871125,0.0,9.13448091,3646,Southern Vermont Piedmont,66.09189021,47.90135531,23.46400266,2.12319994,8,acidic low elevation steep hills with sed flats,675,8.66087949,0.0613,0.9387,8.12996758,8.86513042,0.646083,5.27099465,47.13946712,4.99092007,13.05200005,17.85460091,11.28820038,5,4,4,7,4.4,1.46590909,2,4,10,2.12319994,8,8.12996758,5,8,6,47.13946712,7,5846.06778168,2,0.84533539,8,1.17085711,6,3.97035766,9,3.0,7,5.27099465,0,0,6.45,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,23658291.5811,23658291.2639481,90856.0914984752
231,3652,19788.1953786,83.84097839,2.71162808,4.25449885,134929.245387,0.0,30.91905528,3652,Taconic Mountains,87.20002795,79.31617765,28.22063404,0.54159701,4,upper elev acidic steep hills/mtns,9684,2.04339973,0.4924,0.5076,1.0372297,0.55140001,0.163992,2.18651894,79.31617765,5.47842002,5.59589005,18.02440071,8.40081978,9,4,5,7,6.4,0.9453125,7,25,10,0.54159701,5,1.0372297,2,2,9,79.31617765,8,19788.1953786,7,0.18161292,4,0.11004136,3,0.41709614,1,0.37501299,4,2.18651894,0,0,6.05,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,80080305.8767,80080305.5666834,134929.24897342
232,3654,1611.86006167,10.58386797,4.20239676,1.88181061,17033.1184807,0.0,2.51853135,3654,Southern Vermont Piedmont,75.58289513,59.87182281,0.0,14.43949985,5,mid elev acidic steep hills/mtns,1859,0.86706143,0.0886,0.9114,0.79023979,9.16479015,0.16154,2.36228944,59.87182281,4.17280006,10.99009991,19.97489929,6.59764004,5,5,6,1,5.2,1.17307692,9,12,9,14.43949985,5,0.79023979,3,3,7,59.87182281,5,1611.86006167,9,0.00051617,9,1.21993841,3,0.76583571,9,3.0,4,2.36228944,0,0,6.1,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6522992.33453,6522992.36379586,17033.1188938372
233,3707,8174.21159415,43.31476585,3.39133014,3.419859,69708.4979417,0.0,12.77220562,3707,Southern Green Mountains,79.87385847,65.98253468,1.48812837,1.24826002,4,upper elev acidic steep hills/mtns,9684,0.84409828,0.4924,0.5076,0.42846429,2.25141001,0.334849,3.77212844,65.1820636,4.69717002,5.71926022,18.94319916,8.2208004,9,5,6,2,5.0,1.22,3,24,10,1.24826002,4,0.42846429,4,5,8,65.1820636,7,8174.21159415,3,0.68883952,6,0.35798192,4,1.64609881,9,3.0,6,3.77212844,0,0,6.1,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,33079993.0077,33079992.9050221,69708.49975102
234,3711,6704.56859868,66.80556347,6.37707855,5.82401359,107513.347768,0.0,10.47588844,3711,Southern Vermont Piedmont,66.00133528,45.82515869,10.63697074,12.49569988,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.67871477,0.1724,0.8276,3.87210435,33.46680069,1.56623006,5.03910483,44.78862668,4.83659005,11.22749996,19.38730049,8.60365963,5,5,5,5,4.6,1.32608696,3,11,10,12.49569988,7,3.87210435,5,12,6,44.78862668,7,6704.56859868,3,0.65456978,4,0.1272222,4,1.05711052,9,3.0,6,5.03910483,0,0,6.1,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,27132535.023,27132534.8968213,107513.354065357
235,3752,1806.86615282,11.41648605,4.04376996,1.91718767,18373.090067,0.0,2.82322836,3752,Southern Vermont Piedmont,75.23685127,60.85276423,0.0,22.11090088,5,mid elev acidic steep hills/mtns,1859,0.97196027,0.0886,0.9114,0.88584459,1.79075003,0.28603101,4.35055136,60.85276423,4.92108989,5.33260012,29.57209969,4.56945992,9,7,8,1,6.4,0.84375,7,24,8,22.11090088,5,0.88584459,0,0,8,60.85276423,5,1806.86615282,7,0.12489248,3,0.08004467,3,0.83236935,9,3.0,6,4.35055136,0,0,5.4,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7312157.14355,7312157.14538033,18373.0913250368
236,3796,97283.8155826,168.82301394,1.11063416,3.86372776,271694.847939,0.56463259,152.00596185,3796,Southern Green Mountains,93.81513765,89.6655208,84.05622231,0.264222,4,upper elev acidic steep hills/mtns,9684,10.04587424,0.4924,0.5076,5.09928576,0.76633501,0.0788829,4.07766112,89.6655208,6.65825301,5.47470999,119.83699799,1.02768004,9,10,9,10,8.6,0.9127907,5,4,10,0.264222,7,5.09928576,7,30,10,89.6655208,10,97283.8155826,5,0.33733348,9,2.03000364,5,2.88070321,9,2.71824002,6,4.07766112,0,0,7.85,10,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,393695208.665,393695208.324494,271694.859528839
237,3807,4664.89410471,34.71094921,4.76216758,3.6277785,55861.969562,0.0,7.28889704,3807,Southern Vermont Piedmont,71.67705258,53.24641126,14.09751187,34.32329941,5,mid elev acidic steep hills/mtns,1859,2.50936781,0.0886,0.9114,2.28703782,4.60819006,0.345494,3.13384863,53.24641126,4.90561008,6.66724014,34.36059952,3.54819012,8,8,8,6,7.4,0.80405405,7,14,7,34.32329941,6,2.28703782,3,3,7,53.24641126,6,4664.89410471,7,0.18388242,9,2.46124129,4,1.12279505,9,3.0,5,3.13384863,0,0,5.95,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18878232.1803,18878232.1070328,55861.9708501411
238,3886,1132.9040999,14.86695783,8.3986394,3.15297627,23926.097227,0.0,1.77016266,3886,Southern Vermont Piedmont,57.56405154,35.30273216,26.241824,27.32169914,6,calc/mod calc mid-upper elev steep hills/mtns,1433,0.79058556,0.1724,0.8276,0.65428861,0.39115,4.57757998,5.33736262,30.61274119,5.35741997,8.3156004,23.82850075,3.18958998,7,6,9,7,7.6,0.70394737,9,24,8,27.32169914,5,0.65428861,0,0,5,30.61274119,5,1132.9040999,9,0.00265512,4,0.10168557,5,2.45334976,9,3.0,7,5.33736262,0,0,5.35,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4584718.5715,4584718.4971254,23926.0980735932
239,3893,378.87998162,6.5821994,11.11858061,2.41387831,10593.0443034,0.0,0.59199997,3893,Southern Vermont Piedmont,61.60122237,38.00570286,0.0,48.26269913,9,coarse sediment flats,162,2.33877567,0.0187,0.9813,2.29504056,38.00529861,24.56649971,27.9834473,38.00570286,6.809524,13.0461998,14.14009953,21.0095005,5,3,2,1,4.2,1.32142857,10,6,6,48.26269913,6,2.29504056,5,11,5,38.00570286,3,378.87998162,10,0.0,0,0.0,8,11.60143109,9,3.0,10,27.9834473,0,0,5.55,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1533279.02005,1533279.03429486,10593.0440214238
240,3897,21247.3410801,92.61493054,2.78969285,4.53548649,149049.580868,0.70906102,33.19897044,3897,Southern Green Mountains,84.44505989,74.53653914,55.8380776,1.64514005,4,upper elev acidic steep hills/mtns,9684,2.19407632,0.4924,0.5076,1.11371314,2.55240989,0.60917801,4.37359045,73.00044764,6.25962299,5.29019022,22.2663002,4.00845003,9,6,8,9,7.4,0.87162162,5,19,10,1.64514005,5,1.11371314,3,3,9,73.00044764,9,21247.3410801,5,0.32888068,10,9.25748541,3,0.90692336,0,0.0264664,6,4.37359045,0,0,6.45,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,85985282.6497,85985282.563246,149049.58718121
241,3909,3911.03132359,22.40669683,3.66662519,2.55756899,36060.1552296,0.40319008,6.11098644,3909,Southern Vermont Piedmont,78.42136373,64.07049427,0.0,0.771047,6,calc/mod calc mid-upper elev steep hills/mtns,1433,2.7292733,0.1724,0.8276,2.25874658,0.0240779,0.207509,2.72368465,64.07049427,4.83314991,4.04307985,36.71020126,8.10243034,10,9,6,1,5.8,0.96551724,3,20,10,0.771047,6,2.25874658,0,0,8,64.07049427,6,3911.03132359,3,0.62197814,5,0.20773293,4,1.75349145,9,3.0,4,2.72368465,0,0,5.6,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,15827445.5398,15827445.4137418,36060.1553082102
242,3914,3887.36296898,23.65138673,3.89387038,2.70784767,38063.2934581,0.0,6.07400464,3914,Taconic Mountains,86.14866753,79.50655302,27.00831151,0.74111402,5,mid elev acidic steep hills/mtns,1859,2.0911136,0.0886,0.9114,1.90584093,69.66079712,0.243604,5.13422394,79.50655302,5.60953999,8.84288979,19.77750015,1.99414003,7,5,9,7,6.8,0.89705882,6,12,10,0.74111402,6,1.90584093,4,7,9,79.50655302,6,3887.36296898,6,0.21636467,4,0.11763244,5,2.4852503,0,0.0,6,5.13422394,0,0,6.1,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,15731662.7238,15731662.715557,38063.293659563
243,3920,51122.6343666,133.95274522,1.67694326,4.22902423,215576.477952,0.42146124,79.8791162,3920,Southern Green Mountains,91.0739755,85.57089505,61.00920773,0.495794,4,upper elev acidic steep hills/mtns,9684,5.27910581,0.4924,0.5076,2.67967411,5.36955976,0.170807,3.73730725,85.51912346,6.15318698,4.55078983,52.62900162,0.99595797,9,10,9,9,8.4,0.88095238,5,8,10,0.495794,7,2.67967411,6,19,10,85.51912346,10,51122.6343666,5,0.36256786,8,0.7033992,5,2.8139659,4,1.23732996,5,3.73730725,0,0,7.4,9,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,206886788.763,206886788.49623,215576.486125591
244,3946,4594.72824745,26.13997774,3.64103922,2.75277342,42068.3004656,0.99735424,7.17926289,3946,Southern Vermont Piedmont,79.71721509,68.58669393,37.57914521,1.21087003,8,acidic low elevation steep hills with sed flats,675,6.80703494,0.0613,0.9387,6.3897637,40.72689819,0.30357599,1.9379984,68.58669393,5.28770995,14.69950008,14.35669994,20.61100006,4,3,2,8,4.6,1.44565217,6,2,10,1.21087003,8,6.3897637,6,26,8,68.58669393,6,4594.72824745,6,0.19656614,7,0.39597772,6,4.15598246,5,1.75349998,3,1.9379984,0,0,6.65,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18594279.8944,18594279.8060549,42068.299804326
245,3947,815.50628881,12.811224,10.05410194,3.20237462,20617.7077091,0.45156533,1.27422858,3947,Southern Vermont Piedmont,62.89804347,45.6519962,0.77071141,39.97890091,8,acidic low elevation steep hills with sed flats,675,1.20816281,0.0613,0.9387,1.13410243,63.61880112,11.24639988,1.4133257,32.11153655,4.14414001,18.55929947,14.14009953,21.0095005,3,3,2,2,3.2,1.703125,6,16,7,39.97890091,5,1.13410243,6,15,5,32.11153655,4,815.50628881,6,0.23983138,10,4.92169105,5,1.95767957,9,3.0,3,1.4133257,0,0,5.45,7,3,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3300250.06339,3300250.03404781,20617.7081723803
246,238,4623.08155935,39.66479158,5.4910272,4.16422864,63834.4220031,0.0,7.22356494,9149,Champlain Valley,87.38971502,81.98135056,75.03044788,1.38223004,10,fine sediment flats,162,28.53754049,0.0351,0.9649,27.53587282,36.37639999,0.592345,12.48224399,81.91290055,6.58212,10.83380032,16.91040039,16.75559998,5,4,3,10,6.2,1.33870968,9,1,10,1.38223004,9,27.53587282,7,37,10,81.91290055,6,4623.08155935,9,0.00048453,10,7.41881569,10,73.6318418,9,3.0,9,12.48224399,0,0,8.3,10,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18709022.1358,18709022.1662679,63834.4223957936
247,899,1369.57243244,18.17754102,8.49434902,3.50620898,29253.9750876,0.9195,2.13995693,9152,Champlain Valley,61.25711792,36.94095237,48.48069984,221.71699524,10,fine sediment flats,162,8.45415082,0.0351,0.9649,8.15741012,37.28760147,11.24790001,2.2781767,31.55975469,5.76786995,10.22749996,8.80990028,42.55899811,6,2,1,9,4.6,1.13043478,5,15,2,221.71699524,8,8.15741012,5,10,5,31.55975469,5,1369.57243244,5,0.36500735,10,4.75308194,9,28.98906189,9,3.0,4,2.2781767,0,0,5.2,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5542485.16407,5542485.18331314,29253.9761125489
248,899,1300.9508593,18.32602774,9.01545025,3.62687895,29492.9417666,0.9195,2.03273572,9157,Champlain Valley,58.95280321,36.27484441,16.11054703,220.88200378,10,fine sediment flats,162,8.03056086,0.0351,0.9649,7.74868817,37.28760147,25.87310028,3.38337145,33.96587172,4.45335007,9.0490799,8.80990028,42.55899811,6,2,1,6,4.0,1.175,5,24,2,220.88200378,8,7.74868817,6,18,5,33.96587172,5,1300.9508593,5,0.36163088,2,0.00724854,4,1.73645298,9,3.0,5,3.38337145,0,0,4.7,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5264782.39929,5264782.31862924,29492.9431424794
249,899,548.97717703,8.00697991,9.33457228,2.43942102,12886.0108429,0.9195,0.85777684,9168,Champlain Valley,88.31476431,77.75791378,7.24913717,362.14401245,10,fine sediment flats,162,3.38874801,0.0351,0.9649,3.26980295,37.28760147,191.29200745,0.0,77.35472762,4.04762006,3.20578003,8.28310013,13.45009995,10,1,3,4,5.6,0.99107143,10,10,1,362.14401245,7,3.26980295,4,6,9,77.35472762,4,548.97717703,10,0.0,9,2.92711622,9,26.39468562,9,3.0,0,0.0,0,0,5.55,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2221640.70117,2221640.67634308,12886.0116951524
250,899,3474.8684686,17.3110465,3.18834219,2.09628007,27859.484534,0.9195,5.42948198,9174,Champlain Valley,84.40441492,74.54846776,81.81763211,4.17900991,10,fine sediment flats,162,21.44980536,0.0351,0.9649,20.69691719,37.28760147,1.37913001,2.28382745,70.48299589,6.795249,16.28019905,11.35589981,19.93510056,4,2,2,10,4.2,1.71428571,3,2,10,4.17900991,9,20.69691719,6,21,9,70.48299589,6,3474.8684686,3,0.59086668,10,3.74712025,10,88.84056556,9,3.0,4,2.28382745,0,0,7.2,9,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,14062350.0285,14062350.1108566,27859.4850770066
251,1004,612.50578919,15.5491745,16.24714714,4.48484467,25024.0207426,1.12947075,0.9570403,9177,Champlain Valley,37.09285757,10.47273367,7.77840811,86.3844986,10,fine sediment flats,162,3.78089993,0.0351,0.9649,3.64819035,90.44480133,34.55739975,15.03270036,0.0,4.47332001,34.7798996,3.90229988,63.27640152,2,1,1,4,2.4,1.95833333,4,24,4,86.3844986,7,3.64819035,5,13,0,0.0,4,612.50578919,4,0.46424378,10,3.95779116,10,64.6258055,9,3.0,9,15.03270036,0,0,4.7,6,2,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2478732.90168,2478732.93982212,25024.0216511567
252,2159,1308.59841241,24.00463154,11.74001439,4.73682147,38631.7870109,2.2434,2.04468502,9185,Champlain Valley,41.21252134,18.28112412,30.93439486,384.59500122,10,fine sediment flats,162,8.07776798,0.0351,0.9649,7.79423832,62.0304985,38.24629974,24.47384293,0.0,5.65014005,12.28199959,19.39690018,13.7031002,5,5,3,8,5.6,0.97321429,7,12,1,384.59500122,8,7.79423832,7,33,0,0.0,5,1308.59841241,7,0.1711266,10,7.7132678,10,56.60820715,9,3.0,10,24.47384293,8,86,5.45,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5295731.07252,5295731.00276258,38631.7882688979
253,2159,147.22599757,2.73187385,11.875615,1.60717643,4396.53358467,2.2434,0.23004062,9186,Champlain Valley,47.38748669,17.59268093,66.43874154,353.69500732,10,fine sediment flats,162,0.90880245,0.0351,0.9649,0.87690349,62.0304985,29.18390083,0.0,0.0,6.50529501,4.93506002,19.19140053,10.05309963,9,5,4,10,7.6,0.57894737,10,30,1,353.69500732,5,0.87690349,6,15,0,0.0,2,147.22599757,10,0.0,8,0.72500782,10,64.53316776,9,3.0,0,0.0,10,98,4.4,5,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,595804.85701,595804.837745205,4396.53367036661
254,2159,1458.44068235,17.72208352,7.77689048,3.31257379,28520.9858207,2.2434,2.27881357,9190,Champlain Valley,58.39165832,39.91711881,80.99606068,280.88000488,10,fine sediment flats,162,9.00272026,0.0351,0.9649,8.68672478,62.0304985,1.70447004,14.74727924,39.91711881,6.80305099,10.43859959,19.19140053,10.05309963,6,5,4,10,5.4,1.03703704,2,9,1,280.88000488,8,8.68672478,6,25,5,39.91711881,5,1458.44068235,2,1.17337374,9,1.29779704,10,62.79828937,9,3.0,9,14.74727924,10,99,5.6,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5902123.65054,5902123.57802602,28520.9861577862
255,2159,658.57091545,5.23916894,5.09143061,1.4573246,8431.64195721,2.2434,1.02901706,9207,Champlain Valley,73.2838315,55.43563972,71.57552648,293.02200317,10,fine sediment flats,162,4.06525256,0.0351,0.9649,3.9225622,62.0304985,136.6000061,18.29017304,55.43563972,6.69996601,157.06399536,2.98473001,39.58380127,1,1,1,10,4.0,1.45,7,6,1,293.02200317,7,3.9225622,7,46,7,55.43563972,4,658.57091545,7,0.10981353,10,6.42869264,10,77.27386498,9,3.0,9,18.29017304,0,0,5.8,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2665152.59941,2665152.62649197,8431.64231380563
256,2159,211.08128554,2.53136492,7.67511692,1.24372699,4073.84508911,2.2434,0.32981451,9209,Champlain Valley,61.18813407,37.14644801,80.00434504,361.62200928,10,fine sediment flats,162,1.3029709,0.0351,0.9649,1.25723662,62.0304985,178.69299316,0.0,0.0,6.37064397,65.76470184,3.90229988,63.27640152,1,1,1,10,4.6,0.86956522,10,38,1,361.62200928,6,1.25723662,6,18,0,0.0,2,211.08128554,10,0.0,8,0.73279827,10,84.65402299,9,3.0,0,0.0,0,0,4.0,5,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,854219.07293,854219.085646855,4073.84512398382
257,2159,1344.55060635,21.54001594,10.25295005,4.19326792,34665.364748,2.2434,2.10086032,9215,Champlain Valley,54.06275499,31.2578045,39.49126924,136.30299377,10,fine sediment flats,162,8.2996951,0.0351,0.9649,8.0083758,62.0304985,20.94739914,0.91076974,31.2578045,5.39807999,22.11389923,3.90229988,63.27640152,3,1,1,8,2.8,1.58928571,1,29,2,136.30299377,8,8.0083758,7,40,5,31.2578045,5,1344.55060635,1,2.10756515,3,0.04074224,7,7.80814047,9,3.0,2,0.91076974,0,0,4.45,5,2,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5441225.02143,5441224.93578233,34665.3668651719
258,2159,1150.65207548,13.26275815,7.3768304,2.7909818,21344.3829361,2.2434,1.79789387,9222,Champlain Valley,72.8887748,61.26606948,69.61301483,191.17100525,10,fine sediment flats,162,7.10279059,0.0351,0.9649,6.85348264,62.0304985,0.85537702,8.65356976,61.26606948,6.47349101,9.13889027,7.66366005,47.39780045,6,1,1,10,4.8,1.29166667,6,5,2,191.17100525,8,6.85348264,7,32,8,61.26606948,5,1150.65207548,6,0.26486547,10,8.68755223,10,63.35080912,9,3.0,8,8.65356976,0,0,6.2,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4656542.36774,4656542.33793054,21344.3833050919
259,2159,639.43997083,8.0813865,8.08846428,2.28129346,13005.7568898,2.2434,0.99912495,9241,Champlain Valley,64.38681014,43.27738531,77.66242691,273.98199463,10,fine sediment flats,162,3.94716031,0.0351,0.9649,3.80861499,62.0304985,92.65550232,0.21688979,43.27738531,6.35000002,14.21949959,12.54950047,23.61030006,4,3,2,10,5.4,0.93518519,8,18,1,273.98199463,7,3.80861499,6,21,6,43.27738531,4,639.43997083,8,0.06495684,5,0.15978044,10,72.72992325,9,3.0,2,0.21688979,0,0,5.05,6,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2587732.10361,2587732.12154139,13005.7564870093
260,2993,39.43329996,2.86267837,46.46109149,3.25413947,4607.0434745,0.18664825,0.06161453,9245,Champlain Valley,13.19012105,0.0,45.84374125,13.41139984,7,calc/mod calc low elev steep hills with sed flats,579,0.06810587,0.0422,0.9578,0.0652318,73.39600372,6.28570986,0.52909597,0.0,7.0,0.0,107.16400146,1.19538999,10,10,9,9,9.6,0.54166667,10,17,10,13.41139984,1,0.0652318,6,27,0,0.0,1,39.43329996,10,0.0,10,5.75123056,10,53.86056967,9,3.0,2,0.52909597,6,64,5.2,6,10,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,159581.541535,159581.55857035,4607.04358983777
261,2993,7781.95552701,89.54352189,7.36419706,7.24577705,144106.617912,0.18664825,12.15930551,9247,Champlain Valley,70.81227181,53.14642169,43.54390857,28.72570038,7,calc/mod calc low elev steep hills with sed flats,579,13.4403377,0.0422,0.9578,12.87315545,73.39600372,1.39732003,1.13962923,49.92489467,5.93017006,0.36504301,91.4885025,2.54274988,10,10,9,9,8.8,0.82954545,6,3,8,28.72570038,8,12.87315545,9,151,6,49.92489467,7,7781.95552701,6,0.29489349,9,2.854803,7,6.11489616,9,3.0,2,1.13962923,10,99,7.3,9,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,31492582.6735,31492582.790831,144106.619552575
262,2993,1272.25172002,18.08082504,9.09547053,3.61848593,29098.3254908,0.18664825,1.98789331,9249,Champlain Valley,56.22883339,34.84497549,27.10175335,65.6867981,7,calc/mod calc low elev steep hills with sed flats,579,2.19732594,0.0422,0.9578,2.10459879,73.39600372,6.74842978,1.75120062,22.72726344,4.54629993,4.25588989,43.73220062,5.6161499,10,10,7,7,8.0,0.6,6,24,5,65.6867981,6,2.10459879,6,15,4,22.72726344,5,1272.25172002,6,0.25957127,2,0.02257415,4,1.79023535,9,3.0,3,1.75120062,0,0,4.8,6,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5148640.63861,5148640.61715579,29098.3258406595
263,2993,1830.15451242,35.26962149,12.33368964,5.88507616,56761.0672536,0.18664825,2.85961643,9252,Champlain Valley,43.04221281,14.39117289,74.43042053,168.41400147,7,calc/mod calc low elev steep hills with sed flats,579,3.16088862,0.0422,0.9578,3.02749912,73.39600372,72.58979797,12.88141293,0.0,6.59159601,3.62444997,41.19620132,3.64510012,10,10,8,10,8.8,0.55681818,6,22,2,168.41400147,7,3.02749912,8,58,0,0.0,5,1830.15451242,6,0.22894679,8,0.69371738,9,24.51806101,9,3.0,9,12.88141293,0,0,4.9,6,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7406402.16817,7406402.24116554,56761.0666055981
