ETC_ID,Q1A_Qual_of_services_in_city,Q1B_Appearance_of_city,Q1C_Image_of_city,Q1D_Planning_for_growth,Q1E_Quality_of_life,Q1F_Feeling_of_safety,Q1G_Efforts_to_promote_diversity,Q1H_Promotion_of_inclusiveness,Q1I_Direction_of_city,Q1J_Leadership_of_officials,Q1K_Public_involvement,Q1L_Ethical_conduct_of_employees,Q1M_Sustainability_programs,Q1N_Informed_about_budget,Q1O_Opport_to_express_ideas,Q2_Usage_of_city_services_facilities,Q2_2nd,Q2_3rd,Q2_4th,Q2_5th,Q2_6th,Q2_7th,Q2_8th,Q2_9th,Q2_10th,Q2_11th,Q2_12th,Q3A_Condition_of_streets,Q3B_Condition_of_sidewalks,Q3C_Maint_of_private_property,Q3D_Condition_of_alley,Q3E_Feeling_of_safety,Q3F_Quality_of_neigh_park,Q3G_Adequacy_of_lighting,Q4_Services_should_emphasize,Q4_2nd,Q5_Overall_neighborhood,Q6_Most_important_public_safety_concern,Q7A_Qual_of_large_parks,Q7B_Qual_of_city_rec_centers,Q7C_Qual_of_city_swim_pools,Q7D_Qual_of_athletic_fields,Q7E_Qual_of_youth_rec,Q7F_Qual_of_adult_rec,Q7G_Qual_of_golf_courses,Q7H_Qual_of_arts_cultural,Q7I_Library_programs,Q8_Programs_emphasize_most,Q8_2nd,Q9A_Library_services,Q9B_Condition_of_streets,Q9C_Clarity_of_street_signs,Q9D_Local_transit,Q9E_Mgmt_of_traffic_flow,Q9F_Walk_bike_paths,Q9G_Info_about_programs_events,Q9H_Enforce_prop_maint_codes,Q9I_Landscape_maintenance,Q9J_Appearance_of_resid_prop,Q9K_Appearance_of_comm_prop,Q9L_Cleanliness_of_streets,Q9M_Resid_trash_collection,Q9N_Recycling_services,Q9O_Bulky_item_pickup,Q9P_Water_service,Q9Q_Local_police_services,Q9R_Enforcement_of_traffic_laws,Q9S_Qual_of_local_fire_services,Q9T_Efforts_to_prevent_crime,Q9U_Qual_of_parks_rec,Q9V_Maint_of_city_parks,Q10_Services_emphasize_most,Q10_2nd,Q10_3rd,Q11_Social_human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Social_human_emphasize_most,Q12_2nd,Q12_3rd,Q13_How_get_info_about_Tempe,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_get_info,Q13a_2nd,Q13a_3rd,Q14A_Contacted_Tempe_in_past_year,Q14B_Easy_to_contact,Q14C_Way_you_were_treated,Q14D_Accuracy_of_info_given,Q14E_How_quickly_staff_responded,Q14F_How_well_issue_handled,Q15_Overall_priorities,Q15_2nd,Q15_3rd,Q15_4th,Q16_One_improvement_in_neighborhood,Q17_One_problem_to_work_on,Q18A_How_long_in_Tempe,Q18B_Age,Q18C_Gender,Q18D_Used_public_transit,Q18E_Full_time_student,Q18F_Own_or_rent,Q18G_Have_an_alley,Q18H_Highest_level_of_educ,Q18I_Have_cable_television,Q18J_Internet_access,Q18K_Visited_downtown_Tempe,Q18L_Race_ethnicity,Q18L_2nd,Q18L__3rd,Q18L__4th,Q18L__Other,Q20_Zip,OBJECTID
471,4,4,5,4,4,4,4,9,3,4,4,9,9,4,4,1,2.0,5.0,7.0,8.0,11.0,,,,,,,4,4.0,4,4,4,3,3,F,G,4,THEFT,4,5,5,9,5,4,9,4,4,I,A,4,4,5,4,4,4,9,9,4,4,5,5,5,5,5,4,4,4,4,4,4,5,A,D,Q,99,,,,,,,,,7,6.0,5.0,7.0,9.0,10.0,,,,,,,,9,7.0,10.0,1,5.0,5.0,5.0,5.0,5.0,4,7.0,,,,REINSTATING LIBRARY HOURS,3,3,2,1,2,2,1,4,1,1,1,2,,,,,85282,469
472,4,4,4,9,5,3,3,9,9,9,3,3,3,2,3,2,3.0,4.0,5.0,8.0,,,,,,,,5,5.0,4,5,3,3,3,F,D,4,HOMELESS,5,4,9,4,9,9,9,9,9,A,E,9,4,4,3,2,2,2,3,3,3,3,3,4,4,5,2,3,3,4,4,4,3,F,V,O,5,,,,,,,,,1,2.0,9.0,1.0,7.0,8.0,9.0,10.0,,,,,,1,7.0,8.0,1,4.0,3.0,3.0,3.0,2.0,6,7.0,,,IMPROVE DAILY PARK,REDUCE NUMBER OF HOMELESS,2,2,1,1,1,2,1,3,9,2,9,5,,,,,85281,470
473,4,3,4,4,3,3,4,4,3,2,3,3,4,3,2,1,2.0,3.0,5.0,6.0,12.0,,,,,,,2,3.0,2,4,3,4,3,A,G,3,FIX CRACKS IN SIDEWALKS,4,3,3,4,3,2,4,2,3,F,H,4,2,2,4,3,3,2,2,2,3,4,1,9,3,3,1,4,3,4,2,3,4,L,P,,3,7.0,9.0,,,,,,,99,,,2.0,5.0,7.0,,,,,,,,99,,,2,,,,,,7,8.0,,,,,5,3,1,1,2,1,1,5,1,2,1,5,,,,,85282,471
474,4,2,2,3,4,2,4,4,2,2,2,2,2,2,4,1,2.0,3.0,4.0,,,,,,,,,4,4.0,4,9,2,4,4,E,,4,THEFT,4,9,9,4,9,9,4,9,4,I,E,4,4,4,9,3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,T,P,K,99,,,,,,,,,99,,,8.0,,,,,,,,,,8,,,2,,,,,,8,11.0,,,ENFORCE LOITERING LAWS,CRIME RATE,2,3,1,2,2,2,2,4,1,1,1,4,,,,,85283,472
475,5,4,4,4,4,4,5,4,4,9,9,9,4,9,9,1,2.0,3.0,5.0,12.0,,,,,,,,4,5.0,3,9,3,3,4,Z,,9,,4,9,9,9,9,9,9,9,9,Z,,5,4,4,5,4,4,3,3,3,3,3,4,9,9,9,9,9,3,9,3,4,4,Z,,,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,2,,,,,,4,,,,,,9,4,1,1,2,1,2,4,1,1,1,2,,,,,85283,473
476,4,4,3,2,4,4,3,3,3,3,3,3,3,3,3,2,3.0,5.0,11.0,12.0,,,,,,,,4,4.0,3,2,3,3,4,C,D,3,GRAFFITI,4,3,3,3,3,3,3,3,3,Z,,3,3,4,4,2,3,4,3,4,3,3,4,4,5,2,3,4,4,4,4,3,3,J,O,D,8,,,,,,,,,99,,,5.0,8.0,,,,,,,,,5,8.0,4.0,2,,,,,,2,9.0,,,,,5,4,2,2,2,1,1,1,2,1,1,2,,,,,85281,474
477,5,5,5,9,5,4,9,9,4,4,9,4,4,9,9,2,3.0,4.0,5.0,9.0,12.0,,,,,,,4,2.0,4,9,4,3,4,E,B,4,BURGLARY,4,9,9,3,9,9,9,4,9,E,H,9,3,4,5,4,5,3,9,4,4,4,4,4,4,4,4,4,3,4,4,9,4,E,T,B,2,,,,,,,,,2,6.0,9.0,2.0,5.0,9.0,,,,,,,,99,,,2,,,,,,6,11.0,,,REMOVE THE SPEED HUMPS,TRAFFIC ENFORCEMENT W/O HUMPS,5,4,1,1,2,1,2,4,1,1,1,2,,,,,85284,475
478,4,4,3,9,4,3,4,3,3,3,3,4,4,3,3,2,3.0,12.0,,,,,,,,,,4,3.0,4,3,4,4,2,Z,,4,,4,4,4,4,4,4,4,4,4,Z,,4,4,4,4,4,4,9,3,2,3,4,3,4,4,4,4,5,2,5,4,4,4,Z,,,5,,,,,,,,,99,,,5.0,7.0,10.0,,,,,,,,99,,,2,,,,,,3,6.0,,,,,2,2,1,1,2,1,9,1,1,1,2,5,,,,,85281,476
479,4,4,4,3,5,5,5,5,3,3,3,3,4,4,4,2,3.0,11.0,,,,,,,,,,4,4.0,2,3,4,4,2,C,G,3,LIGHTING,5,5,9,5,5,5,9,5,9,H,D,9,4,4,9,2,4,2,1,3,2,4,4,4,4,4,4,4,4,4,4,5,4,J,G,E,99,,,,,,,,,99,,,5.0,8.0,9.0,,,,,,,,6,9.0,8.0,2,,,,,,6,7.0,,,BETTER LIGHTING AT NIGHT,ENFORCE RESID PROP MAINT CODES,3,4,2,2,2,1,9,3,1,1,1,2,,,,,85283,477
480,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,1,2.0,3.0,5.0,7.0,,,,,,,,4,4.0,4,4,4,4,4,A,F,5,,4,4,4,4,9,9,9,9,4,I,B,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Q,N,F,99,,,,,,,,,3,9.0,6.0,5.0,8.0,,,,,,,,,8,5.0,3.0,2,,,,,,1,10.0,,,,,4,3,1,1,2,1,1,4,2,1,1,2,,,,,85282,478
481,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3.0,11.0,,,,,,,,,,4,4.0,4,9,4,4,4,E,C,4,THEFT,4,4,9,9,9,4,9,9,4,F,H,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,T,F,K,99,,,,,,,,,2,3.0,7.0,5.0,7.0,,,,,,,,,5,7.0,2.0,2,,,,,,5,8.0,,,,,3,4,2,2,2,1,2,4,2,2,1,2,,,,,85281,479
482,3,4,4,2,3,5,1,1,3,9,1,3,1,1,1,99,,,,,,,,,,,,4,4.0,4,9,5,4,4,E,F,5,PET CONTROL,3,3,3,3,1,1,4,1,3,E,F,3,9,4,2,2,4,1,3,2,3,4,4,4,5,4,4,5,3,3,3,3,3,Q,D,E,99,,,,,,,,,99,,,1.0,2.0,8.0,,,,,,,,2,8.0,6.0,2,,,,,,6,8.0,,,BETTER TRANSPORTATION SERVICES,MORE HISPANICS IN POLICE DEPT,5,4,1,2,2,1,2,5,1,1,2,5,,,,,85284,480
483,4,4,4,3,4,2,4,4,4,4,3,3,2,5,2,1,2.0,3.0,5.0,11.0,,,,,,,,4,4.0,4,4,2,4,2,E,F,4,SAFETY,4,4,4,3,4,4,4,4,4,I,A,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,3,3,3,2,4,4,T,A,U,99,,,,,,,,,99,,,1.0,2.0,,,,,,,,,1,2.0,,2,,,,,,4,8.0,,,IMPROVE PARKS/ROADS,DECREASE CRIME,3,3,2,2,2,1,9,5,1,1,2,9,,,,,85283,481
484,4,4,4,9,4,5,4,4,4,4,9,9,9,4,9,99,,,,,,,,,,,,5,5.0,5,5,5,5,4,E,G,4,,9,9,9,9,9,9,9,9,9,Z,,4,4,4,5,5,5,4,9,4,4,4,5,5,4,4,4,5,4,9,4,9,4,Q,R,D,99,,,,,,,,,99,,,9.0,,,,,,,,,,99,,,2,,,,,,8,12.0,,,,,5,4,1,1,2,2,1,4,2,1,1,4,,,,,85281,482
485,5,5,4,9,4,4,9,9,3,9,2,9,4,3,3,1,2.0,11.0,12.0,,,,,,,,,4,4.0,4,9,4,9,4,C,B,5,NIGHTIME RIDERS W/O LIGHT,9,9,9,9,9,9,9,9,9,H,B,5,4,4,4,4,3,3,9,3,3,3,4,5,5,9,5,9,2,9,9,9,9,R,J,T,2,,,,,,,,,7,4.0,9.0,7.0,9.0,,,,,,,,,9,7.0,8.0,1,5.0,5.0,5.0,5.0,5.0,1,10.0,,,FINANCIAL AID TO NEIGHBORHOODS,,5,6,1,1,2,1,2,5,1,1,1,2,,,,,85283,483
486,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,1,5.0,,,,,,,,,,,4,4.0,4,3,4,9,4,D,,4,,9,9,9,9,9,9,9,4,9,Z,,3,4,4,4,3,9,3,3,4,4,3,4,4,4,4,4,4,4,4,4,9,9,K,,,2,,,,,,,,,6,2.0,,5.0,7.0,8.0,9.0,,,,,,,99,,,2,,,,,,8,12.0,,,,,5,6,2,1,2,1,9,5,2,1,1,2,,,,,85282,484
487,4,3,4,3,4,4,4,2,3,4,4,3,2,3,3,1,2.0,3.0,5.0,6.0,9.0,10.0,11.0,12.0,,,,3,2.0,3,3,4,3,2,G,B,3,"DARK, UNPATROLLED AREAS",4,4,4,9,9,4,2,4,4,H,I,4,3,2,4,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,3,3,3,K,V,D,99,,,,,,,,,3,9.0,4.0,1.0,2.0,5.0,7.0,8.0,9.0,,,,,5,9.0,8.0,1,4.0,4.0,4.0,3.0,3.0,3,11.0,,,IMPROVE CLARK PARK-BLDG & POOL,SUPPORT SMALL BUSINESSES,5,4,2,1,2,1,1,4,1,1,1,2,,,,,85281,485
488,4,4,4,9,4,4,4,9,4,4,9,9,9,4,9,2,3.0,5.0,8.0,9.0,11.0,,,,,,,4,4.0,4,9,4,4,4,E,F,4,,4,9,9,9,9,9,9,9,9,D,A,9,4,4,9,3,5,4,9,4,4,4,4,4,4,4,3,4,4,4,4,4,4,E,B,P,99,,,,,,,,,99,,,2.0,5.0,9.0,,,,,,,,5,2.0,9.0,2,,,,,,3,8.0,,,,MAKE METROBUS STOPS PULL-OUTS,3,3,1,2,2,1,2,5,2,1,1,2,,,,,85284,486
489,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,1,5.0,8.0,10.0,,,,,,,,,4,4.0,4,9,4,4,3,E,G,5,BURGLARY,4,4,9,9,5,5,9,5,5,Z,,5,4,4,5,3,5,4,3,3,3,4,4,4,5,5,5,4,4,5,4,4,3,E,V,J,99,,,,,,,,,4,7.0,3.0,1.0,2.0,5.0,7.0,8.0,9.0,,,,,5,9.0,8.0,2,,,,,,1,8.0,,,,WRONGFULLY FORECLOSED HOUSES,4,4,2,2,2,1,9,5,1,1,1,2,3.0,,,,85284,487
490,4,4,4,4,4,5,5,4,5,4,4,3,3,4,3,1,2.0,5.0,11.0,12.0,,,,,,,,5,5.0,5,5,4,9,5,D,C,5,ROBBERTY/WALMART TRAFFIC,4,4,9,9,5,5,9,4,5,B,C,5,5,4,3,2,9,5,2,3,4,4,4,5,5,5,5,5,5,5,3,4,4,D,E,H,3,,,,,,,,,1,9.0,3.0,5.0,8.0,9.0,,,,,,,,5,8.0,9.0,1,5.0,5.0,5.0,5.0,5.0,6,10.0,,,LARGER & MORE SPEED BUMPS,REDUCE/ELIMINATE LOUD STEREOS,4,3,1,1,2,1,1,5,1,1,1,2,,,,,85282,488
491,4,4,4,4,5,5,3,3,3,3,5,4,5,3,2,1,2.0,3.0,5.0,7.0,8.0,9.0,10.0,,,,,5,5.0,4,4,5,9,5,C,D,5,VERY SAFE NEIGHBORHOOD,4,5,3,5,4,4,9,4,3,I,C,3,4,3,5,4,5,4,2,2,2,4,5,5,5,4,5,5,4,5,4,4,4,I,A,H,99,,,,,,,,,9,1.0,3.0,1.0,5.0,,,,,,,,,99,,,1,3.0,4.0,5.0,5.0,5.0,1,4.0,,,ENFORCE LANDSCAPE MAINT/RESID,PREVENTATIVE SVCS FOR YOUTH,2,2,2,1,1,1,2,5,2,1,1,2,,,,,85282,489
492,4,4,4,9,4,4,5,9,4,4,9,9,4,9,9,1,2.0,3.0,4.0,5.0,9.0,11.0,,,,,,4,4.0,3,3,4,1,4,F,,4,,4,9,9,4,9,9,3,9,4,A,I,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,1,2,U,V,A,99,,,,,,,,,9,,,5.0,7.0,8.0,9.0,,,,,,,6,5.0,8.0,1,4.0,4.0,4.0,4.0,4.0,6,7.0,,,RENOVATE SCUDDER PARK,OPEN SPACE; BETTER PARKS,2,3,1,1,2,1,1,4,1,1,1,2,,,,,85283,490
493,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2.0,,,,,,,,,,,2,3.0,1,2,9,3,3,C,A,2,,9,9,9,9,9,9,9,9,3,Z,,3,9,3,9,2,9,9,2,2,2,9,3,3,3,3,2,3,3,9,9,3,3,J,,,99,,,,,,,,,99,,,5.0,9.0,,,,,,,,,99,,,1,3.0,3.0,3.0,3.0,3.0,6,9.0,,,NEIGHBORHOOD/ALLEY MAINTENANCE,,5,4,2,2,2,1,1,1,1,9,2,5,,,,,85282,491
494,4,4,4,3,4,3,4,4,4,4,3,3,4,3,3,1,2.0,3.0,5.0,8.0,10.0,12.0,,,,,,4,4.0,3,4,3,3,4,E,F,3,,4,4,3,9,4,9,9,9,4,A,B,4,3,2,4,3,4,3,9,3,3,3,3,4,4,4,4,4,3,9,3,4,4,C,E,T,99,,,,,,,,,99,,,2.0,5.0,9.0,,,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,4,8.0,,,,,5,3,2,1,2,1,1,3,1,1,1,2,,,,,85282,492
495,4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,5,11.0,,,,,,,,,,,4,4.0,4,3,4,4,4,D,A,4,SPEEDING,4,9,9,4,9,9,9,9,9,E,F,9,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,R,,,99,,,,,,,,,3,5.0,6.0,4.0,5.0,7.0,8.0,,,,,,,99,,,2,,,,,,8,10.0,,,,,5,4,1,1,2,1,1,4,1,1,1,2,,,,,85282,493
496,5,5,5,4,5,4,4,9,9,9,3,3,9,3,4,1,2.0,3.0,4.0,5.0,8.0,9.0,10.0,12.0,,,,5,5.0,5,3,4,5,3,G,D,4,,5,5,5,5,5,4,3,4,4,I,F,4,5,5,5,5,5,4,4,5,4,4,5,5,9,9,5,5,9,5,5,5,5,T,U,S,5,7.0,,,,,,,,1,9.0,7.0,2.0,6.0,8.0,9.0,,,,,,,6,8.0,9.0,1,4.0,4.0,5.0,5.0,5.0,1,3.0,4.0,7.0,ACTIVITIES AFTER SCHOOL/YOUTH,,2,4,1,1,1,2,2,5,2,2,1,5,,,,,85283,494
497,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,1,2.0,3.0,4.0,9.0,,,,,,,,5,5.0,5,5,5,5,4,G,E,5,CRIME,5,5,5,5,5,5,9,5,5,Z,,5,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,T,R,,3,,,,,,,,,99,,,7.0,9.0,,,,,,,,,99,,,2,,,,,,11,,,,NO CRIME!,,5,4,2,2,2,1,1,3,2,1,1,2,,,,,85283,495
498,4,4,4,4,4,4,5,4,4,3,3,3,3,9,3,2,6.0,,,,,,,,,,,4,4.0,4,9,4,2,4,A,B,3,,9,9,9,9,9,9,3,9,9,G,D,9,4,4,9,2,9,3,9,4,3,3,4,5,5,9,4,3,1,3,9,3,4,U,E,R,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,2,,,,,,2,11.0,,,,SPEED LIMITS MORE UNIFORM,2,4,1,2,2,2,1,5,1,1,1,2,,,,,85282,496
499,4,4,5,4,3,2,4,4,4,4,4,4,4,4,4,1,2.0,5.0,,,,,,,,,,3,2.0,3,2,2,3,1,E,B,3,,5,4,5,4,4,4,5,4,5,Z,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,T,B,F,99,,,,,,,,,99,,,5.0,8.0,,,,,,,,,99,,,2,,,,,,3,8.0,,,MORE STREET LIGHTS,CRIME PREVENTION,5,4,2,1,2,1,2,3,2,1,1,2,,,,,85281,497
500,4,4,4,3,4,4,3,3,3,3,3,3,3,3,2,2,3.0,4.0,5.0,6.0,,,,,,,,3,3.0,3,1,3,3,1,F,D,3,CRIME,3,3,3,3,3,3,3,3,3,E,D,3,3,3,3,3,4,3,9,9,1,2,2,3,3,9,3,3,3,3,3,3,3,T,H,I,99,,,,,,,,,99,,,10.0,,,,,,,,,,5,7.0,8.0,1,3.0,3.0,3.0,3.0,3.0,3,9.0,,,OLDER COMMUNITY; NEEDS MAINT,ENFORCE RESID MAINT CODES,2,4,1,1,2,1,1,3,1,2,1,1,,,,,85282,498
501,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,2.0,3.0,5.0,8.0,9.0,10.0,11.0,12.0,,,,4,4.0,4,3,4,4,4,B,E,5,DRIVERS,4,4,3,3,4,3,3,4,4,I,E,4,4,4,4,4,5,3,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,R,F,T,1,2.0,3.0,,,,,,,3,9.0,2.0,8.0,9.0,,,,,,,,,8,9.0,,2,,,,,,4,10.0,,,MORE BICYCLE FRIENDLY,DRIVERS THAT DISRESPECT BIKES,3,2,1,1,2,1,2,3,1,1,1,2,,,,,85283,499
502,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,2,3.0,5.0,9.0,11.0,,,,,,,,4,4.0,4,4,4,4,4,A,F,5,TRAFFIC,5,3,3,4,3,3,3,4,3,H,A,3,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,3,3,4,4,4,E,F,I,99,,,,,,,,,7,9.0,4.0,2.0,5.0,8.0,,,,,,,,5,8.0,3.0,1,4.0,4.0,4.0,2.0,2.0,2,6.0,,,CLEAN UP FARMER STREET,GET CENTERPOINT TOWERS DONE,4,3,1,1,2,1,1,4,1,1,1,2,,,,,85281,500
503,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,3.0,11.0,,,,,,,,,,3,4.0,1,1,4,4,4,C,D,3,LIGHTING,4,4,9,9,9,9,4,4,4,Z,,9,3,3,3,2,4,3,1,3,1,3,3,4,4,5,5,5,4,5,4,4,4,H,J,E,99,,,,,,,,,99,,,1.0,5.0,7.0,9.0,,,,,,,5,9.0,1.0,1,5.0,5.0,4.0,4.0,4.0,2,6.0,,,MORE TREES; HOME MAINTENANCE,RENTAL PROPERTY; MESSY YARDS,4,4,1,2,2,1,9,3,1,9,1,2,,,,,85281,501
504,4,2,4,3,4,3,9,9,2,3,9,9,9,9,4,1,2.0,,,,,,,,,,,4,4.0,3,2,3,4,4,Z,,2,GRAFFITI/GANGS,9,9,9,9,9,4,9,4,4,I,,4,4,4,9,3,4,4,2,1,2,2,1,4,4,9,4,4,1,9,9,4,4,I,H,A,99,,,,,,,,,3,9.0,7.0,8.0,9.0,,,,,,,,,9,,,2,,,,,,2,11.0,,,GET RID OF GRAFFITI/TUMBLEWEED,GRAFFITI,4,3,2,2,2,1,1,3,2,1,2,2,,,,,85282,502
505,9,9,4,9,9,4,9,9,9,9,9,4,9,4,9,2,3.0,,,,,,,,,,,4,5.0,3,3,4,4,5,E,C,4,GRAFFITI/VANDALISM,9,9,9,9,9,9,9,9,9,A,I,9,3,4,9,4,9,9,9,4,9,9,9,9,4,5,5,4,9,9,9,9,9,P,,,99,,,,,,,,,99,,,1.0,7.0,9.0,,,,,,,,99,,,2,,,,,,8,9.0,,,ENFORCE RESIDENTIAL SPEEDING!,,3,4,1,2,2,1,9,5,1,1,2,2,,,,,85282,503
506,4,4,4,2,3,3,4,3,3,3,3,3,3,4,4,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,11.0,12.0,,3,3.0,3,1,3,4,2,G,D,3,VEHICLE/PROPERTY THEFT,3,4,3,4,4,4,9,4,4,I,F,4,3,3,9,9,4,4,2,2,2,2,3,2,4,2,4,4,3,3,1,4,4,T,H,K,1,2.0,7.0,,7.0,3.0,6.0,,1.0,2,5.0,7.0,9.0,,,,,,,,,,9,7.0,5.0,1,4.0,5.0,5.0,4.0,4.0,3,8.0,,,MORE POLICE PATROL,,5,4,2,1,2,1,1,1,1,1,1,2,,,,,85282,504
507,4,3,4,2,4,2,4,3,2,2,2,4,3,3,3,1,,,,,,,,,,,,2,4.0,1,3,3,3,4,C,A,2,RENTAL PROPERTY,4,4,3,4,3,3,3,3,4,Z,,5,2,4,1,3,4,4,1,3,1,3,2,4,4,4,4,4,3,4,2,3,3,Z,,,99,,,,,,,,,99,,,1.0,5.0,7.0,,,,,,,,1,7.0,5.0,2,,,,,,3,6.0,,,CODE ENFORCEMENT OF RESID PROP,MAINTAIN COMMERCIAL RENTALS,4,4,1,2,2,1,1,3,1,1,1,2,,,,,85282,505
508,4,4,4,3,4,4,5,3,2,2,4,5,4,2,5,1,2.0,3.0,5.0,8.0,9.0,11.0,12.0,,,,,2,4.0,3,5,4,4,2,G,A,5,STREET LIGHTING,4,4,5,5,9,9,4,5,3,Z,,3,2,5,5,5,4,4,2,1,2,4,4,5,5,5,4,4,4,5,2,4,4,T,B,H,3,,,,,,,,,9,7.0,3.0,5.0,7.0,9.0,10.0,,,,,,,9,5.0,,2,,,,,,3,8.0,,,RESIDENTIAL STREET LIGHTING,SAFETY IN NEIGHBORHOODS,5,4,2,1,2,1,1,5,2,1,1,2,,,,,85283,506
509,5,5,4,4,5,5,5,9,5,4,5,4,4,4,4,1,2.0,3.0,4.0,5.0,11.0,12.0,,,,,,5,5.0,4,9,5,5,5,F,C,5,THEFT,5,9,9,9,9,9,9,9,5,A,H,5,5,5,5,4,4,4,9,4,4,4,5,5,4,5,5,5,9,9,9,4,4,N,U,A,99,,,,,,,,,6,4.0,2.0,5.0,9.0,,,,,,,,,6,5.0,8.0,2,,,,,,1,10.0,,,MORE BIKE LANES,RECYCLING OF YARD WASTE,5,4,1,1,2,1,2,5,1,1,1,2,,,,,85282,507
510,4,4,4,3,5,3,4,4,4,3,2,3,4,3,3,1,2.0,3.0,4.0,5.0,9.0,10.0,12.0,,,,,4,4.0,2,2,2,4,2,E,C,4,HOMELESS ENCAMPMENTS,4,4,9,4,4,4,9,4,4,H,E,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,3,4,4,3,4,4,Q,H,J,99,,,,,,,,,3,7.0,4.0,1.0,2.0,4.0,5.0,7.0,9.0,,,,,2,5.0,9.0,2,,,,,,8,11.0,,,SAFETY-HOMELESS IN DALEY PARK,BUSINESS DEVELOPMENT,5,4,2,1,2,1,1,5,1,1,1,2,,,,,85281,508
511,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,2,,,,,,,,,,,,4,4.0,4,3,3,4,4,E,D,4,,4,4,3,4,4,4,4,4,4,E,B,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,T,C,,4,,,,,,,,,3,1.0,8.0,7.0,9.0,10.0,,,,,,,,7,10.0,,1,9.0,9.0,3.0,3.0,3.0,1,4.0,11.0,,SAFETY OF SCHOOL BUSES,,3,4,2,2,2,2,1,1,2,9,1,5,,,,,85282,509
512,4,5,5,3,5,4,4,5,4,4,4,4,4,4,4,1,2.0,3.0,5.0,,,,,,,,,5,5.0,5,9,4,4,4,E,F,5,BURGLARY/THEFT,4,9,9,4,9,9,4,4,3,I,A,2,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,3,4,5,3,4,4,T,Q,U,2,,,,,,,,,2,3.0,,4.0,5.0,7.0,10.0,,,,,,,5,,,2,,,,,,8,9.0,,,,LIBRARY ISN'T HOMELESS SHELTER,5,4,1,1,2,1,2,5,1,1,1,3,,,,,85284,510
513,4,4,4,3,4,4,2,3,2,2,2,3,3,2,3,1,2.0,3.0,4.0,5.0,6.0,,,,,,,4,4.0,4,9,4,4,4,E,G,4,ILLEGALS CRUISING STREETS,2,3,3,1,4,4,3,3,3,D,G,3,4,4,3,3,4,4,2,4,4,4,4,4,4,2,4,3,3,4,2,2,3,O,H,T,2,,,,,,,,,3,9.0,2.0,2.0,5.0,10.0,,,,,,,,2,5.0,6.0,2,,,,,,5,7.0,,,STREET LIGHTING,ENFORCE SB 1070,5,4,1,1,2,2,2,4,1,1,1,2,,,,,85284,511
514,4,4,4,9,3,3,3,3,9,9,9,9,4,9,9,1,2.0,3.0,5.0,12.0,,,,,,,,4,4.0,3,9,3,4,3,G,E,4,FEELING OF SAFETY,5,4,9,9,3,3,9,3,4,H,F,4,4,4,3,3,4,3,9,3,3,3,3,9,2,9,4,9,3,9,1,4,4,T,N,D,99,,,,,,,,,1,3.0,2.0,99.0,,,,,,,,,,6,8.0,3.0,1,2.0,3.0,4.0,3.0,3.0,7,10.0,,,TRANSPORTATION & ORBIT,SECURITY,3,2,1,1,2,2,2,5,2,1,1,5,,,,,85282,512
