Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
0,84.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Retired,Two Adults No Children,40214,1387135.0,2021/11/09 09:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,589.35,13.0,0.0,4903
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1317093.0,2021/09/29 13:46:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,143.05,4.0,0.0,4904
1,34.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40258,1414642.0,2021/11/22 11:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,100.71,14.0,25200.0,4905
0,15.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1414642.0,2021/11/22 11:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,100.71,14.0,25200.0,4906
0,14.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1414642.0,2021/11/22 11:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,100.71,14.0,25200.0,4907
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1414642.0,2021/11/22 11:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,100.71,14.0,25200.0,4908
1,46.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40216,1302559.0,2021/09/17 10:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,517.07,12.0,12000.0,4909
1,33.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Person,40258,1294124.0,2021/09/10 10:39:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,12.0,0.0,4910
0,40.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Person,40258,1294124.0,2021/09/10 10:39:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,12.0,0.0,4911
0,18.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40216,1336054.0,2021/10/13 15:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,560.95,1.0,33660.6,4912
0,16.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40216,1336054.0,2021/10/13 15:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,560.95,1.0,33660.6,4913
0,8.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1336054.0,2021/10/13 15:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,560.95,1.0,33660.6,4914
1,38.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40291,1455478.0,2021/12/14 13:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,606.98,26.0,50400.0,4915
0,18.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40291,1455478.0,2021/12/14 13:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,606.98,26.0,50400.0,4916
0,15.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40291,1455478.0,2021/12/14 13:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,606.98,26.0,50400.0,4917
0,6.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Single Person,40291,1455478.0,2021/12/14 13:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,606.98,26.0,50400.0,4918
1,49.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40215,1341980.0,2021/10/18 11:46:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,158.55,15.0,0.0,4919
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Short - Term, 6 months or less)",Single Person,40216,1206142.0,2021/07/21 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,3.0,51926.16,4920
1,33.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40228,1278408.0,2021/08/27 15:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,967.02,23.0,24000.0,4921
1,41.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Multigenerational Household,40210,1254665.0,2021/08/13 11:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,475.04,4.0,24111.84,4922
1,60.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Person,40214,1234857.0,2021/08/03 15:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,388.24,21.0,24000.0,4923
0,19.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Multigenerational Household,40210,1254665.0,2021/08/13 11:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,475.04,4.0,24111.84,4924
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40245,1321416.0,2021/10/04 11:08:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,332.07,17.0,11400.0,4925
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40216,1206142.0,2021/07/21 10:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,3.0,51926.16,4926
0,30.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40214,1234857.0,2021/08/03 15:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,388.24,21.0,24000.0,4927
1,31.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40229,1281012.0,2021/08/31 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,464.52,13.0,18240.0,4928
1,65.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Person,40228,1269343.0,2021/08/23 13:02:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,190.75,2.0,20698.92,4929
0,19.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Multigenerational Household,40210,1254665.0,2021/08/13 11:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,475.04,4.0,24111.84,4930
0,18.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40215,1537706.0,2022/02/01 16:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,16476.0,4931
1,47.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Person,40211,1327289.0,2021/10/07 12:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,0.0,4932
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Single Parent Female,40229,1281012.0,2021/08/31 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,464.52,13.0,18240.0,4933
1,36.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40203,1273747.0,2021/08/25 13:20:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,357.82,6.0,14784.0,4934
1,32.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40212,1314668.0,2021/09/28 10:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,633.86,5.0,0.0,4935
1,56.0,White,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Male,40214,1280748.0,2021/08/31 09:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,648.22,25.0,0.0,4936
1,46.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40218,1450543.0,2021/12/10 12:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,315.09,26.0,18555.6,4937
1,38.0,Others,Male,Non-Hispanic,Not Disabled,Grades 0-8,"Unemployed(Long - Term, more than 6 months)",Single Parent Male,40211,1287972.0,2021/09/07 08:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,536.57,5.0,0.0,4938
1,37.0,Mixed Race,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40272,1525925.0,2022/01/27 14:13:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,25.0,0.0,4939
1,40.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Parent Male,40214,1457322.0,2021/12/15 15:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,513.04,25.0,26400.0,4940
0,8.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40214,1457322.0,2021/12/15 15:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,513.04,25.0,26400.0,4941
0,16.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40272,1525925.0,2022/01/27 14:13:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,25.0,0.0,4942
0,9.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40214,1457322.0,2021/12/15 15:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,513.04,25.0,26400.0,4943
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1525925.0,2022/01/27 14:13:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,25.0,0.0,4944
0,5.0,Others,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Male,40211,1287972.0,2021/09/07 08:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,536.57,5.0,0.0,4945
1,39.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40212,1217391.0,2021/07/26 15:18:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,141.36,5.0,18000.0,4946
1,45.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40214,1216289.0,2021/07/26 12:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,357.54,13.0,25473.0,4947
1,26.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1441848.0,2021/12/07 16:55:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,5.0,0.0,4948
1,50.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40220,1439724.0,2021/12/07 10:48:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,393.61,26.0,18838.92,4949
1,42.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40203,1224141.0,2021/07/29 08:47:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,370.74,4.0,12000.0,4950
0,20.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40203,1224141.0,2021/07/29 08:47:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,370.74,4.0,12000.0,4951
1,29.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Person,40272,1400960.0,2021/11/16 09:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,292.52,14.0,0.0,4952
0,7.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40272,1400960.0,2021/11/16 09:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,292.52,14.0,0.0,4953
1,40.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Person,40215,1338102.0,2021/10/14 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,511.72,15.0,7632.0,4954
0,16.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40214,1216289.0,2021/07/26 12:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,357.54,13.0,25473.0,4955
1,28.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40299,1278304.0,2021/08/27 15:01:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,769.42,20.0,0.0,4956
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40299,1278304.0,2021/08/27 15:01:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,769.42,20.0,0.0,4957
0,13.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40272,1404297.0,2021/11/17 09:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,74.56,25.0,16800.0,4958
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40299,1278304.0,2021/08/27 15:01:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,769.42,20.0,0.0,4959
0,3.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40299,1278304.0,2021/08/27 15:01:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,769.42,20.0,0.0,4960
1,47.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Person,40215,1371420.0,2021/11/02 11:21:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,953.58,3.0,22670.64,4961
1,32.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40211,1464137.0,2021/12/22 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,245.17,5.0,0.0,4962
0,11.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1464137.0,2021/12/22 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,245.17,5.0,0.0,4963
0,6.0,African American,Female,Non-Hispanic,Not Disabled,Early Head Start,Unemployed(Not in Labor Force),Single Parent Female,40211,1464137.0,2021/12/22 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,245.17,5.0,0.0,4964
0,38.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Two Parent Household,40228,1278408.0,2021/08/27 15:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,967.02,23.0,24000.0,4965
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40228,1278408.0,2021/08/27 15:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,967.02,23.0,24000.0,4966
0,10.0,African American,Male,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Two Parent Household,40228,1278408.0,2021/08/27 15:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,967.02,23.0,24000.0,4967
0,10.0,African American,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Two Parent Household,40228,1278408.0,2021/08/27 15:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,967.02,23.0,24000.0,4968
0,19.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40219,1217182.0,2021/07/26 14:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,369.88,24.0,12672.0,4969
1,64.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40211,1319145.0,2021/09/30 15:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,153.08,1.0,9241.8,4970
1,41.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40272,1277319.0,2021/08/27 10:44:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,798.75,14.0,0.0,4971
1,44.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Two Parent Household,40220,1308915.0,2021/09/22 15:08:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,278.56,26.0,23616.0,4972
0,16.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40272,1277319.0,2021/08/27 10:44:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,798.75,14.0,0.0,4973
1,42.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40216,1384809.0,2021/11/08 11:45:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,338.83,3.0,0.0,4974
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Head Start,Unemployed(Not in Labor Force),Two Parent Household,40220,1308915.0,2021/09/22 15:08:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,278.56,26.0,23616.0,4975
1,29.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40210,1461161.0,2021/12/20 12:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.04,4.0,10632.0,4976
1,39.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40214,1438090.0,2021/12/06 14:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,421.76,13.0,0.0,4977
0,7.0,Unknown,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40214,1438090.0,2021/12/06 14:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,421.76,13.0,0.0,4978
1,42.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40216,1446480.0,2021/12/09 11:40:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,0.0,4979
1,55.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40211,1466420.0,2022/01/07 13:53:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,1.0,9528.0,4980
1,40.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40216,1262671.0,2021/08/18 14:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,4981
0,74.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Multigenerational Household,40210,1435864.0,2021/12/03 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,14520.0,4982
0,6.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40214,1280748.0,2021/08/31 09:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,648.22,25.0,0.0,4983
0,28.0,Mixed Race,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Two Parent Household,40211,1331686.0,2021/10/12 08:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,19800.0,4984
1,25.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Multigenerational Household,40210,1435864.0,2021/12/03 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,14520.0,4985
1,42.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Person,40206,1277416.0,2021/08/27 11:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,26328.0,4986
0,10.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1262671.0,2021/08/18 14:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,4987
1,23.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40214,1459473.0,2021/12/17 10:55:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,857.21,25.0,0.0,4988
1,23.0,Unknown,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40214,1204572.0,2021/07/20 13:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,536.37,13.0,0.0,4989
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1262671.0,2021/08/18 14:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,4990
0,19.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40206,1277416.0,2021/08/27 11:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,26328.0,4991
0,18.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40210,1435864.0,2021/12/03 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,14520.0,4992
0,14.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40214,1300403.0,2021/09/15 14:55:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,640.66,15.0,0.0,4993
1,33.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40216,1312998.0,2021/09/27 10:08:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,144.94,1.0,0.0,4994
