ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,OFFENSE_CITY,OFFENSE_ZIP
3003,80-13-085235,2013/11/01 20:22:00+00,2013/11/01 20:22:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
3004,80-14-049964,2014/07/07 07:15:00+00,2014/07/07 06:14:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,4500 BLOCK EXETER AVE                                       ,LOUISVILLE,40218
3005,80-18-074992,2018/09/25 19:05:00+00,2018/09/25 19:02:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 5TH ST / W LIBERTY ST                                     ,LOUISVILLE,40202
3006,80-19-021868,2019/03/28 03:20:00+00,2019/03/28 03:13:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2600 BLOCK HALE AVE                                         ,LOUISVILLE,40211
3007,80-17-033690,2017/04/28 14:45:00+00,2017/04/28 14:45:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,S 32ND ST / HALE AVE                                        ,LOUISVILLE,40211
3008,80-18-098011,2018/12/16 12:40:59+00,2018/12/16 12:33:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,7900 BLOCK WOODFERN WAY                                     ,LOUISVILLE,40291
3009,80-13-062378,2013/08/19 02:19:59+00,2013/08/19 02:19:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1600 BLOCK MOORE CT                                         ,LOUISVILLE,40210
3010,80-13-020888,2013/03/26 02:07:59+00,2013/03/26 02:07:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,MENTALLY DERANGED                                      ,13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1500 BLOCK S 15TH ST                                        ,LOUISVILLE,40210
3011,80-13-020888,2013/03/26 02:07:59+00,2013/03/26 02:07:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,MENTALLY DERANGED                                      ,13C,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,1500 BLOCK S 15TH ST                                        ,LOUISVILLE,40210
3012,80-14-051434,2014/07/12 01:50:00+00,2014/07/12 01:50:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,135,HOTEL / MOTEL / ETC.                         ,200 BLOCK ABRAHAM FLEXNER WAY                               ,LOUISVILLE,40202
3013,80-13-017045,2013/03/11 00:49:59+00,2013/03/11 00:00:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13B,PART II,COMPLETED,1ST DIVISION,123,JAIL / PENITENTARY                           ,400 BLOCK S 6TH ST                                          ,LOUISVILLE,40202
3014,80-12-102456,2012/12/18 23:39:59+00,2012/12/18 23:39:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2900 BLOCK ALFORD AVE                                       ,LOUISVILLE,40212
3015,80-13-075204,2013/09/20 02:39:00+00,2013/09/20 03:00:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 20TH ST / ROWAN ST                                        ,LOUISVILLE,40203
3016,80-13-097680,2013/12/21 23:35:00+00,2013/12/21 23:35:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,100 BLOCK N 21ST ST                                         ,LOUISVILLE,40203
3017,80-18-062686,2018/08/13 04:46:00+00,2018/08/13 04:46:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,6TH DIVISION,612,BAR / NIGHT CLUB                             ,5000 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213
3018,80-16-109336,2016/12/23 23:21:00+00,2016/12/23 23:21:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / EDGELAND AVE                                 ,LOUISVILLE,40204
3019,80-19-056743,2019/08/03 15:20:59+00,2019/08/03 15:14:00+00,ASSAULT,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK BARRET AVE                                        ,LOUISVILLE,40204
3020,80-19-037373,2019/05/24 19:04:00+00,2019/05/24 18:49:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / LONGEST AVE                                  ,LOUISVILLE,40204
3021,80-19-073045,2019/10/02 16:56:00+00,2019/10/02 16:51:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,5TH DIVISION,512,MALL / SHOPPING CENTER                       ,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
3022,80-13-085235,2013/11/01 20:22:00+00,2013/11/01 20:22:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
3023,80-13-020402,2013/03/24 01:30:00+00,2013/03/24 00:58:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / EDGELAND AVE                                 ,LOUISVILLE,40204
3024,80-13-037128,2013/05/23 01:44:00+00,2013/05/23 00:11:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1400 BLOCK CHEROKEE RD                                      ,LOUISVILLE,40204
3025,80-14-021973,2014/03/29 21:17:59+00,2014/03/29 21:10:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13B,PART II,COMPLETED,5TH DIVISION,512,CONVENIENCE STORE                            ,1000 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
3026,80-14-025346,2014/04/11 21:20:59+00,2014/04/11 21:20:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,2500 BLOCK GLENMARY AVE                                     ,LOUISVILLE,40204
3027,80-14-013466,2014/02/22 02:45:00+00,2014/02/22 02:45:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204
3028,80-14-082462,2014/10/26 01:40:00+00,2014/10/26 01:40:00+00,ASSAULT,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,5TH DIVISION,512,OTHER / UNKNOWN                              ,COOPER ST / FERN ST                                         ,LOUISVILLE,40204
3029,80-18-060061,2018/08/05 23:44:00+00,2018/08/05 23:44:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,100 BLOCK S 39TH ST                                         ,LOUISVILLE,40212
3030,80-18-060040,2018/08/05 23:45:00+00,2018/08/05 23:44:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,100 BLOCK S 39TH ST                                         ,LOUISVILLE,40212
3031,80-13-015218,2013/03/03 04:54:59+00,2013/03/03 04:40:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,MENTALLY DERANGED                                      ,13C,PART II,COMPLETED,1ST DIVISION,134,HOMELESS SHELTER / MISSION                   ,1100 BLOCK E MARKET ST                                      ,LOUISVILLE,40206
3032,80-13-015218,2013/03/03 04:54:59+00,2013/03/03 04:40:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,MENTALLY DERANGED                                      ,13B,PART II,COMPLETED,1ST DIVISION,134,HOMELESS SHELTER / MISSION                   ,1100 BLOCK E MARKET ST                                      ,LOUISVILLE,40206
3033,80-13-042497,2013/06/10 20:18:00+00,2013/06/10 18:42:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / MIDLAND AVE                                  ,LOUISVILLE,40204
3034,80-13-037443,2013/05/23 23:07:59+00,2013/05/23 23:07:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,211,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK AMY AVE                                           ,LOUISVILLE,40212
3035,80-13-034638,2013/05/14 20:10:59+00,2013/05/14 20:00:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK LOUIS COLEMAN JR DR                               ,LOUISVILLE,40211
3036,80-14-081650,2014/10/15 05:55:00+00,2014/10/15 05:55:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13C,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 22ND ST / BANK ST                                         ,LOUISVILLE,40203
3037,80-18-018730,2018/03/12 21:36:00+00,2018/03/12 21:35:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,500 BLOCK E BRECKINRIDGE ST                                 ,LOUISVILLE,40203
3038,80-13-074549,2013/09/29 03:11:00+00,2013/09/29 02:52:59+00,ASSAULT,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,135,HOTEL / MOTEL / ETC.                         ,100 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
3039,80-14-028651,2014/04/24 06:43:59+00,2014/04/24 06:43:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE                            ,300 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203
3040,80-14-056410,2014/07/29 14:00:00+00,2014/07/29 12:59:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,700 BLOCK CAMP ST                                           ,LOUISVILLE,40203
3041,80-15-003611,2015/01/13 18:06:00+00,2015/01/13 18:06:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,METRO LOUISVILLE,SHV,SCHOOL - ELEMENTARY / SECONDARY              ,2400 BLOCK ROCKFORD LN                                      ,SHIVELY,40216
3042,80-14-023731,2014/04/05 20:26:59+00,2014/04/05 20:25:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,I64E AT 9TH ST                                              ,LOUISVILLE,40202
3043,80-14-078284,2014/10/12 02:58:00+00,2014/10/12 02:58:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S BROOK ST / E MAGNOLIA AVE                                 ,LOUISVILLE,40208
3044,80-18-054519,2018/07/17 18:59:00+00,2018/07/17 18:49:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,800 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203
3045,80-14-001169,2014/01/06 02:48:00+00,2014/01/06 02:48:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,3RD DIVISION,331,CONVENIENCE STORE                            ,3100 BLOCK ROCKFORD LN                                      ,LOUISVILLE,40216
3046,80-13-081439,2013/07/27 02:10:59+00,2013/07/27 02:10:59+00,ASSAULT,OBSTRUCTING GOVERNMENTAL OPERATIONS,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK NOE WAY                                          ,LOUISVILLE,40220
3047,80-14-050507,2014/07/09 01:34:00+00,2014/07/09 01:25:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,BERRY BLVD / TAYLOR BLVD                                    ,LOUISVILLE,40215
3048,80-17-062282,2017/08/01 21:49:59+00,2017/08/01 21:49:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,CRITTENDEN DR / DAKOTA ST                                   ,LOUISVILLE,40209
3049,80-13-063608,2013/08/23 02:00:00+00,2013/08/22 23:42:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,2ND DIVISION,236,PARKING LOT / GARAGE                         ,4300 BLOCK LYNNVIEW DR                                      ,LOUISVILLE,40216
3050,80-14-007980,2014/02/01 04:50:59+00,2014/02/01 04:15:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,DOMESTIC DISTURBANCE                                   ,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3000 BLOCK MONTANA AVE                                      ,LOUISVILLE,40208
3051,80-14-020234,2014/03/23 04:08:00+00,2014/03/23 04:08:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,0 BLOCK ROYAL DR                                            ,LOUISVILLE,40214
3052,80-14-078993,2014/10/09 02:05:00+00,2014/10/09 02:05:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,3300 BLOCK BOHANNON AVE                                     ,LOUISVILLE,40215
3053,80-13-095609,2013/12/14 10:31:00+00,2013/12/14 10:27:00+00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,DOMESTIC DISTURBANCE                                   ,13B,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,7300 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214
3054,80-13-000514,2013/01/03 10:47:00+00,2013/01/03 06:11:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,12500 BLOCK ECHO BRIDGE RD                                  ,MIDDLETOWN,40243
