ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
1843,1969,14ABC1079,Alcoholic Beverage Annual,COPPER & KINGS AMERICAN BRANDY COMPANY,1121 E WASHINGTON ST ,1121,E,WASHINGTON,ST,-85.7304297667,38.2571252707,2019/09/30 03:59:59+00,DST,Distributor / Wholesaler,2014-05-19 15:18:02,40206,4,BUTCHERTOWN,EZ1,SBPC,NQ3 Supplemental Bar -(Private Club),INACTIVE,,Codes and Regulations,1215336.0,279132.0
1844,1923,15ABC1158,Alcoholic Beverage Annual,GRIND BURGER KITCHEN,829 E MARKET ST ,829,E,MARKET,ST,-85.7365896006,38.253474016,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-19 11:52:12,40206,4,REMAINDER OF CITY,EZ1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-10-19 11:52:12,Codes and Regulations,1213546.0,277831.0
1845,1771,16ABC1104,Alcoholic Beverage Annual,THE MANHATTAN PROJECT,2101 FRANKFORT AVE ,2101, ,FRANKFORT,AVE,-85.7082029574,38.2544333277,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-10-26 07:50:15,40206,9,CLIFTON,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1221702.0,278050.0
1846,1970,14ABC1079,Alcoholic Beverage Annual,COPPER & KINGS AMERICAN BRANDY COMPANY,1121 E WASHINGTON ST ,1121,E,WASHINGTON,ST,-85.7304297667,38.2571252707,2019/09/30 03:59:59+00,DST,Distributor / Wholesaler,2014-05-19 15:18:02,40206,4,BUTCHERTOWN,EZ1,SBPC,NQ3 Supplemental Bar -(Private Club),INACTIVE,,Codes and Regulations,1215336.0,279132.0
1847,1716,15ABC1070,Alcoholic Beverage Annual,SPEEDY MART,401 WINKLER AVE ,401, ,WINKLER,AVE,-85.7649557784,38.2104911546,2019/05/31 03:59:59+00,GRO,Grocery / Food Mart,2015-06-04 16:37:14,40208,6,SOUTH LOUISVILLE,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1205144.0,262313.0
1848,1924,15ABC1158,Alcoholic Beverage Annual,GRIND BURGER KITCHEN,829 E MARKET ST ,829,E,MARKET,ST,-85.7365896006,38.253474016,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-19 11:52:12,40206,4,REMAINDER OF CITY,EZ1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2015-10-19 11:52:12,Codes and Regulations,1213546.0,277831.0
1849,1772,4239,Alcoholic Beverage Annual,AMERICAN TURNERS LOUISVILLE,3125 RIVER RD ,3125, ,RIVER,RD,-85.697753983,38.2821914932,2019/05/31 03:59:59+00,PRI,Private Club,2004-06-01 12:28:00,40207,7,,R4,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1224861.0,288110.0
1850,1773,16ABC1198,Alcoholic Beverage Annual,LIQUOR BARREL,8809 3RD STREET RD ,8809, ,3RD STREET,RD,-85.8124976021,38.1161619763,2019/09/30 03:59:59+00,LIQ,Liquor Store,2017-01-25 14:15:52,40272,25,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1190903.0,228195.0
1851,1774,17ABC1000,Alcoholic Beverage Annual,COAL'S ARTISAN PIZZA  R-4,600 TERMINAL DR ,600, ,TERMINAL,DR,-85.7416363586,38.1861619505,2019/05/31 03:59:59+00,AIRPORT,Airport,2017-01-23 09:05:09,40209,21,REMAINDER OF CITY,EZ1,SD,Sunday Drink,ACTIVE,2017-01-23 09:05:09,Codes and Regulations,1211700.0,253345.0
1852,1775,16ABC1157,Alcoholic Beverage Annual,MINIMART,6620 SIX MILE LN ,6620, ,SIX MILE,LN,-85.6291289923,38.1972322174,2020/01/31 05:00:00+00,GRO,Grocery / Food Mart,2016-11-01 10:52:56,40218,26,,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1244094.0,256872.0
1853,1776,3480,Alcoholic Beverage Annual,FRATERNAL ORDER OF EAGLES#2173,201 OUTER LOOP ,201, ,OUTER,LOOP,-85.7667015495,38.1261979822,2019/02/28 05:00:00+00,PRI,Private Club,2004-02-24 16:10:00,40214,13,,R4,PC4,NQ3 Private Club  (12 am till 4 am),ACTIVE,,Codes and Regulations,1204137.0,231629.0
1854,1777,3500,Alcoholic Beverage Annual,GERMAN AMERICAN CLUB,1840 LINCOLN AVE ,1840, ,LINCOLN,AVE,-85.7030487452,38.1992738777,2019/02/28 05:00:00+00,PRI,Private Club,2004-02-25 15:34:00,40213,10,POPLAR LEVEL,R5,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1222865.0,257942.0
1855,1778,6900,Alcoholic Beverage Annual,BIG SPRING COUNTRY CLUB,5901 DUTCHMANS LN ,5901, ,DUTCHMANS,LN,-85.6482254399,38.2322102173,2020/01/31 05:00:00+00,PRI,Private Club,2004-11-08 11:21:00,40205,26,,R4,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1238800.0,269691.0
1856,1779,6900,Alcoholic Beverage Annual,BIG SPRING COUNTRY CLUB,5901 DUTCHMANS LN ,5901, ,DUTCHMANS,LN,-85.6482254399,38.2322102173,2020/01/31 05:00:00+00,PRI,Private Club,2004-11-08 11:21:00,40205,26,,R4,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1238800.0,269691.0
1857,1780,17ABC1008,Alcoholic Beverage Annual,LIQUOR MART,7212 PRESTON HWY ,7212, ,PRESTON,HWY,-85.6922497231,38.1471912453,2019/02/28 05:00:00+00,LIQ,Liquor Store,2017-03-03 11:46:03,40219,21,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2017-03-03 11:46:03,Codes and Regulations,1225671.0,238929.0
1858,1781,3495,Alcoholic Beverage Annual,FOXY LADY GENTLEMAN'S CLUB,1715 BERRY BLVD ,1715, ,BERRY,BLVD,-85.7941441069,38.1971456424,2019/02/28 05:00:00+00,BAR,Bar,2004-02-25 13:04:00,40215,3,TAYLOR BERRY,M2,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,2004-02-25 13:04:00,Codes and Regulations,1196677.0,257593.0
1859,1782,14ABC1014,Alcoholic Beverage Annual,LIQUOR WORLD #1,2403 S SHELBY ST ,2403,S,SHELBY,ST,-85.7416855427,38.213993131,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-02-03 11:22:53,40217,10,SCHNITZELBURG,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1211850.0,263479.0
1860,1783,3345,Alcoholic Beverage Annual,SOUTHSIDE LOUNGE,7021 SOUTHSIDE DR ,7021, ,SOUTHSIDE,DR,-85.7643302586,38.1547529548,2019/02/28 05:00:00+00,BAR,Bar,2004-02-17 15:38:00,40214,13,,C1,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,2004-02-17 15:38:54,Codes and Regulations,1204990.0,242015.0
1861,1784,3405,Alcoholic Beverage Annual,WIN PLACE & SHOW BAR,3425 TAYLOR BLVD ,3425, ,TAYLOR,BLVD,-85.7821689981,38.1988030101,2019/02/28 05:00:00+00,BAR,Bar,2004-02-20 16:35:00,40215,15,SOUTH LOUISVILLE,C3,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1200128.0,258139.0
1862,1785,16797,Alcoholic Beverage Annual,BEVERAGE WAREHOUSE,5224 DIXIE HWY ,5224, ,DIXIE,HWY,-85.8325816966,38.1627370373,2019/02/28 05:00:00+00,LIQ,Liquor Store,2006-10-03 15:14:00,40216,12,,C2,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1185417.0,245252.0
1863,1786,6989,Alcoholic Beverage Annual,UNION STATION,9302 BLUE LICK RD ,9302, ,BLUE LICK,RD,-85.6908535888,38.1142850142,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 14:54:00,40229,24,,CN,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1225885.0,226941.0
1864,1787,15ABC1013,Alcoholic Beverage Annual,SPEEDWAY 9606,10009 BROWNSBORO RD ,10009, ,BROWNSBORO,RD,-85.5625320609,38.315601502,2019/08/31 20:26:00+00,GRO,Grocery / Food Mart,2015-04-07 12:18:25,40241,16,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1263845.0,299694.0
1865,1868,4074,Alcoholic Beverage Annual,SHIRLEY MAE'S CAFE,802 S CLAY ST ,802,S,CLAY,ST,-85.7422633355,38.2414494717,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-04-02 15:25:00,40203,4,SMOKETOWN JACKSON,UN,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1211846.0,273479.0
1866,1788,6989,Alcoholic Beverage Annual,UNION STATION,9302 BLUE LICK RD ,9302, ,BLUE LICK,RD,-85.6908535888,38.1142850142,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 14:54:00,40229,24,,CN,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1225885.0,226941.0
1867,1789,15ABC1014,Alcoholic Beverage Annual,SPEEDWAY 9451,2400 TERRA CROSSING BLVD ,2400, ,TERRA CROSSING,BLVD,-85.4968866339,38.2722319348,2019/08/31 21:04:00+00,GRO,Grocery / Food Mart,2015-03-02 12:06:03,40245,19,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1282464.0,283640.0
1868,1790,6996,Alcoholic Beverage Annual,SHENANIGAN'S PUB,1611 NORRIS PL ,1611, ,NORRIS,PL,-85.7082725086,38.2271968793,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 15:13:00,40205,8,DEER PARK,R5,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1221525.0,268133.0
1869,1791,6996,Alcoholic Beverage Annual,SHENANIGAN'S PUB,1611 NORRIS PL ,1611, ,NORRIS,PL,-85.7082725086,38.2271968793,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 15:13:00,40205,8,DEER PARK,R5,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1221525.0,268133.0
1870,1792,15ABC1070,Alcoholic Beverage Annual,SPEEDY MART,401 WINKLER AVE ,401, ,WINKLER,AVE,-85.7649557784,38.2104911546,2019/05/31 03:59:59+00,GRO,Grocery / Food Mart,2015-06-04 16:37:14,40208,6,SOUTH LOUISVILLE,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1205144.0,262313.0
1871,1793,6996,Alcoholic Beverage Annual,SHENANIGAN'S PUB,1611 NORRIS PL ,1611, ,NORRIS,PL,-85.7082725086,38.2271968793,2020/01/31 05:00:00+00,BAR,Bar,2004-11-11 15:13:00,40205,8,DEER PARK,R5,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1221525.0,268133.0
1872,1794,33495,Alcoholic Beverage Annual,APOCALYPSE,1612 MELLWOOD AVE ,1612, ,MELLWOOD,AVE,-85.7202212894,38.2564467874,2019/09/30 03:59:59+00,BAR,Bar,2011-10-03 10:47:00,40206,9,CLIFTON,M2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1218263.0,278838.0
1873,1795,6997,Alcoholic Beverage Annual,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LN ,8208, ,STANDARD CLUB,LN,-85.5977411145,38.2930685731,2020/01/31 05:00:00+00,CLB,Country Club,2004-11-11 15:23:00,40241,7,,R4,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1253624.0,291635.0
1874,1796,7007,Alcoholic Beverage Annual,GOLDEN NUGGET TAVERN,2922 HIKES LN ,2922, ,HIKES,LN,-85.6414842288,38.2101883074,2020/01/31 05:00:00+00,BAR,Bar,2004-11-12 08:53:00,40218,26,KLONDIKE,C1,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1240615.0,261643.0
1875,1797,7007,Alcoholic Beverage Annual,GOLDEN NUGGET TAVERN,2922 HIKES LN ,2922, ,HIKES,LN,-85.6414842288,38.2101883074,2020/01/31 05:00:00+00,BAR,Bar,2004-11-12 08:53:00,40218,26,KLONDIKE,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1240615.0,261643.0
1876,1798,16ABC1014,Alcoholic Beverage Annual,BEHAR CAFE,282 EVANGELINE AVE ,282, ,EVANGELINE,AVE,-85.7642199442,38.1601455706,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2016-06-02 11:54:18,40214,21,SOUTHLAND PARK,C1,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1205054.0,243978.0
1877,1799,4234,Alcoholic Beverage Annual,BARKLEY DEMOCRATIC CLUB,508 WINKLER AVE ,508, ,WINKLER,AVE,-85.7668747623,38.2103756017,2019/05/31 03:59:59+00,PRI,Private Club,2004-04-20 10:04:00,40208,6,SOUTH LOUISVILLE,C1,PC,NQ3 Retail Drink (Private Club),ACTIVE,,Codes and Regulations,1204592.0,262280.0
1878,1800,7542,Alcoholic Beverage Annual,BOURBON'S BISTRO,2255 FRANKFORT AVE ,2255, ,FRANKFORT,AVE,-85.7040052002,38.253691967,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2005-04-22 13:42:00,40206,9,CLIFTON,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1222903.0,277761.0
1879,1925,15ABC1158,Alcoholic Beverage Annual,GRIND BURGER KITCHEN,829 E MARKET ST ,829,E,MARKET,ST,-85.7365896006,38.253474016,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-19 11:52:12,40206,4,REMAINDER OF CITY,EZ1,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,2015-10-19 11:52:12,Codes and Regulations,1213546.0,277831.0
1880,1869,6761,Alcoholic Beverage Annual,"BELLE OF LOUISVILLE, THE",401 RIVER RD ,401, ,RIVER,RD,-85.7438250996,38.2598191765,2019/11/30 05:00:00+00,RIV,River Boat,2004-10-26 12:12:33,40202,4,CENTRAL BUSINESS DISTRICT,(W1),RB,NQ2 Retail Drink (River Boat),ACTIVE,,Codes and Regulations,1211506.0,280175.0
1881,1926,15ABC1158,Alcoholic Beverage Annual,GRIND BURGER KITCHEN,829 E MARKET ST ,829,E,MARKET,ST,-85.7365896006,38.253474016,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-19 11:52:12,40206,4,REMAINDER OF CITY,EZ1,SD,Sunday Drink,ACTIVE,2015-10-19 11:52:12,Codes and Regulations,1213546.0,277831.0
1882,1870,6761,Alcoholic Beverage Annual,"BELLE OF LOUISVILLE, THE",401 RIVER RD ,401, ,RIVER,RD,-85.7438250996,38.2598191765,2019/11/30 05:00:00+00,RIV,River Boat,2004-10-26 12:12:33,40202,4,CENTRAL BUSINESS DISTRICT,(W1),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1211506.0,280175.0
1883,1871,6763,Alcoholic Beverage Annual,MARY M MILLER,401 RIVER RD ,401, ,RIVER,RD,-85.7438250996,38.2598191765,2019/11/30 05:00:00+00,RIV,River Boat,2004-10-26 12:50:54,40202,4,CENTRAL BUSINESS DISTRICT,(W1),RB,NQ2 Retail Drink (River Boat),ACTIVE,,Codes and Regulations,1211506.0,280175.0
1884,1872,15ABC1022,Alcoholic Beverage Annual,LYDIA HOUSE,1101 LYDIA ST ,1101, ,LYDIA,ST,-85.7371433881,38.2243911783,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2015-05-18 13:23:28,40217,10,SCHNITZELBURG,C2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1213216.0,267244.0
1885,1873,6763,Alcoholic Beverage Annual,MARY M MILLER,401 RIVER RD ,401, ,RIVER,RD,-85.7438250996,38.2598191765,2019/11/30 05:00:00+00,RIV,River Boat,2004-10-26 12:50:54,40202,4,CENTRAL BUSINESS DISTRICT,(W1),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1211506.0,280175.0
1886,1874,16ABC1018,Alcoholic Beverage Annual,PIZZA BAR,445 S 4TH ST ,445,S,4TH,ST,-85.7572000025,38.2517460454,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2016-02-24 09:50:33,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1207618.0,277298.0
1887,1875,6767,Alcoholic Beverage Annual,BEARNO'S BY THE BRIDGE,131 W MAIN ST ,131,W,MAIN,ST,-85.7529790145,38.2564637781,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2004-10-26 15:36:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1208858.0,278996.0
1888,1876,16ABC1023,Alcoholic Beverage Annual,SMASHBURGER,316 S 4TH ST ,316,S,4TH,ST,-85.7573102241,38.253364983,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2016-02-15 11:05:32,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1207596.0,277888.0
1889,1877,6769,Alcoholic Beverage Annual,BROWN-FORMAN,850 DIXIE HWY ,850, ,DIXIE,HWY,-85.7842909419,38.244584997,2019/03/31 03:59:59+00,MAN,Manufacturer,2004-10-29 10:15:00,40210,4,CALIFORNIA,EZ1,DIS,Distiller,ACTIVE,,Codes and Regulations,1199796.0,274819.0
1890,1878,16ABC1037,Alcoholic Beverage Annual,FIESTA TIME AMIGOS,8123 BARDSTOWN RD ,8123, ,BARDSTOWN,RD,-85.5752364826,38.129459734,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2016-04-12 08:30:52,40291,22,,C1,SD,Sunday Drink,ACTIVE,2016-04-12 08:30:52,Codes and Regulations,1259225.0,231967.0
1891,1879,6769,Alcoholic Beverage Annual,BROWN-FORMAN,850 DIXIE HWY ,850, ,DIXIE,HWY,-85.7842909419,38.244584997,2019/03/31 03:59:59+00,MAN,Manufacturer,2004-10-29 10:15:00,40210,4,CALIFORNIA,EZ1,REC,Rectifier,ACTIVE,,Codes and Regulations,1199796.0,274819.0
1892,1880,36433,Alcoholic Beverage Annual,NOWHERE LOUISVILLE,1133 BARDSTOWN RD ,1133, ,BARDSTOWN,RD,-85.7193473814,38.2380434664,2019/10/31 03:59:59+00,BAR,Bar,2013-03-19 16:59:00,40204,8,CHEROKEE TRIANGLE,(C2),SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1218407.0,272133.0
1893,1881,16ABC1052,Alcoholic Beverage Annual,NOOSH NOSH,4816 BROWNSBORO CTR ,4816, ,BROWNSBORO,CTR,-85.6364034323,38.2779262936,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2016-04-28 07:54:23,40207,7,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1242446.0,286286.0
1894,1882,7064,Alcoholic Beverage Annual,OLD TOWN LIQUORS,1529 BARDSTOWN RD ,1529, ,BARDSTOWN,RD,-85.707354386,38.231586034,2020/01/31 05:00:00+00,LIQ,Liquor Store,2004-11-16 11:57:00,40205,8,BONNYCASTLE,(C2),LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1221814.0,269727.0
1895,1883,14189,Alcoholic Beverage Annual,STEELHORSE PACKAGE LIQUOR & SALOON,14009 DIXIE HWY ,14009, ,DIXIE,HWY,-85.8929012014,38.0530163072,2019/09/30 03:59:59+00,LIQ,Liquor Store,2005-05-13 08:42:00,40272,14,,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1167364.0,205606.0
1896,1884,15840,Alcoholic Beverage Annual,RETIRED SERVICEMENS CLUB,1700 W HILL ST ,1700,W,HILL,ST,-85.7849244007,38.2277605194,2019/03/31 03:59:59+00,PRI,Private Club,2006-03-24 08:35:00,40210,3,ALGONQUIN,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1199512.0,268696.0
1897,1885,15753,Alcoholic Beverage Annual,21C HOTEL AND PROOF ON MAIN,700 W MAIN ST ,700,W,MAIN,ST,-85.761735594,38.2569824354,2019/11/30 05:00:00+00,HOT,Hotels,2006-02-14 10:08:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MB4,Malt Beverage 12-4AM,ACTIVE,2006-02-14 10:08:03,Codes and Regulations,1206347.0,279226.0
1898,1886,15753,Alcoholic Beverage Annual,21C HOTEL AND PROOF ON MAIN,700 W MAIN ST ,700,W,MAIN,ST,-85.761735594,38.2569824354,2019/11/30 05:00:00+00,HOT,Hotels,2006-02-14 10:08:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,2006-02-14 10:08:03,Codes and Regulations,1206347.0,279226.0
1899,1887,16ABC1057,Alcoholic Beverage Annual,BONE HEADZ PUB,7844 DIXIE HWY 101,7844, ,DIXIE,HWY,-85.8438248863,38.137368873,2019/09/30 03:59:59+00,BAR,Bar,2016-04-29 10:47:44,40258,25,,C2,LD,Quota Retail Drink,ACTIVE,2016-04-29 10:47:44,Codes and Regulations,1182025.0,236071.0
1900,1888,16ABC1057,Alcoholic Beverage Annual,BONE HEADZ PUB,7844 DIXIE HWY 101,7844, ,DIXIE,HWY,-85.8438248863,38.137368873,2019/09/30 03:59:59+00,BAR,Bar,2016-04-29 10:47:44,40258,25,,C2,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,2016-04-29 10:47:44,Codes and Regulations,1182025.0,236071.0
1901,1889,6793,Alcoholic Beverage Annual,LOS AZTECAS II,530 W MAIN ST ,530,W,MAIN,ST,-85.7595524459,38.2566811067,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2005-10-12 10:04:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1206972.0,279106.0
1902,1890,15ABC1135,Alcoholic Beverage Annual,HOLIDAY INN EXPRESS & SUITES LOUISVILLE DOWNTOWN,800 W MARKET ST ,800,W,MARKET,ST,-85.7637038676,38.2556634009,2019/11/30 05:00:00+00,HOT,Hotels,2016-04-01 16:26:23,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1205774.0,278755.0
1903,1891,6793,Alcoholic Beverage Annual,LOS AZTECAS II,530 W MAIN ST ,530,W,MAIN,ST,-85.7595524459,38.2566811067,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2005-10-12 10:04:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1206972.0,279106.0
1904,1892,16ABC1081,Alcoholic Beverage Annual,COSTCO WHOLESALE # 1238,3406 BARDSTOWN RD ,3406, ,BARDSTOWN,RD,-85.6668111036,38.2052533043,2020/01/31 05:00:00+00,RET,Retail,2016-08-11 16:56:40,40218,10,,C2,LP,Quota Retail Package,ACTIVE,2016-08-11 16:56:40,Codes and Regulations,1233311.0,259957.0
1905,1893,27432,Alcoholic Beverage Annual,CENTERPLATE- J. PATTERSON BASEBALL STADIUM,3015 S 3RD ST ,3015,S,3RD,ST,-85.7631292481,38.2053516374,2019/05/31 03:59:59+00,AMU,Amusement,2010-05-20 12:01:00,40208,15,SOUTH LOUISVILLE,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1205638.0,260433.0
1906,1894,16ABC1084,Alcoholic Beverage Annual,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD ,5204, ,ELZIE,RD,-85.853161796,38.1258623336,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-05-26 16:39:06,40258,14,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1179267.0,231928.0
1907,1895,16ABC1084,Alcoholic Beverage Annual,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD ,5204, ,ELZIE,RD,-85.853161796,38.1258623336,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-05-26 16:39:06,40258,14,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1179267.0,231928.0
1908,1896,16ABC1089,Alcoholic Beverage Annual,THE 502,10401 MEETING ST ,10401, ,MEETING,ST,-85.5645017359,38.3215799563,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2016-07-11 11:08:47,40059,16,,PVD,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1263311.0,301879.0
1909,1897,16ABC1089,Alcoholic Beverage Annual,THE 502,10401 MEETING ST ,10401, ,MEETING,ST,-85.5645017359,38.3215799563,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2016-07-11 11:08:47,40059,16,,PVD,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1263311.0,301879.0
1910,1898,16ABC1089,Alcoholic Beverage Annual,THE 502,10401 MEETING ST ,10401, ,MEETING,ST,-85.5645017359,38.3215799563,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2016-07-11 11:08:47,40059,16,,PVD,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1263311.0,301879.0
1911,1899,16ABC1090,Alcoholic Beverage Annual,PHO BA LUU,1019 E MAIN ST ,1019,E,MAIN,ST,-85.7328406062,38.2542549523,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-08-25 14:22:39,40206,4,BUTCHERTOWN,CM,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1214627.0,278098.0
1912,1900,16ABC1092,Alcoholic Beverage Annual,HOPCAT,1064 BARDSTOWN RD ,1064, ,BARDSTOWN,RD,-85.7217319029,38.2385242598,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2016-07-21 09:35:33,40204,8,CHEROKEE TRIANGLE,(C2),MCBW,Microbrewery,ACTIVE,2016-07-21 09:35:33,Codes and Regulations,1217725.0,272319.0
1913,1927,15ABC1169,Alcoholic Beverage Annual,BUTCHERTOWN GROCERY,1076 E WASHINGTON ST ,1076,E,WASHINGTON,ST,-85.7307695219,38.255852146,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2015-10-27 15:57:09,40206,4,BUTCHERTOWN,CM,SBL,Supplemental Bar,ACTIVE,2015-10-27 15:57:09,Codes and Regulations,1215231.0,278670.0
1914,1928,6374,Alcoholic Beverage Annual,RAMSI'S CAFE ON THE WORLD,1293 BARDSTOWN RD ,1293, ,BARDSTOWN,RD,-85.715456723,38.235741477,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-09-30 15:12:00,40204,8,CHEROKEE TRIANGLE,(C2),RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1219511.0,271277.0
1915,1929,6374,Alcoholic Beverage Annual,RAMSI'S CAFE ON THE WORLD,1293 BARDSTOWN RD ,1293, ,BARDSTOWN,RD,-85.715456723,38.235741477,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-09-30 15:12:00,40204,8,CHEROKEE TRIANGLE,(C2),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1219511.0,271277.0
