inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
20-0004157,2020/02/07 05:00:00+00,2532 W Market Louisville KY 40212,131 - Passenger vehicle fire,0.0,1300.0,1300,1300,0,1738
20-0011221,2020/04/13 04:00:00+00,114 E WOODLAWN Louisville KY 40214,131 - Passenger vehicle fire,1500.0,1500.0,3000,1500,-1500,1739
20-0019142,2020/06/20 04:00:00+00,I-264W City of Louisville KY 40215,131 - Passenger vehicle fire,150.0,1500.0,1650,3000,1350,1740
20-0014559,2020/05/14 04:00:00+00,128 S 38TH 2 Louisville KY 40212,"445 - Arcing, shorted electrical equipment",200.0,0.0,200,61880,61680,1741
20-0017319,2020/06/05 04:00:00+00,232 N 34TH Louisville KY 40212,131 - Passenger vehicle fire,0.0,6000.0,6000,6000,0,1742
20-0001035,2020/01/10 05:00:00+00,3933 WOODRUFF Louisville KY 40215,131 - Passenger vehicle fire,1000.0,12700.0,13700,12700,-1000,1743
20-0004162,2020/02/07 05:00:00+00,Virginia City of Louisville KY 40211,131 - Passenger vehicle fire,0.0,800.0,800,800,0,1744
20-0011261,2020/04/13 04:00:00+00,1408 HEPBURN Louisville KY 40204,"113 - Cooking fire, confined to container",20.0,0.0,20,207620,207600,1745
20-0011281,2020/04/13 04:00:00+00,618 N 26TH Louisville KY 40212,131 - Passenger vehicle fire,0.0,1000.0,1000,1000,0,1746
20-0011299,2020/04/13 04:00:00+00,1337 DIXIE Louisville KY 40210,"113 - Cooking fire, confined to container",500.0,0.0,500,10000,9500,1747
20-0011360,2020/04/14 04:00:00+00,117 N 36TH Louisville KY 40212,142 - Brush or brush-and-grass mixture fire,0.0,100.0,100,1000,900,1748
20-0011391,2020/04/14 04:00:00+00,900 HIGHWOOD Louisville KY 40206,131 - Passenger vehicle fire,200.0,6000.0,6200,6000,-200,1749
20-0011391,2020/04/14 04:00:00+00,900 HIGHWOOD Louisville KY 40206,131 - Passenger vehicle fire,200.0,6000.0,6200,6000,-200,1750
20-0011419,2020/04/15 04:00:00+00,312 CAMP Louisville KY 40203,111 - Building fire,,78900.0,78900,78900,0,1751
20-0011465,2020/04/15 04:00:00+00,1504 EARL Louisville KY 40215,161 - Outside storage fire,15000.0,1000.0,16000,3000,-13000,1752
20-0011581,2020/04/16 04:00:00+00,210 N CAMPBELL Louisville KY 40206,111 - Building fire,0.0,25000.0,25000,25000,0,1753
20-0011752,2020/04/18 04:00:00+00,842 DEARBORN Louisville KY 40211,111 - Building fire,5000.0,10000.0,15000,48830,33830,1754
20-0011752,2020/04/18 04:00:00+00,844 DEARBORN Louisville KY 40211,111 - Building fire,,2000.0,2000,61000,59000,1755
20-0011871,2020/04/19 04:00:00+00,2209 WINSTON SVIL KY 40205,131 - Passenger vehicle fire,,5000.0,5000,5000,0,1756
20-0011960,2020/04/20 04:00:00+00,925 EUCLID Louisville KY 40208,154 - Dumpster or other outside trash receptacle fire,0.0,100.0,100,100,0,1757
20-0011986,2020/04/20 04:00:00+00,3224 W MUHAMMAD ALI Louisville KY 40212,561 - Unauthorized burning,0.0,100.0,100,1000,900,1758
20-0012151,2020/04/22 04:00:00+00,125 S 41ST Louisville KY 40212,111 - Building fire,5000.0,10000.0,15000,49710,34710,1759
20-0012241,2020/04/23 04:00:00+00,532 LAMPTON Louisville KY 40203,111 - Building fire,5000.0,24150.0,29150,24150,-5000,1760
20-0012306,2020/04/23 04:00:00+00,1426 LONGFIELD Louisville KY 40215,111 - Building fire,,5000.0,5000,55000,50000,1761
20-0012442,2020/04/24 04:00:00+00,City of Louisville KY 40209,131 - Passenger vehicle fire,,2000.0,2000,2000,0,1762
20-0012464,2020/04/25 04:00:00+00,2731 BROWNSBORO Louisville KY 40206,111 - Building fire,2000.0,30000.0,32000,417190,385190,1763
20-0012740,2020/04/27 04:00:00+00,S 26TH Louisville KY 40211,131 - Passenger vehicle fire,200.0,5000.0,5200,5000,-200,1764
20-0012781,2020/04/28 04:00:00+00,1530 ARCADE Louisville KY 40215,111 - Building fire,20000.0,50000.0,70000,150000,80000,1765
20-0012786,2020/04/28 04:00:00+00,1373 S 20TH Louisville KY 40210,131 - Passenger vehicle fire,,8000.0,8000,8000,0,1766
20-0012812,2020/04/28 04:00:00+00,S 28TH Louisville KY 40212,131 - Passenger vehicle fire,0.0,9400.0,9400,9400,0,1767
20-0012815,2020/04/28 04:00:00+00,103 E KINGSTON 4 Louisville KY 40214,111 - Building fire,0.0,500.0,500,63190,62690,1768
20-0012828,2020/04/28 04:00:00+00,4308 TAYLOR Louisville KY 40215,111 - Building fire,200.0,500.0,700,102560,101860,1769
20-0012957,2020/04/29 04:00:00+00,124 E HARTWELL Louisville KY 40214,111 - Building fire,0.0,75000.0,75000,450000,375000,1770
20-0012972,2020/04/30 04:00:00+00,2539 ROWAN Louisville KY 40212,111 - Building fire,,5000.0,5000,5000,0,1771
20-0013033,2020/04/30 04:00:00+00,107 W KENTUCKY 4 Louisville KY 40203,111 - Building fire,5000.0,15000.0,20000,221380,201380,1772
20-0013047,2020/04/30 04:00:00+00,1805 WOODFILL Louisville KY 40205,111 - Building fire,75000.0,100000.0,175000,289180,114180,1773
20-0013047,2020/04/30 04:00:00+00,1709 Gresham Louisville KY 40205,111 - Building fire,75000.0,100000.0,175000,289180,114180,1774
20-0013066,2020/05/01 04:00:00+00,821 HUMLER Louisville KY 40211,131 - Passenger vehicle fire,200.0,1500.0,1700,1500,-200,1775
20-0013069,2020/05/01 04:00:00+00,S 7TH Louisville KY 40208,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1776
20-0013070,2020/05/01 04:00:00+00,1515 OLIVE Louisville KY 40210,111 - Building fire,3000.0,10000.0,13000,45300,32300,1777
20-0013073,2020/05/01 04:00:00+00,1419 DELLWOOD Louisville KY 40216,111 - Building fire,5000.0,40000.0,45000,144000,99000,1778
20-0013321,2020/05/03 04:00:00+00,809-1/2 W FLORENCE Louisville KY 40215,111 - Building fire,,5000.0,5000,55550,50550,1779
20-0013322,2020/05/03 04:00:00+00,4501 VIRGINIA Louisville KY 40211,111 - Building fire,,5000.0,5000,17500,12500,1780
20-0013435,2020/05/04 04:00:00+00,2028 ROWAN Louisville KY 40203,111 - Building fire,,10000.0,10000,24000,14000,1781
20-0013568,2020/05/05 04:00:00+00,107 E KINGSTON 2 Louisville KY 40214,111 - Building fire,1000.0,1000.0,2000,50000,48000,1782
20-0013645,2020/05/06 04:00:00+00,2147 GOLDSMITH Louisville KY 40218,111 - Building fire,1500.0,,1500,250000,248500,1783
20-0013650,2020/05/06 04:00:00+00,2539 GRIFFITHS Louisville KY 40212,111 - Building fire,750.0,7000.0,7750,42580,34830,1784
20-0013705,2020/05/06 04:00:00+00,1041 S PRESTON Louisville KY 40203,111 - Building fire,500.0,5000.0,5500,682830,677330,1785
20-0013905,2020/05/08 04:00:00+00,1254 S 2ND Louisville KY 40203,111 - Building fire,,11000.0,11000,11000,0,1786
20-0013871,2020/05/08 04:00:00+00,112 W WOODLAWN 4 Louisville KY 40214,111 - Building fire,1000.0,1000.0,2000,100000,98000,1787
20-0013927,2020/05/08 04:00:00+00,1118 ASH Louisville KY 40217,111 - Building fire,0.0,1000.0,1000,10000,9000,1788
20-0014480,2020/05/14 04:00:00+00,1330 S 13TH Louisville KY 40210,111 - Building fire,0.0,10000.0,10000,10000000,9990000,1789
20-0001167,2020/01/11 05:00:00+00,1223 LARUE Louisville KY 40213,111 - Building fire,,2000.0,2000,158260,156260,1790
20-0017317,2020/06/05 04:00:00+00,1737 W OAK Louisville KY 40210,111 - Building fire,,19380.0,19380,19380,0,1791
20-0001304,2020/01/13 05:00:00+00,2514 GARLAND Louisville KY 40211,111 - Building fire,0.0,30000.0,30000,31470,1470,1792
20-0004229,2020/02/08 05:00:00+00,3705 BOHNE Louisville KY 40211,111 - Building fire,500.0,5000.0,5500,78000,72500,1793
20-0017319,2020/06/05 04:00:00+00,221 N 35th Louisville KY 40212,131 - Passenger vehicle fire,0.0,1000.0,1000,5000,4000,1794
20-0014682,2020/05/15 04:00:00+00,211 MOHAWK Louisville KY 40209,111 - Building fire,0.0,10000.0,10000,56000,46000,1795
20-0001403,2020/01/13 05:00:00+00,1600 GARLAND 208 Louisville KY 40210,"113 - Cooking fire, confined to container",500.0,500.0,1000,10000,9000,1796
20-0014593,2020/05/15 04:00:00+00,3641 GREENWOOD Louisville KY 40211,131 - Passenger vehicle fire,500.0,46000.0,46500,46000,-500,1797
20-0019214,2020/06/20 04:00:00+00,1235 S 16TH Louisville KY 40210,154 - Dumpster or other outside trash receptacle fire,,1000.0,1000,5000,4000,1798
20-0004361,2020/02/09 05:00:00+00,NORRIS Louisville KY 40204,131 - Passenger vehicle fire,500.0,5000.0,5500,5000,-500,1799
20-0001536,2020/01/15 05:00:00+00,S PRESTON Louisville KY 40202,132 - Road freight or transport vehicle fire,,5000.0,5000,15000,10000,1800
20-0014704,2020/05/15 04:00:00+00,S 26TH Louisville KY 40211,131 - Passenger vehicle fire,500.0,3500.0,4000,3500,-500,1801
20-0017317,2020/06/05 04:00:00+00,1741 W OAK Louisville KY 40210,111 - Building fire,,500.0,500,20000,19500,1802
20-0019240,2020/06/20 04:00:00+00,727 E MARKET Louisville KY 40202,111 - Building fire,5000.0,20000.0,25000,5000000,4975000,1803
20-0004275,2020/02/09 05:00:00+00,220 DOUGLAS PARK Louisville KY 40214,111 - Building fire,20000.0,100000.0,120000,1000000,880000,1804
20-0001572,2020/01/15 05:00:00+00,4532 W BROADWAY Louisville KY 40211,154 - Dumpster or other outside trash receptacle fire,0.0,100.0,100,100,0,1805
20-0014977,2020/05/18 04:00:00+00,115 MOHAWK Louisville KY 40214,"331 - Lock-in (if lock out , use 511 )",,50.0,50,95810,95760,1806
20-0017317,2020/06/05 04:00:00+00,1739 W OAK Louisville KY 40210,111 - Building fire,,19380.0,19380,19380,0,1807
20-0019273,2020/06/21 04:00:00+00,550 S 8TH 571 Louisville KY 40203,111 - Building fire,0.0,500.0,500,500,0,1808
20-0004389,2020/02/09 05:00:00+00,3717 VON SPIEGEL Louisville KY 40211,"113 - Cooking fire, confined to container",,500.0,500,500,0,1809
20-0001671,2020/01/16 05:00:00+00,S PRESTON Louisville KY 40217,131 - Passenger vehicle fire,100.0,3500.0,3600,3500,-100,1810
20-0015072,2020/05/19 04:00:00+00,616 S 31 City of Louisville KY 40211,131 - Passenger vehicle fire,500.0,10000.0,10500,10000,-500,1811
20-0017317,2020/06/05 04:00:00+00,1735 W OAK Louisville KY 40210,111 - Building fire,,19380.0,19380,19380,0,1812
20-0019275,2020/06/21 04:00:00+00,6510 EVANGELINE Louisville KY 40214,111 - Building fire,,18000.0,18000,80000,62000,1813
20-0004284,2020/02/09 05:00:00+00,1163 S 26TH Louisville KY 40210,111 - Building fire,,100000.0,100000,100000,0,1814
20-0001718,2020/01/17 05:00:00+00,2625 COLIN Louisville KY 40217,111 - Building fire,1500.0,15000.0,16500,131260,114760,1815
20-0015151,2020/05/19 04:00:00+00,1014 S 2ND Louisville KY 40203,111 - Building fire,500.0,0.0,500,4150000,4149500,1816
20-0017317,2020/06/05 04:00:00+00,1733 W OAK Louisville KY 40210,111 - Building fire,,20000.0,20000,26310,6310,1817
20-0019303,2020/06/21 04:00:00+00,1810 TYLER Louisville KY 40204,111 - Building fire,2000.0,10000.0,12000,350000,338000,1818
20-0004333,2020/02/09 05:00:00+00,1203 S 41ST Louisville KY 40211,111 - Building fire,100.0,0.0,100,50000,49900,1819
20-0001730,2020/01/17 05:00:00+00,325 W CARDINAL 2214 Louisville KY 40208,"113 - Cooking fire, confined to container",500.0,0.0,500,26825910,26825410,1820
20-0015387,2020/05/21 04:00:00+00,34 COLONIAL OAKS 2 Louisville KY 40214,111 - Building fire,35000.0,100000.0,135000,800000,665000,1821
20-0017344,2020/06/06 04:00:00+00,3333 W KENTUCKY Louisville KY 40211,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1822
20-0019451,2020/06/22 04:00:00+00,2400 S 4TH Louisville KY 40208,111 - Building fire,2500.0,30000.0,32500,4300000,4267500,1823
20-0004769,2020/02/13 05:00:00+00,211 DOUGLAS PARK Louisville KY 40214,111 - Building fire,20000.0,100000.0,120000,1000000,880000,1824
20-0001760,2020/01/17 05:00:00+00,4033 LOMOND Shively KY 40216,111 - Building fire,10000.0,12000.0,22000,120000,98000,1825
20-0015302,2020/05/21 04:00:00+00,1340 S 26TH Louisville KY 40210,131 - Passenger vehicle fire,,2000.0,2000,3000,1000,1826
20-0015493,2020/05/22 04:00:00+00,360 N 27TH Louisville KY 40212,111 - Building fire,15000.0,50000.0,65000,69710,4710,1827
20-0015511,2020/05/22 04:00:00+00,3325 YOUNG 205 Louisville KY 40211,"113 - Cooking fire, confined to container",0.0,500.0,500,504000,503500,1828
20-0015538,2020/05/23 04:00:00+00,1609 BLUEGRASS Louisville KY 40215,111 - Building fire,200.0,1500.0,1700,10000,8300,1829
20-0015538,2020/05/23 04:00:00+00,1615 BLUEGRASS Louisville KY 40215,111 - Building fire,0.0,2000.0,2000,70870,68870,1830
20-0015632,2020/05/23 04:00:00+00,3140 WILSON Louisville KY 40211,131 - Passenger vehicle fire,,1500.0,1500,1500,0,1831
20-0015927,2020/05/26 04:00:00+00,6408 SIX MILE 124 Louisville KY 40218,111 - Building fire,2000.0,5000.0,7000,500000,493000,1832
20-0015948,2020/05/26 04:00:00+00,2454 GRINSTEAD Louisville KY 40204,131 - Passenger vehicle fire,,600.0,600,2000,1400,1833
20-0015952,2020/05/26 04:00:00+00,4600 PRESTON Louisville KY 40213,131 - Passenger vehicle fire,0.0,1000.0,1000,40000,39000,1834
20-0016024,2020/05/26 04:00:00+00,539 QUEST Louisville KY 40203,"113 - Cooking fire, confined to container",500.0,0.0,500,0,-500,1835
20-0016125,2020/05/27 04:00:00+00,2332 LYTLE Louisville KY 40212,111 - Building fire,0.0,500.0,500,45170,44670,1836
20-0016165,2020/05/28 04:00:00+00,330 ALGER Louisville KY 40214,131 - Passenger vehicle fire,40000.0,40000.0,80000,68380,-11620,1837
20-0016205,2020/05/28 04:00:00+00,1530 ARCADE Louisville KY 40215,111 - Building fire,2000.0,50000.0,52000,100000,48000,1838
20-0016165,2020/05/28 04:00:00+00,330 ALGER Louisville KY 40214,131 - Passenger vehicle fire,40000.0,40000.0,80000,68380,-11620,1839
20-0016165,2020/05/28 04:00:00+00,332 ALGER Louisville KY 40214,131 - Passenger vehicle fire,,2000.0,2000,72930,70930,1840
20-0016298,2020/05/29 04:00:00+00,446 E LEE Louisville KY 40217,131 - Passenger vehicle fire,0.0,2500.0,2500,20000,17500,1841
20-0016346,2020/05/29 04:00:00+00,703 E ORMSBY Louisville KY 40203,111 - Building fire,500.0,2000.0,2500,2000,-500,1842
20-0016410,2020/05/29 04:00:00+00,444 S 5TH Louisville KY 40202,111 - Building fire,25000.0,50000.0,75000,4200000,4125000,1843
20-0016298,2020/05/29 04:00:00+00,446 E LEE Louisville KY 40217,131 - Passenger vehicle fire,0.0,2500.0,2500,20000,17500,1844
20-0016553,2020/05/30 04:00:00+00,S 20TH Louisville KY 40203,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1845
20-0016412,2020/05/30 04:00:00+00,101 S 5TH Louisville KY 40202,111 - Building fire,1000.0,1000.0,2000,68150000,68148000,1846
20-0016558,2020/05/30 04:00:00+00,401 E BROADWAY Louisville KY 40202,111 - Building fire,1000.0,5000.0,6000,587000,581000,1847
20-0016436,2020/05/30 04:00:00+00,264 West Louisville KY 40211,131 - Passenger vehicle fire,,2000.0,2000,2000,0,1848
20-0016569,2020/05/30 04:00:00+00,207 W BROADWAY Louisville KY 40202,111 - Building fire,100.0,2000.0,2100,2000,-100,1849
20-0016458,2020/05/30 04:00:00+00,3017 BRECKENRIDGE Louisville KY 40220,131 - Passenger vehicle fire,,500.0,500,2800,2300,1850
20-0016573,2020/05/31 04:00:00+00,728 S 4TH Louisville KY 40202,111 - Building fire,1000.0,2000.0,3000,2000,-1000,1851
20-0016574,2020/05/31 04:00:00+00,S 2ND Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,0.0,200.0,200,200,0,1852
20-0016588,2020/05/31 04:00:00+00,S 12TH Louisville KY 40203,111 - Building fire,0.0,100.0,100,1000,900,1853
20-0016589,2020/05/31 04:00:00+00,609 S CAMPBELL Louisville KY 40204,111 - Building fire,1000.0,10000.0,11000,24760,13760,1854
20-0016598,2020/05/31 04:00:00+00,N 31ST Louisville KY 40212,131 - Passenger vehicle fire,,500.0,500,7000,6500,1855
20-0016639,2020/05/31 04:00:00+00,1731 PATTON H Louisville KY 40210,111 - Building fire,500.0,1000.0,1500,1000,-500,1856
20-0016712,2020/06/01 04:00:00+00,5419 NEW CUT 4 Louisville KY 40214,111 - Building fire,0.0,1500.0,1500,345000,343500,1857
20-0016783,2020/06/01 04:00:00+00,534 N 42ND Louisville KY 40212,111 - Building fire,2000.0,19700.0,21700,39400,17700,1858
20-0016821,2020/06/01 04:00:00+00,2601 W BROADWAY Louisville KY 40211,111 - Building fire,0.0,10000.0,10000,415520,405520,1859
20-0017517,2020/06/07 04:00:00+00,STANDIFORD Louisville KY 40213,131 - Passenger vehicle fire,1000.0,12000.0,13000,30000,17000,1860
20-0001823,2020/01/18 05:00:00+00,Watterson East City of Louisville KY 40220,131 - Passenger vehicle fire,,2000.0,2000,2000,0,1861
20-0004841,2020/02/14 05:00:00+00,312 CAMP Louisville KY 40203,131 - Passenger vehicle fire,100.0,1000.0,1100,1000,-100,1862
20-0019415,2020/06/22 04:00:00+00,1708 STALLINGS 9 Shively KY 40216,111 - Building fire,10000.0,116280.0,126280,290700,164420,1863
20-0017517,2020/06/07 04:00:00+00,STANDIFORD Louisville KY 40213,131 - Passenger vehicle fire,1000.0,12000.0,13000,30000,17000,1864
20-0001839,2020/01/18 05:00:00+00,371 N 25TH Louisville KY 40212,111 - Building fire,500.0,8000.0,8500,10000,1500,1865
20-0004843,2020/02/14 05:00:00+00,1346 EARL Louisville KY 40215,111 - Building fire,5000.0,20000.0,25000,83620,58620,1866
20-0019421,2020/06/22 04:00:00+00,410 E CHESTNUT Louisville KY 40202,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1867
20-0001894,2020/01/18 05:00:00+00,814 S 11TH Louisville KY 40210,131 - Passenger vehicle fire,1000.0,50000.0,51000,50000,-1000,1868
20-0017499,2020/06/07 04:00:00+00,1041 S SHELBY Louisville KY 40203,111 - Building fire,8000.0,10000.0,18000,100160,82160,1869
20-0005127,2020/02/16 05:00:00+00,2014 LYTLE Louisville KY 40203,131 - Passenger vehicle fire,200.0,5000.0,5200,5000,-200,1870
20-0019520,2020/06/23 04:00:00+00,413 S 27TH Louisville KY 40212,111 - Building fire,500.0,0.0,500,15000,14500,1871
20-0001839,2020/01/18 05:00:00+00,369 N 25TH Louisville KY 40212,111 - Building fire,500.0,8000.0,8500,10000,1500,1872
20-0017517,2020/06/07 04:00:00+00,STANDIFORD Louisville KY 40213,131 - Passenger vehicle fire,1000.0,12000.0,13000,30000,17000,1873
20-0005144,2020/02/16 05:00:00+00,1610 WILLIAM E SUMMERS III 101 Louisville KY 40211,111 - Building fire,100.0,0.0,100,200000,199900,1874
20-0019616,2020/06/23 04:00:00+00,3227 NORTHWESTERN 1 Louisville KY 40212,111 - Building fire,1000.0,1000.0,2000,24150,22150,1875
20-0001930,2020/01/19 05:00:00+00,5429 NEW CUT Louisville KY 40214,111 - Building fire,20000.0,50000.0,70000,564160,494160,1876
20-0017533,2020/06/07 04:00:00+00,2305 WOODLAND Louisville KY 40210,111 - Building fire,5000.0,10000.0,15000,24880,9880,1877
20-0005394,2020/02/18 05:00:00+00,536 S 22ND Louisville KY 40211,111 - Building fire,5000.0,10000.0,15000,20750,5750,1878
20-0019640,2020/06/24 04:00:00+00,5000 WABASH Louisville KY 40214,111 - Building fire,5000.0,12000.0,17000,120000,103000,1879
20-0001940,2020/01/19 05:00:00+00,401 W OAK Louisville KY 40203,111 - Building fire,100.0,1000.0,1100,1000,-100,1880
20-0017575,2020/06/07 04:00:00+00,5361 NEW CUT Louisville KY 40214,111 - Building fire,1500.0,10000.0,11500,97750,86250,1881
20-0005486,2020/02/19 05:00:00+00,1324 S PRESTON Louisville KY 40208,111 - Building fire,40.0,0.0,40,0,-40,1882
20-0019708,2020/06/24 04:00:00+00,3407 VIRGINIA Louisville KY 40211,111 - Building fire,0.0,16708.0,16708,16708,0,1883
20-0019708,2020/06/24 04:00:00+00,3405 VIRGINIA Louisville KY 40211,111 - Building fire,0.0,16708.0,16708,16708,0,1884
20-0019827,2020/06/25 04:00:00+00,3421 W KENTUCKY Louisville KY 40211,"113 - Cooking fire, confined to container",500.0,,500,22360,21860,1885
20-0019867,2020/06/26 04:00:00+00,1278 MORGAN Louisville KY 40213,111 - Building fire,50000.0,100000.0,150000,100000,-50000,1886
20-0019883,2020/06/26 04:00:00+00,1276 MORGAN Louisville KY 40213,111 - Building fire,90000.0,50000.0,140000,100000,-40000,1887
20-0019948,2020/06/26 04:00:00+00,1276 MORGAN Louisville KY 40213,131 - Passenger vehicle fire,0.0,10000.0,10000,10000,0,1888
20-0019985,2020/06/27 04:00:00+00,2322 ROWAN Louisville KY 40212,131 - Passenger vehicle fire,1000.0,5000.0,6000,5000,-1000,1889
20-0019983,2020/06/27 04:00:00+00,100 E JACOB Louisville KY 40202,131 - Passenger vehicle fire,500.0,6800.0,7300,6800,-500,1890
20-0020005,2020/06/27 04:00:00+00,S 1ST Louisville KY 40203,131 - Passenger vehicle fire,500.0,0.0,500,0,-500,1891
20-0020046,2020/06/27 04:00:00+00,3316 W GARLAND R Louisville KY 40211,111 - Building fire,,500.0,500,500,0,1892
20-0020072,2020/06/27 04:00:00+00,1901 EMERSON Louisville KY 40205,111 - Building fire,0.0,2000.0,2000,250000,248000,1893
20-0020116,2020/06/28 04:00:00+00,2604 W MADISON Louisville KY 40211,111 - Building fire,0.0,200.0,200,15180,14980,1894
20-0020132,2020/06/28 04:00:00+00,416 E OAK Louisville KY 40203,131 - Passenger vehicle fire,,2500.0,2500,2500,0,1895
20-0020144,2020/06/28 04:00:00+00,1701 HERBERT Shively KY 40216,111 - Building fire,1500.0,17000.0,18500,71280,52780,1896
20-0020216,2020/06/29 04:00:00+00,1397 S 2ND Louisville KY 40208,154 - Dumpster or other outside trash receptacle fire,,2000.0,2000,3000,1000,1897
20-0020295,2020/06/29 04:00:00+00,i264W Louisville KY 40214,131 - Passenger vehicle fire,,4000.0,4000,4000,0,1898
